null_kind,domain,seed_tag,split_regime,layer,perm_idx,null_interaction_delta
label_shuffle_within_geodesic_bins,external_lung,seed44,source_disjoint,11,15,0.08875365645910177
label_shuffle_within_geodesic_bins,external_lung,seed44,source_disjoint,11,16,-0.026252682064874522
label_shuffle_within_geodesic_bins,external_lung,seed44,source_disjoint,11,17,0.05577050077942991
label_shuffle_within_geodesic_bins,external_lung,seed44,source_disjoint,11,18,-0.0031674972225661513
label_shuffle_within_geodesic_bins,external_lung,seed44,source_disjoint,11,19,-0.02460723015844063
label_shuffle_within_geodesic_bins,external_lung,seed44,source_disjoint,11,20,-0.06363144010202837
label_shuffle_within_geodesic_bins,external_lung,seed44,source_disjoint,11,21,-0.0799659547097834
label_shuffle_within_geodesic_bins,external_lung,seed44,source_disjoint,11,22,0.02284921431984649
label_shuffle_within_geodesic_bins,external_lung,seed44,source_disjoint,11,23,0.013002568325607922
label_shuffle_within_geodesic_bins,external_lung,seed44,target_disjoint,7,0,-0.035398488142390494
label_shuffle_within_geodesic_bins,external_lung,seed44,target_disjoint,7,1,0.018973558386650047
label_shuffle_within_geodesic_bins,external_lung,seed44,target_disjoint,7,2,0.005585719395498678
label_shuffle_within_geodesic_bins,external_lung,seed44,target_disjoint,7,3,-0.045381796575902356
label_shuffle_within_geodesic_bins,external_lung,seed44,target_disjoint,7,4,-0.05911746192120032
label_shuffle_within_geodesic_bins,external_lung,seed44,target_disjoint,7,5,-0.042107705979657184
label_shuffle_within_geodesic_bins,external_lung,seed44,target_disjoint,7,6,-0.03149591696960119
label_shuffle_within_geodesic_bins,external_lung,seed44,target_disjoint,7,7,-0.08586741074766424
label_shuffle_within_geodesic_bins,external_lung,seed44,target_disjoint,7,8,-0.0393001165535839
label_shuffle_within_geodesic_bins,external_lung,seed44,target_disjoint,7,9,0.017801667818074574
label_shuffle_within_geodesic_bins,external_lung,seed44,target_disjoint,7,10,0.06520238135766421
label_shuffle_within_geodesic_bins,external_lung,seed44,target_disjoint,7,11,0.025920669381946482
label_shuffle_within_geodesic_bins,external_lung,seed44,target_disjoint,7,12,0.015606191164318606
label_shuffle_within_geodesic_bins,external_lung,seed44,target_disjoint,7,13,0.014637841521944917
label_shuffle_within_geodesic_bins,external_lung,seed44,target_disjoint,7,14,0.0426665565642359
label_shuffle_within_geodesic_bins,external_lung,seed44,target_disjoint,7,15,-0.011373431725324123
label_shuffle_within_geodesic_bins,external_lung,seed44,target_disjoint,7,16,0.025970596925650513
label_shuffle_within_geodesic_bins,external_lung,seed44,target_disjoint,7,17,-0.011666362841647682
label_shuffle_within_geodesic_bins,external_lung,seed44,target_disjoint,7,18,-0.08747928824294565
label_shuffle_within_geodesic_bins,external_lung,seed44,target_disjoint,7,19,-0.04593784745443896
label_shuffle_within_geodesic_bins,external_lung,seed44,target_disjoint,7,20,0.014547926119893417
label_shuffle_within_geodesic_bins,external_lung,seed44,target_disjoint,7,21,-0.02605342781350206
label_shuffle_within_geodesic_bins,external_lung,seed44,target_disjoint,7,22,-0.014518899219964798
label_shuffle_within_geodesic_bins,external_lung,seed44,target_disjoint,7,23,0.016647665311787463
label_shuffle_within_geodesic_bins,external_lung,seed44,target_disjoint,11,0,-0.04777333086878127
label_shuffle_within_geodesic_bins,external_lung,seed44,target_disjoint,11,1,-0.07718729163316035
label_shuffle_within_geodesic_bins,external_lung,seed44,target_disjoint,11,2,-0.04498993437133114
label_shuffle_within_geodesic_bins,external_lung,seed44,target_disjoint,11,3,0.022597718142449152
label_shuffle_within_geodesic_bins,external_lung,seed44,target_disjoint,11,4,-0.01832538200281597
label_shuffle_within_geodesic_bins,external_lung,seed44,target_disjoint,11,5,-0.04279997450600559
label_shuffle_within_geodesic_bins,external_lung,seed44,target_disjoint,11,6,-0.03856391066679671
label_shuffle_within_geodesic_bins,external_lung,seed44,target_disjoint,11,7,-0.04164472012988085
label_shuffle_within_geodesic_bins,external_lung,seed44,target_disjoint,11,8,-0.11203665085162817
label_shuffle_within_geodesic_bins,external_lung,seed44,target_disjoint,11,9,-0.07213145348738564
label_shuffle_within_geodesic_bins,external_lung,seed44,target_disjoint,11,10,0.010902409924194001
label_shuffle_within_geodesic_bins,external_lung,seed44,target_disjoint,11,11,-0.006297386927866966
label_shuffle_within_geodesic_bins,external_lung,seed44,target_disjoint,11,12,-0.011083044086026062
label_shuffle_within_geodesic_bins,external_lung,seed44,target_disjoint,11,13,-0.1338471268705349
label_shuffle_within_geodesic_bins,external_lung,seed44,target_disjoint,11,14,-0.048613896529742295
label_shuffle_within_geodesic_bins,external_lung,seed44,target_disjoint,11,15,0.002695457268531154
label_shuffle_within_geodesic_bins,external_lung,seed44,target_disjoint,11,16,-0.06703608776939196
label_shuffle_within_geodesic_bins,external_lung,seed44,target_disjoint,11,17,0.022401358595083742
label_shuffle_within_geodesic_bins,external_lung,seed44,target_disjoint,11,18,-0.12007422221650871
label_shuffle_within_geodesic_bins,external_lung,seed44,target_disjoint,11,19,-0.05878661123376294
label_shuffle_within_geodesic_bins,external_lung,seed44,target_disjoint,11,20,-0.038984550020034536
label_shuffle_within_geodesic_bins,external_lung,seed44,target_disjoint,11,21,0.017412038137257002
label_shuffle_within_geodesic_bins,external_lung,seed44,target_disjoint,11,22,0.0314138559612796
label_shuffle_within_geodesic_bins,external_lung,seed44,target_disjoint,11,23,-0.02000938490624876
label_shuffle_within_geodesic_bins,immune,seed42_main,source_disjoint,7,0,0.0011244769556529866
label_shuffle_within_geodesic_bins,immune,seed42_main,source_disjoint,7,1,-0.10477491983955473
label_shuffle_within_geodesic_bins,immune,seed42_main,source_disjoint,7,2,0.014442277483610932
label_shuffle_within_geodesic_bins,immune,seed42_main,source_disjoint,7,3,0.04863394063715548
