domain,seed_tag,split_regime,layer,n_edges,n_positive,n_unique_genes,knn_k,used_component_bridging,coexp_missing_fraction,mean_support_score,mean_dorothea_norm,mean_go_jaccard,mean_omnipath_support,mean_trrust_support_bookkeeping,auc_base,auc_full,auc_delta_full_minus_base,interaction_coef_mean,p_interaction_upper,delta_auc_low_support_decile,delta_auc_high_support_decile,top_bottom_uplift_gap
immune,seed42_main,source_disjoint,11,1180,289,220,24,True,0.0,0.09880273989463105,0.17436440677966103,0.048303953710443374,0.030508474576271188,0.24491525423728813,0.9620891731618376,0.9612153833607121,-0.000873789801125513,0.373186682752848,0.01639344262295082,-0.016393442622950838,0.16231884057971002,0.17871228320266086
immune,seed42_main,target_disjoint,0,1443,349,220,24,True,0.0,0.09051577683679425,0.17169092169092168,0.04323203733712435,0.013167013167013167,0.24185724185724186,0.9576826974955868,0.9601289660193919,0.0024462685238051396,0.21690755103608206,0.29508196721311475,0.23717948717948717,0.09472422062350128,-0.1424552665559859
immune,seed42_main,target_disjoint,3,1443,349,220,24,True,0.0,0.09051577683679425,0.17169092169092168,0.04323203733712435,0.013167013167013167,0.24185724185724186,0.9577507949063137,0.9608806566685698,0.0031298617622561586,0.29973949415856865,0.08196721311475409,0.22222222222222218,0.15227817745803363,-0.06994404476418856
immune,seed42_main,target_disjoint,7,1443,349,220,24,True,0.0,0.09051577683679425,0.17169092169092168,0.04323203733712435,0.013167013167013167,0.24185724185724186,0.9595187084540315,0.9619754535025641,0.0024567450485325493,0.3066185050793335,0.06557377049180328,0.23717948717948717,0.1007194244604317,-0.13646006271905547
immune,seed42_main,target_disjoint,11,1443,349,220,24,True,0.0,0.09051577683679425,0.17169092169092168,0.04323203733712435,0.013167013167013167,0.24185724185724186,0.9610273280147509,0.9631409668784671,0.002113638863716183,0.2478349386394411,0.3114754098360656,0.21581196581196582,0.1702637889688251,-0.04554817684314072
immune,seed43,source_disjoint,0,1138,279,220,24,True,0.0,0.09659507616325878,0.17398945518453426,0.04536553898852585,0.026362038664323375,0.2451669595782074,0.9672370556744736,0.9658851461022029,-0.0013519095722707153,-0.04412849805078678,0.7540983606557377,-0.20353982300884954,0.08482142857142849,0.28836125158027803
immune,seed43,source_disjoint,3,1138,279,220,24,True,0.0,0.09659507616325878,0.17398945518453426,0.04536553898852585,0.026362038664323375,0.2451669595782074,0.9663357826262929,0.9659185265854687,-0.00041725604082420986,0.16212664268907254,0.32786885245901637,-0.08849557522123896,0.1741071428571429,0.26260271807838187
immune,seed43,source_disjoint,7,1138,279,220,24,True,0.0,0.09659507616325878,0.17398945518453426,0.04536553898852585,0.026362038664323375,0.2451669595782074,0.9664985124822144,0.9657474516087309,-0.0007510608734835333,0.28637523686879324,0.11475409836065574,-0.33628318584070793,0.1294642857142858,0.46574747155499374
immune,seed43,source_disjoint,11,1138,279,220,24,True,0.0,0.09659507616325878,0.17398945518453426,0.04536553898852585,0.026362038664323375,0.2451669595782074,0.9653510583699476,0.9652509169201497,-0.00010014144979786366,0.24871872998098188,0.08196721311475409,-0.3097345132743362,0.1919642857142857,0.5016987989886219
immune,seed43,target_disjoint,0,1431,346,220,24,True,0.0,0.09246932199012227,0.1752271139063592,0.04240426194222564,0.014675052410901468,0.24178895877009085,0.9653578753895741,0.9644122426147412,-0.0009456327748328386,-0.07634413192096079,0.45901639344262296,-0.3216783216783216,0.1028368794326241,0.4245152011109457
immune,seed43,target_disjoint,3,1431,346,220,24,True,0.0,0.09246932199012227,0.1752271139063592,0.04240426194222564,0.014675052410901468,0.24178895877009085,0.9637889241096402,0.9638794917556804,9.056764604020717e-05,-0.07664215982097977,0.45901639344262296,-0.3543123543123544,0.15602836879432624,0.5103407231066807
immune,seed43,target_disjoint,7,1431,346,220,24,True,0.0,0.09246932199012227,0.1752271139063592,0.04240426194222564,0.014675052410901468,0.24178895877009085,0.9655736394874938,0.965760102288165,0.00018646280067124987,-0.01342131725707063,0.21311475409836064,-0.07692307692307676,0.1028368794326241,0.17975995635570086
immune,seed43,target_disjoint,11,1431,346,220,24,True,0.0,0.09246932199012227,0.1752271139063592,0.04240426194222564,0.014675052410901468,0.24178895877009085,0.9650249061026611,0.9643563037745398,-0.0006686023281212705,-0.06398964910390637,0.36065573770491804,-0.3146853146853147,0.13652482269503552,0.4512101373803502
immune,seed44,source_disjoint,0,1155,284,220,24,True,0.0,0.09846771661136493,0.17575757575757575,0.048399189117430685,0.027705627705627706,0.24588744588744588,0.9727527045164212,0.973399524587248,0.0006468200708268368,-0.24297663993992782,0.7868852459016393,0.01739130434782621,-0.12931034482758624,-0.14670164917541245
immune,seed44,source_disjoint,3,1155,284,220,24,True,0.0,0.09846771661136493,0.17575757575757575,0.048399189117430685,0.027705627705627706,0.24588744588744588,0.9745031613330963,0.9761040410083924,0.0016008796752960963,0.16530887660106744,0.26229508196721313,0.021739130434782483,-0.07758620689655171,-0.0993253373313342
immune,seed44,source_disjoint,7,1155,284,220,24,True,0.0,0.09846771661136493,0.17575757575757575,0.048399189117430685,0.027705627705627706,0.24588744588744588,0.9738401707604988,0.9741474102941414,0.0003072395336426448,0.21211903539130347,0.14754098360655737,0.03043478260869581,-0.11206896551724133,-0.14250374812593714
immune,seed44,source_disjoint,11,1155,284,220,24,True,0.0,0.09846771661136493,0.17575757575757575,0.048399189117430685,0.027705627705627706,0.24588744588744588,0.9729265374104559,0.9725990847495998,-0.0003274526608560979,0.0288760029002804,0.13114754098360656,-0.008695652173913104,-0.3448275862068965,-0.3361319340329834
immune,seed44,target_disjoint,0,1436,350,220,24,True,0.0,0.08944428848175413,0.1693941504178273,0.042930007868380735,0.013231197771587743,0.24373259052924792,0.9736885030255196,0.9736700868192582,-1.8416206261417933e-05,0.1717230564352246,0.08196721311475409,-0.14184397163120566,-0.1749408983451537,-0.03309692671394804
immune,seed44,target_disjoint,3,1436,350,220,24,True,0.0,0.08944428848175413,0.1693941504178273,0.042930007868380735,0.013231197771587743,0.24373259052924792,0.9704104183109707,0.9707813733228098,0.0003709550118390359,0.2972454823233627,0.01639344262295082,0.01891252955082745,-0.18439716312056736,-0.20330969267139481
immune,seed44,target_disjoint,7,1436,350,220,24,True,0.0,0.08944428848175413,0.1693941504178273,0.042930007868380735,0.013231197771587743,0.24373259052924792,0.9723046566692976,0.9724756642988688,0.00017100762957122928,0.17320785760094784,0.01639344262295082,-0.1536643026004728,-0.1749408983451537,-0.021276595744680882
immune,seed44,target_disjoint,11,1436,350,220,24,True,0.0,0.08944428848175413,0.1693941504178273,0.042930007868380735,0.013231197771587743,0.24373259052924792,0.9712417784793475,0.9723309655353854,0.001089187056037999,0.19737042889727704,0.01639344262295082,-0.14184397163120577,-0.16312056737588654,-0.02127659574468077
lung,seed42_main,source_disjoint,0,905,402,219,24,True,0.0,0.1301041266969968,0.20027624309392264,0.10901510862310551,0.051933701657458566,0.44419889502762433,0.9328209845405181,0.9326132755704579,-0.00020770897006017197,0.3028682444272895,0.01639344262295082,-0.0015889830508474256,-0.07777777777777783,-0.07618879472693041
lung,seed42_main,source_disjoint,3,905,402,219,24,True,0.0,0.1301041266969968,0.20027624309392264,0.10901510862310551,0.051933701657458566,0.44419889502762433,0.9325984392154536,0.932370948438721,-0.00022749077673256402,0.28488363890840634,0.01639344262295082,-0.0010593220338982468,-0.07777777777777783,-0.07671845574387959
lung,seed42_main,source_disjoint,7,905,402,219,24,True,0.0,0.1301041266969968,0.20027624309392264,0.10901510862310551,0.051933701657458566,0.44419889502762433,0.9317725487868808,0.9317527669802081,-1.978180667261409e-05,0.2901524722976329,0.01639344262295082,-0.0031779661016949623,-0.07777777777777783,-0.07459981167608287
lung,seed42_main,source_disjoint,11,905,402,219,24,True,0.0,0.1301041266969968,0.20027624309392264,0.10901510862310551,0.051933701657458566,0.44419889502762433,0.9297993135713085,0.9307340039365795,0.0009346903652709404,1.158030324786284,0.01639344262295082,0.01112288135593209,0.1333333333333333,0.12221045197740121
lung,seed42_main,target_disjoint,0,1231,718,218,24,True,0.0,0.19490277468913322,0.3515434606011373,0.09966618863656788,0.0479285134037368,0.5832656376929326,0.9461086948258917,0.9465973817241958,0.0004886868983041692,0.37997946638757024,0.01639344262295082,0.0014518002322880807,-0.1707317073170731,-0.17218350754936118
lung,seed42_main,target_disjoint,3,1231,718,218,24,True,0.0,0.19490277468913322,0.3515434606011373,0.09966618863656788,0.0479285134037368,0.5832656376929326,0.9459159349937829,0.9465865220153448,0.0006705870215618637,0.1933922397965729,0.01639344262295082,0.0023228803716608404,-0.03252032520325199,-0.03484320557491283
lung,seed42_main,target_disjoint,7,1231,718,218,24,True,0.0,0.19490277468913322,0.3515434606011373,0.09966618863656788,0.0479285134037368,0.5832656376929326,0.9458969305032932,0.9463720427655334,0.0004751122622402848,0.19826233679628447,0.03278688524590164,0.002032520325203291,-0.024390243902439046,-0.026422764227642337
lung,seed42_main,target_disjoint,11,1231,718,218,24,True,0.0,0.19490277468913322,0.3515434606011373,0.09966618863656788,0.0479285134037368,0.5832656376929326,0.9458236274685475,0.9461657082973606,0.0003420808288130406,0.1664056432019703,0.18032786885245902,0.0,-0.14634146341463417,-0.14634146341463417
lung,seed43,source_disjoint,0,1024,461,220,24,True,0.0,0.13351733519472755,0.21240234375,0.10594116816113766,0.0478515625,0.4501953125,0.9372936276455153,0.9420019033454956,0.0047082756999803355,-0.2880665439163978,0.9672131147540983,0.0023809523809523725,-0.06930693069306937,-0.07168788307402174
lung,seed43,source_disjoint,3,1024,461,220,24,True,0.0,0.13351733519472755,0.21240234375,0.10594116816113766,0.0478515625,0.4501953125,0.9373013334977247,0.9384880347379817,0.0011867012402569932,-0.08745618753779938,0.7704918032786885,-0.003809523809523818,-0.024752475247524774,-0.020942951438000956
lung,seed43,source_disjoint,7,1024,461,220,24,True,0.0,0.13351733519472755,0.21240234375,0.10594116816113766,0.0478515625,0.4501953125,0.9370585991531268,0.9375055385812756,0.00044693942814877374,-0.1813503512511168,0.9508196721311475,0.0,-0.01980198019801982,-0.01980198019801982
lung,seed43,source_disjoint,11,1024,461,220,24,True,0.0,0.13351733519472755,0.21240234375,0.10594116816113766,0.0478515625,0.4501953125,0.9372242749756303,0.9423602254732357,0.0051359504976054016,-0.39508505185230874,1.0,-0.0004761904761904079,-0.07920792079207917,-0.07873173031588876
lung,seed43,target_disjoint,0,1145,677,220,24,True,0.0,0.19454864672648453,0.34432314410480347,0.10019956551015188,0.05589519650655022,0.5912663755458515,0.9404644674216313,0.9411651453748943,0.000700677953263007,0.09498201677628189,0.4098360655737705,-0.00651253663301854,,
lung,seed43,target_disjoint,3,1145,677,220,24,True,0.0,0.19454864672648453,0.34432314410480347,0.10019956551015188,0.05589519650655022,0.5912663755458515,0.9384855256347132,0.9391451728970192,0.0006596472623059402,-0.0524368455725945,0.6065573770491803,-0.0013025073266036413,,
lung,seed43,target_disjoint,7,1145,677,220,24,True,0.0,0.19454864672648453,0.34432314410480347,0.10019956551015188,0.05589519650655022,0.5912663755458515,0.938210935626002,0.9388737390953048,0.0006628034693028084,0.12089995426902944,0.6065573770491803,0.003581895148160208,,
lung,seed43,target_disjoint,11,1145,677,220,24,True,0.0,0.19454864672648453,0.34432314410480347,0.10019956551015188,0.05589519650655022,0.5912663755458515,0.9373366662879219,0.9375765380196696,0.00023987173174766507,0.10714359482896363,0.3114754098360656,0.0009768804949527032,,
lung,seed44,source_disjoint,0,1082,482,218,24,True,0.0,0.13297105105596618,0.21141404805914973,0.10668751036301014,0.04713493530499076,0.4454713493530499,0.9177178423236515,0.9206639004149377,0.00294605809128623,-0.362764486533602,0.9836065573770492,-0.024691358024691468,0.03333333333333344,0.058024691358024905
lung,seed44,source_disjoint,3,1082,482,218,24,True,0.0,0.13297105105596618,0.21141404805914973,0.10668751036301014,0.04713493530499076,0.4454713493530499,0.9178077455048409,0.9201175656984786,0.0023098201936376794,-0.31828294324027795,1.0,-0.017522899243329504,-0.004761904761904745,0.012760994481424759
lung,seed44,source_disjoint,7,1082,482,218,24,True,0.0,0.13297105105596618,0.21141404805914973,0.10668751036301014,0.04713493530499076,0.4454713493530499,0.9181846473029046,0.9188831258644536,0.0006984785615490319,-0.26540384751017737,0.8852459016393442,-0.005973715651134914,-0.06190476190476185,-0.05593104625362694
lung,seed44,source_disjoint,11,1082,482,218,24,True,0.0,0.13297105105596618,0.21141404805914973,0.10668751036301014,0.04713493530499076,0.4454713493530499,0.9183575380359612,0.9190560165975104,0.0006984785615491429,-0.4134898252172814,0.9836065573770492,-0.01075268817204289,-0.021428571428571463,-0.010675883256528573
lung,seed44,target_disjoint,0,1178,654,220,24,True,0.0,0.18955145461400702,0.3384974533106961,0.10146058376613018,0.04838709677419355,0.5551782682512734,0.9482836099633496,0.9507114176996522,0.0024278077363025785,-0.23939915746350307,0.9344262295081968,-0.0008602150537634357,0.0847457627118644,0.08560597776562784
lung,seed44,target_disjoint,3,1178,654,220,24,True,0.0,0.18955145461400702,0.3384974533106961,0.10146058376613018,0.04838709677419355,0.5551782682512734,0.9467399677848589,0.9496346616242967,0.0028946938394377453,-0.5005954087353965,1.0,0.007741935483870921,0.03389830508474578,0.026156369600874863
lung,seed44,target_disjoint,7,1178,654,220,24,True,0.0,0.18955145461400702,0.3384974533106961,0.10146058376613018,0.04838709677419355,0.5551782682512734,0.9473498377570793,0.9497192847304899,0.0023694469734106827,-0.253092007501934,0.9344262295081968,-0.0017204301075267603,0.07627118644067798,0.07799161654820475
lung,seed44,target_disjoint,11,1178,654,220,24,True,0.0,0.18955145461400702,0.3384974533106961,0.10146058376613018,0.04838709677419355,0.5551782682512734,0.9471047225529333,0.9495792188995494,0.0024744963466161174,-0.2305379896874338,0.9672131147540983,0.001290322580645209,0.11864406779661019,0.11735374521596498
