null_kind,domain,layer,perm_idx,null_spearman
signature_destroy_permutation,immune,7,3,0.2584875462612029
signature_destroy_permutation,immune,7,4,0.23166999044062095
signature_destroy_permutation,immune,7,5,0.3034376224300589
signature_destroy_permutation,immune,7,6,0.49226001651683865
signature_destroy_permutation,immune,7,7,0.3171078757046943
signature_destroy_permutation,immune,7,8,0.3307770002545568
signature_destroy_permutation,immune,7,9,0.22628636623714318
signature_destroy_permutation,immune,7,10,0.2344290118318951
signature_destroy_permutation,immune,7,11,0.3284063354334917
signature_destroy_permutation,immune,7,12,0.3895588125888965
signature_destroy_permutation,immune,7,13,0.30670788089515605
signature_destroy_permutation,immune,7,14,0.3467715319425516
signature_destroy_permutation,immune,7,15,0.2843271749385109
signature_destroy_permutation,immune,7,16,0.32581352921618795
signature_destroy_permutation,immune,7,17,0.31804144814485397
signature_destroy_permutation,immune,7,18,0.29663830145081604
signature_destroy_permutation,immune,7,19,0.38047476036796835
signature_destroy_permutation,immune,7,20,0.2829013280007136
signature_destroy_permutation,immune,7,21,0.3393964609980192
signature_destroy_permutation,immune,7,22,0.2304262778765547
signature_destroy_permutation,immune,7,23,0.30668651037278843
signature_destroy_permutation,immune,11,0,0.33846646703343597
signature_destroy_permutation,immune,11,1,0.3593247406554172
signature_destroy_permutation,immune,11,2,0.26683877183306964
signature_destroy_permutation,immune,11,3,0.32970862463281125
signature_destroy_permutation,immune,11,4,0.22239152164824721
signature_destroy_permutation,immune,11,5,0.36517136776075443
signature_destroy_permutation,immune,11,6,0.30860554314896593
signature_destroy_permutation,immune,11,7,0.46638107477373547
signature_destroy_permutation,immune,11,8,0.23748583262289175
signature_destroy_permutation,immune,11,9,0.369475663531727
signature_destroy_permutation,immune,11,10,0.3342004977391978
signature_destroy_permutation,immune,11,11,0.2504282256374666
signature_destroy_permutation,immune,11,12,0.21613223276592372
signature_destroy_permutation,immune,11,13,0.48933352581295747
signature_destroy_permutation,immune,11,14,0.33088407861134955
signature_destroy_permutation,immune,11,15,0.34926223455298766
signature_destroy_permutation,immune,11,16,0.3858766531909192
signature_destroy_permutation,immune,11,17,0.3873640783357734
signature_destroy_permutation,immune,11,18,0.31967957058828184
signature_destroy_permutation,immune,11,19,0.35521356551263233
signature_destroy_permutation,immune,11,20,0.2562437501046161
signature_destroy_permutation,immune,11,21,0.21661847067625717
signature_destroy_permutation,immune,11,22,0.3456771204027103
signature_destroy_permutation,immune,11,23,0.2505724515806754
signature_destroy_permutation,lung,7,0,0.18923182018608378
signature_destroy_permutation,lung,7,1,0.20163309418358763
signature_destroy_permutation,lung,7,2,0.20332294566531312
signature_destroy_permutation,lung,7,3,0.1701325261674773
signature_destroy_permutation,lung,7,4,0.1430723948518044
signature_destroy_permutation,lung,7,5,0.24172718735615556
signature_destroy_permutation,lung,7,6,0.09484391667763761
signature_destroy_permutation,lung,7,7,0.2166182114876056
signature_destroy_permutation,lung,7,8,0.29887527509321976
signature_destroy_permutation,lung,7,9,0.151332670289745
signature_destroy_permutation,lung,7,10,0.027265208065529453
signature_destroy_permutation,lung,7,11,0.2543880095249656
signature_destroy_permutation,lung,7,12,0.18392716491209052
signature_destroy_permutation,lung,7,13,0.15871116921321748
signature_destroy_permutation,lung,7,14,0.1205962907495353
signature_destroy_permutation,lung,7,15,0.22525783878034453
signature_destroy_permutation,lung,7,16,0.25389425514373676
signature_destroy_permutation,lung,7,17,0.07746665533817174
signature_destroy_permutation,lung,7,18,0.2803100601934708
signature_destroy_permutation,lung,7,19,0.1650064518744114
signature_destroy_permutation,lung,7,20,0.21277861588611396
signature_destroy_permutation,lung,7,21,0.2120162417307742
signature_destroy_permutation,lung,7,22,0.1897364688516025
signature_destroy_permutation,lung,7,23,0.3379972352430148
signature_destroy_permutation,lung,11,0,0.23478042147787
signature_destroy_permutation,lung,11,1,0.15746875259240908
signature_destroy_permutation,lung,11,2,0.2684849709293173
signature_destroy_permutation,lung,11,3,0.12060071367846038
signature_destroy_permutation,lung,11,4,0.18792509969691487
signature_destroy_permutation,lung,11,5,0.11991577840346848
signature_destroy_permutation,lung,11,6,0.08596607829226317
signature_destroy_permutation,lung,11,7,0.22808057877528215
signature_destroy_permutation,lung,11,8,0.1558236069726162
signature_destroy_permutation,lung,11,9,0.11788653192390672
signature_destroy_permutation,lung,11,10,0.1883815727169397
signature_destroy_permutation,lung,11,11,0.10787277837074384
signature_destroy_permutation,lung,11,12,0.19569641992414272
signature_destroy_permutation,lung,11,13,0.2506681256367994
signature_destroy_permutation,lung,11,14,0.14503638431764185
signature_destroy_permutation,lung,11,15,0.2488115740474972
signature_destroy_permutation,lung,11,16,0.19840048496036114
signature_destroy_permutation,lung,11,17,0.22201705257320742
signature_destroy_permutation,lung,11,18,0.23978062205644257
signature_destroy_permutation,lung,11,19,0.17663978334102903
signature_destroy_permutation,lung,11,20,0.18452604955476323
signature_destroy_permutation,lung,11,21,0.10981576519488037
signature_destroy_permutation,lung,11,22,0.14190363797358557
signature_destroy_permutation,lung,11,23,0.204261425968004
