domain,perm_idx,null_mean_canonical_corr,null_distance_spearman,null_knn_jaccard,null_top1_retrieval,null_cka
immune,62,0.5179227165982307,0.2911902420922819,0.027713815789473684,0.246875,0.20078972547590954
immune,63,0.5157141493676937,0.3234024899238575,0.033626268489852076,0.246875,0.20119385799346404
immune,64,0.5312546699051667,0.315396449457569,0.037008191434468526,0.284375,0.2165463853286182
immune,65,0.516681730503926,0.3304513151076548,0.031801201840385276,0.24375,0.18903199116147487
immune,66,0.5227910503648971,0.30350473379398685,0.025780443756449944,0.275,0.20277459383257926
immune,67,0.5225393757173026,0.3088348277183403,0.033632718438252496,0.240625,0.21466434484731425
immune,68,0.5192402494125512,0.32098129857757945,0.03546477253181975,0.259375,0.2095108326303253
immune,69,0.5105570172279217,0.292642765711318,0.0314155486756106,0.25,0.19878907814019242
immune,70,0.5268948809917426,0.30898705621646966,0.027853295923632608,0.246875,0.20338032861691469
immune,71,0.5227154250574796,0.24690062835276738,0.03017285861713106,0.259375,0.20573672792064254
immune,72,0.5402981685146091,0.35459946351723187,0.03343169504643963,0.29375,0.21144559086061523
immune,73,0.5185292586326173,0.31165921044504535,0.027299137856897148,0.278125,0.1902887972395686
immune,74,0.5204373188039164,0.3479046865932717,0.029127966976264186,0.275,0.19440633004527902
immune,75,0.5335172357397949,0.369671203144109,0.03664511308909529,0.30625,0.21035533608505255
immune,76,0.5191553639251125,0.3122705761478212,0.030206183350533194,0.253125,0.19774074279653625
immune,77,0.512906993196323,0.310094215667041,0.0347703280873753,0.2375,0.19777927098625603
immune,78,0.51886035453289,0.30264895062884184,0.02683716030271758,0.265625,0.19699712199132172
immune,79,0.5292602165743249,0.2617689148078352,0.029534044977640173,0.26875,0.2233766311930837
immune,80,0.5265315133415343,0.37712166675313447,0.03517371861025111,0.24375,0.20339413839226247
immune,81,0.5313166335650712,0.3557162686995563,0.03224974200206398,0.265625,0.20651983508464852
immune,82,0.5374095686955249,0.3394486395391751,0.03246581527347782,0.278125,0.21412386322611895
immune,83,0.5174951067789434,0.28178176543004785,0.03857015393876849,0.26875,0.19935887974115693
immune,84,0.5214865442488215,0.2506350538245218,0.02941660216718266,0.28125,0.20240421250701118
immune,85,0.5249716158425068,0.2262802114131114,0.03788484692122463,0.28125,0.21481469615205898
immune,86,0.5247233600373684,0.3386222843100789,0.03346340729274165,0.25625,0.19533929476128317
