null_kind,domain,layer,top_k,variant,perm_idx,null_overlap_total
degree_rewire,external_lung,11,100,gene,30,0.0
degree_rewire,external_lung,11,100,gene,31,0.0
degree_rewire,external_lung,11,100,gene,32,0.0
degree_rewire,external_lung,11,100,gene,33,0.0
degree_rewire,external_lung,11,100,gene,34,0.0
degree_rewire,external_lung,11,100,gene,35,0.0
degree_rewire,external_lung,11,200,gene,0,0.0
degree_rewire,external_lung,11,200,gene,1,0.0
degree_rewire,external_lung,11,200,gene,2,0.0
degree_rewire,external_lung,11,200,gene,3,0.0
degree_rewire,external_lung,11,200,gene,4,0.0
degree_rewire,external_lung,11,200,gene,5,0.0
degree_rewire,external_lung,11,200,gene,6,0.0
degree_rewire,external_lung,11,200,gene,7,0.0
degree_rewire,external_lung,11,200,gene,8,0.0
degree_rewire,external_lung,11,200,gene,9,0.0
degree_rewire,external_lung,11,200,gene,10,0.0
degree_rewire,external_lung,11,200,gene,11,0.0
degree_rewire,external_lung,11,200,gene,12,0.0
degree_rewire,external_lung,11,200,gene,13,0.0
degree_rewire,external_lung,11,200,gene,14,0.0
degree_rewire,external_lung,11,200,gene,15,0.0
degree_rewire,external_lung,11,200,gene,16,0.0
degree_rewire,external_lung,11,200,gene,17,0.0
degree_rewire,external_lung,11,200,gene,18,0.0
degree_rewire,external_lung,11,200,gene,19,0.0
degree_rewire,external_lung,11,200,gene,20,0.0
degree_rewire,external_lung,11,200,gene,21,0.0
degree_rewire,external_lung,11,200,gene,22,0.0
degree_rewire,external_lung,11,200,gene,23,0.0
degree_rewire,external_lung,11,200,gene,24,0.0
degree_rewire,external_lung,11,200,gene,25,0.0
degree_rewire,external_lung,11,200,gene,26,0.0
degree_rewire,external_lung,11,200,gene,27,0.0
degree_rewire,external_lung,11,200,gene,28,0.0
degree_rewire,external_lung,11,200,gene,29,0.0
degree_rewire,external_lung,11,200,gene,30,0.0
degree_rewire,external_lung,11,200,gene,31,0.0
degree_rewire,external_lung,11,200,gene,32,0.0
degree_rewire,external_lung,11,200,gene,33,0.0
degree_rewire,external_lung,11,200,gene,34,0.0
degree_rewire,external_lung,11,200,gene,35,0.0
degree_rewire,external_lung,11,400,gene,0,0.0
degree_rewire,external_lung,11,400,gene,1,0.0
degree_rewire,external_lung,11,400,gene,2,0.0
degree_rewire,external_lung,11,400,gene,3,0.0
degree_rewire,external_lung,11,400,gene,4,0.0
degree_rewire,external_lung,11,400,gene,5,0.0
degree_rewire,external_lung,11,400,gene,6,0.0
degree_rewire,external_lung,11,400,gene,7,0.0
degree_rewire,external_lung,11,400,gene,8,0.0
degree_rewire,external_lung,11,400,gene,9,0.0
degree_rewire,external_lung,11,400,gene,10,0.0
degree_rewire,external_lung,11,400,gene,11,0.0
degree_rewire,external_lung,11,400,gene,12,0.0
degree_rewire,external_lung,11,400,gene,13,0.0
degree_rewire,external_lung,11,400,gene,14,0.0
degree_rewire,external_lung,11,400,gene,15,0.0
degree_rewire,external_lung,11,400,gene,16,0.0
degree_rewire,external_lung,11,400,gene,17,0.0
degree_rewire,external_lung,11,400,gene,18,0.0
degree_rewire,external_lung,11,400,gene,19,0.0
degree_rewire,external_lung,11,400,gene,20,0.0
degree_rewire,external_lung,11,400,gene,21,0.0
degree_rewire,external_lung,11,400,gene,22,0.0
degree_rewire,external_lung,11,400,gene,23,0.0
degree_rewire,external_lung,11,400,gene,24,0.0
degree_rewire,external_lung,11,400,gene,25,0.0
degree_rewire,external_lung,11,400,gene,26,0.0
degree_rewire,external_lung,11,400,gene,27,0.0
degree_rewire,external_lung,11,400,gene,28,0.0
degree_rewire,external_lung,11,400,gene,29,0.0
degree_rewire,external_lung,11,400,gene,30,0.0
degree_rewire,external_lung,11,400,gene,31,0.0
degree_rewire,external_lung,11,400,gene,32,0.0
degree_rewire,external_lung,11,400,gene,33,0.0
degree_rewire,external_lung,11,400,gene,34,0.0
degree_rewire,external_lung,11,400,gene,35,0.0
degree_rewire,external_lung,7,100,module,0,17.0
degree_rewire,external_lung,7,100,module,1,14.0
degree_rewire,external_lung,7,100,module,2,11.0
degree_rewire,external_lung,7,100,module,3,9.0
degree_rewire,external_lung,7,100,module,4,15.0
degree_rewire,external_lung,7,100,module,5,16.0
degree_rewire,external_lung,7,100,module,6,17.0
degree_rewire,external_lung,7,100,module,7,17.0
degree_rewire,external_lung,7,100,module,8,5.0
degree_rewire,external_lung,7,100,module,9,13.0
degree_rewire,external_lung,7,100,module,10,15.0
degree_rewire,external_lung,7,100,module,11,13.0
degree_rewire,external_lung,7,100,module,12,8.0
degree_rewire,external_lung,7,100,module,13,15.0
degree_rewire,external_lung,7,100,module,14,19.0
degree_rewire,external_lung,7,100,module,15,3.0
degree_rewire,external_lung,7,100,module,16,7.0
degree_rewire,external_lung,7,100,module,17,11.0
degree_rewire,external_lung,7,100,module,18,19.0
degree_rewire,external_lung,7,100,module,19,9.0
degree_rewire,external_lung,7,100,module,20,15.0
degree_rewire,external_lung,7,100,module,21,13.0
degree_rewire,external_lung,7,100,module,22,13.0
degree_rewire,external_lung,7,100,module,23,17.0
degree_rewire,external_lung,7,100,module,24,10.0
degree_rewire,external_lung,7,100,module,25,12.0
degree_rewire,external_lung,7,100,module,26,12.0
degree_rewire,external_lung,7,100,module,27,11.0
degree_rewire,external_lung,7,100,module,28,5.0
degree_rewire,external_lung,7,100,module,29,15.0
degree_rewire,external_lung,7,100,module,30,28.0
degree_rewire,external_lung,7,100,module,31,11.0
degree_rewire,external_lung,7,100,module,32,7.0
degree_rewire,external_lung,7,100,module,33,23.0
degree_rewire,external_lung,7,100,module,34,5.0
degree_rewire,external_lung,7,100,module,35,10.0
degree_rewire,external_lung,7,200,module,0,27.0
degree_rewire,external_lung,7,200,module,1,24.0
degree_rewire,external_lung,7,200,module,2,38.0
degree_rewire,external_lung,7,200,module,3,29.0
degree_rewire,external_lung,7,200,module,4,29.0
degree_rewire,external_lung,7,200,module,5,24.0
degree_rewire,external_lung,7,200,module,6,26.0
degree_rewire,external_lung,7,200,module,7,42.0
degree_rewire,external_lung,7,200,module,8,39.0
degree_rewire,external_lung,7,200,module,9,36.0
degree_rewire,external_lung,7,200,module,10,36.0
degree_rewire,external_lung,7,200,module,11,36.0
degree_rewire,external_lung,7,200,module,12,28.0
degree_rewire,external_lung,7,200,module,13,30.0
degree_rewire,external_lung,7,200,module,14,55.0
degree_rewire,external_lung,7,200,module,15,24.0
degree_rewire,external_lung,7,200,module,16,25.0
degree_rewire,external_lung,7,200,module,17,27.0
degree_rewire,external_lung,7,200,module,18,35.0
degree_rewire,external_lung,7,200,module,19,38.0
degree_rewire,external_lung,7,200,module,20,35.0
degree_rewire,external_lung,7,200,module,21,28.0
degree_rewire,external_lung,7,200,module,22,34.0
degree_rewire,external_lung,7,200,module,23,33.0
degree_rewire,external_lung,7,200,module,24,52.0
degree_rewire,external_lung,7,200,module,25,21.0
degree_rewire,external_lung,7,200,module,26,27.0
degree_rewire,external_lung,7,200,module,27,31.0
degree_rewire,external_lung,7,200,module,28,20.0
degree_rewire,external_lung,7,200,module,29,25.0
degree_rewire,external_lung,7,200,module,30,37.0
degree_rewire,external_lung,7,200,module,31,28.0
degree_rewire,external_lung,7,200,module,32,16.0
degree_rewire,external_lung,7,200,module,33,29.0
degree_rewire,external_lung,7,200,module,34,27.0
degree_rewire,external_lung,7,200,module,35,27.0
degree_rewire,external_lung,7,400,module,0,111.0
degree_rewire,external_lung,7,400,module,1,87.0
degree_rewire,external_lung,7,400,module,2,107.0
degree_rewire,external_lung,7,400,module,3,96.0
degree_rewire,external_lung,7,400,module,4,98.0
degree_rewire,external_lung,7,400,module,5,101.0
degree_rewire,external_lung,7,400,module,6,114.0
degree_rewire,external_lung,7,400,module,7,153.0
degree_rewire,external_lung,7,400,module,8,136.0
degree_rewire,external_lung,7,400,module,9,124.0
degree_rewire,external_lung,7,400,module,10,107.0
degree_rewire,external_lung,7,400,module,11,152.0
degree_rewire,external_lung,7,400,module,12,86.0
degree_rewire,external_lung,7,400,module,13,118.0
degree_rewire,external_lung,7,400,module,14,73.0
degree_rewire,external_lung,7,400,module,15,57.0
degree_rewire,external_lung,7,400,module,16,99.0
degree_rewire,external_lung,7,400,module,17,77.0
degree_rewire,external_lung,7,400,module,18,83.0
degree_rewire,external_lung,7,400,module,19,95.0
degree_rewire,external_lung,7,400,module,20,98.0
degree_rewire,external_lung,7,400,module,21,77.0
degree_rewire,external_lung,7,400,module,22,102.0
degree_rewire,external_lung,7,400,module,23,143.0
degree_rewire,external_lung,7,400,module,24,85.0
degree_rewire,external_lung,7,400,module,25,112.0
degree_rewire,external_lung,7,400,module,26,107.0
degree_rewire,external_lung,7,400,module,27,81.0
degree_rewire,external_lung,7,400,module,28,87.0
degree_rewire,external_lung,7,400,module,29,78.0
degree_rewire,external_lung,7,400,module,30,95.0
degree_rewire,external_lung,7,400,module,31,129.0
degree_rewire,external_lung,7,400,module,32,96.0
degree_rewire,external_lung,7,400,module,33,147.0
degree_rewire,external_lung,7,400,module,34,103.0
degree_rewire,external_lung,7,400,module,35,118.0
degree_rewire,external_lung,11,100,module,0,10.0
degree_rewire,external_lung,11,100,module,1,6.0
degree_rewire,external_lung,11,100,module,2,5.0
degree_rewire,external_lung,11,100,module,3,16.0
degree_rewire,external_lung,11,100,module,4,18.0
degree_rewire,external_lung,11,100,module,5,17.0
degree_rewire,external_lung,11,100,module,6,10.0
degree_rewire,external_lung,11,100,module,7,7.0
degree_rewire,external_lung,11,100,module,8,6.0
degree_rewire,external_lung,11,100,module,9,7.0
degree_rewire,external_lung,11,100,module,10,11.0
degree_rewire,external_lung,11,100,module,11,7.0
degree_rewire,external_lung,11,100,module,12,5.0
degree_rewire,external_lung,11,100,module,13,10.0
degree_rewire,external_lung,11,100,module,14,10.0
degree_rewire,external_lung,11,100,module,15,10.0
degree_rewire,external_lung,11,100,module,16,10.0
degree_rewire,external_lung,11,100,module,17,17.0
degree_rewire,external_lung,11,100,module,18,10.0
degree_rewire,external_lung,11,100,module,19,11.0
degree_rewire,external_lung,11,100,module,20,14.0
degree_rewire,external_lung,11,100,module,21,15.0
degree_rewire,external_lung,11,100,module,22,15.0
degree_rewire,external_lung,11,100,module,23,9.0
degree_rewire,external_lung,11,100,module,24,15.0
degree_rewire,external_lung,11,100,module,25,11.0
degree_rewire,external_lung,11,100,module,26,6.0
degree_rewire,external_lung,11,100,module,27,10.0
degree_rewire,external_lung,11,100,module,28,11.0
degree_rewire,external_lung,11,100,module,29,13.0
degree_rewire,external_lung,11,100,module,30,10.0
degree_rewire,external_lung,11,100,module,31,9.0
degree_rewire,external_lung,11,100,module,32,9.0
degree_rewire,external_lung,11,100,module,33,7.0
degree_rewire,external_lung,11,100,module,34,7.0
degree_rewire,external_lung,11,100,module,35,10.0
degree_rewire,external_lung,11,200,module,0,30.0
degree_rewire,external_lung,11,200,module,1,32.0
degree_rewire,external_lung,11,200,module,2,31.0
degree_rewire,external_lung,11,200,module,3,34.0
degree_rewire,external_lung,11,200,module,4,18.0
degree_rewire,external_lung,11,200,module,5,19.0
degree_rewire,external_lung,11,200,module,6,23.0
degree_rewire,external_lung,11,200,module,7,10.0
degree_rewire,external_lung,11,200,module,8,21.0
degree_rewire,external_lung,11,200,module,9,33.0
degree_rewire,external_lung,11,200,module,10,16.0
degree_rewire,external_lung,11,200,module,11,43.0
degree_rewire,external_lung,11,200,module,12,18.0
degree_rewire,external_lung,11,200,module,13,27.0
degree_rewire,external_lung,11,200,module,14,18.0
degree_rewire,external_lung,11,200,module,15,34.0
degree_rewire,external_lung,11,200,module,16,15.0
degree_rewire,external_lung,11,200,module,17,24.0
degree_rewire,external_lung,11,200,module,18,32.0
degree_rewire,external_lung,11,200,module,19,19.0
degree_rewire,external_lung,11,200,module,20,44.0
degree_rewire,external_lung,11,200,module,21,29.0
degree_rewire,external_lung,11,200,module,22,46.0
degree_rewire,external_lung,11,200,module,23,10.0
degree_rewire,external_lung,11,200,module,24,22.0
degree_rewire,external_lung,11,200,module,25,42.0
degree_rewire,external_lung,11,200,module,26,26.0
degree_rewire,external_lung,11,200,module,27,44.0
degree_rewire,external_lung,11,200,module,28,17.0
degree_rewire,external_lung,11,200,module,29,30.0
degree_rewire,external_lung,11,200,module,30,33.0
degree_rewire,external_lung,11,200,module,31,26.0
degree_rewire,external_lung,11,200,module,32,15.0
degree_rewire,external_lung,11,200,module,33,33.0
degree_rewire,external_lung,11,200,module,34,13.0
degree_rewire,external_lung,11,200,module,35,46.0
degree_rewire,external_lung,11,400,module,0,119.0
degree_rewire,external_lung,11,400,module,1,88.0
degree_rewire,external_lung,11,400,module,2,95.0
degree_rewire,external_lung,11,400,module,3,106.0
degree_rewire,external_lung,11,400,module,4,96.0
degree_rewire,external_lung,11,400,module,5,92.0
degree_rewire,external_lung,11,400,module,6,86.0
degree_rewire,external_lung,11,400,module,7,59.0
degree_rewire,external_lung,11,400,module,8,117.0
degree_rewire,external_lung,11,400,module,9,76.0
degree_rewire,external_lung,11,400,module,10,80.0
degree_rewire,external_lung,11,400,module,11,119.0
degree_rewire,external_lung,11,400,module,12,82.0
degree_rewire,external_lung,11,400,module,13,92.0
degree_rewire,external_lung,11,400,module,14,95.0
degree_rewire,external_lung,11,400,module,15,111.0
degree_rewire,external_lung,11,400,module,16,78.0
degree_rewire,external_lung,11,400,module,17,107.0
degree_rewire,external_lung,11,400,module,18,57.0
degree_rewire,external_lung,11,400,module,19,120.0
degree_rewire,external_lung,11,400,module,20,117.0
degree_rewire,external_lung,11,400,module,21,76.0
degree_rewire,external_lung,11,400,module,22,124.0
degree_rewire,external_lung,11,400,module,23,118.0
degree_rewire,external_lung,11,400,module,24,83.0
degree_rewire,external_lung,11,400,module,25,104.0
degree_rewire,external_lung,11,400,module,26,83.0
degree_rewire,external_lung,11,400,module,27,104.0
degree_rewire,external_lung,11,400,module,28,108.0
degree_rewire,external_lung,11,400,module,29,95.0
degree_rewire,external_lung,11,400,module,30,56.0
degree_rewire,external_lung,11,400,module,31,98.0
degree_rewire,external_lung,11,400,module,32,126.0
degree_rewire,external_lung,11,400,module,33,144.0
degree_rewire,external_lung,11,400,module,34,108.0
degree_rewire,external_lung,11,400,module,35,118.0
degree_rewire,immune,7,100,gene,0,0.0
degree_rewire,immune,7,100,gene,1,0.0
degree_rewire,immune,7,100,gene,2,0.0
degree_rewire,immune,7,100,gene,3,0.0
degree_rewire,immune,7,100,gene,4,0.0
degree_rewire,immune,7,100,gene,5,0.0
degree_rewire,immune,7,100,gene,6,0.0
degree_rewire,immune,7,100,gene,7,0.0
degree_rewire,immune,7,100,gene,8,0.0
degree_rewire,immune,7,100,gene,9,0.0
degree_rewire,immune,7,100,gene,10,0.0
degree_rewire,immune,7,100,gene,11,0.0
degree_rewire,immune,7,100,gene,12,0.0
degree_rewire,immune,7,100,gene,13,0.0
degree_rewire,immune,7,100,gene,14,0.0
degree_rewire,immune,7,100,gene,15,0.0
degree_rewire,immune,7,100,gene,16,0.0
degree_rewire,immune,7,100,gene,17,0.0
degree_rewire,immune,7,100,gene,18,0.0
degree_rewire,immune,7,100,gene,19,0.0
degree_rewire,immune,7,100,gene,20,0.0
degree_rewire,immune,7,100,gene,21,0.0
degree_rewire,immune,7,100,gene,22,0.0
degree_rewire,immune,7,100,gene,23,0.0
degree_rewire,immune,7,100,gene,24,0.0
degree_rewire,immune,7,100,gene,25,0.0
degree_rewire,immune,7,100,gene,26,0.0
degree_rewire,immune,7,100,gene,27,0.0
degree_rewire,immune,7,100,gene,28,0.0
degree_rewire,immune,7,100,gene,29,0.0
degree_rewire,immune,7,100,gene,30,0.0
degree_rewire,immune,7,100,gene,31,0.0
degree_rewire,immune,7,100,gene,32,0.0
degree_rewire,immune,7,100,gene,33,0.0
degree_rewire,immune,7,100,gene,34,0.0
degree_rewire,immune,7,100,gene,35,0.0
degree_rewire,immune,7,200,gene,0,0.0
degree_rewire,immune,7,200,gene,1,0.0
degree_rewire,immune,7,200,gene,2,0.0
degree_rewire,immune,7,200,gene,3,0.0
degree_rewire,immune,7,200,gene,4,0.0
degree_rewire,immune,7,200,gene,5,0.0
degree_rewire,immune,7,200,gene,6,0.0
degree_rewire,immune,7,200,gene,7,0.0
degree_rewire,immune,7,200,gene,8,0.0
degree_rewire,immune,7,200,gene,9,0.0
degree_rewire,immune,7,200,gene,10,0.0
degree_rewire,immune,7,200,gene,11,0.0
degree_rewire,immune,7,200,gene,12,0.0
degree_rewire,immune,7,200,gene,13,0.0
degree_rewire,immune,7,200,gene,14,0.0
degree_rewire,immune,7,200,gene,15,0.0
degree_rewire,immune,7,200,gene,16,0.0
degree_rewire,immune,7,200,gene,17,0.0
degree_rewire,immune,7,200,gene,18,0.0
degree_rewire,immune,7,200,gene,19,0.0
degree_rewire,immune,7,200,gene,20,0.0
degree_rewire,immune,7,200,gene,21,0.0
degree_rewire,immune,7,200,gene,22,1.0
degree_rewire,immune,7,200,gene,23,0.0
degree_rewire,immune,7,200,gene,24,0.0
degree_rewire,immune,7,200,gene,25,0.0
degree_rewire,immune,7,200,gene,26,0.0
degree_rewire,immune,7,200,gene,27,0.0
degree_rewire,immune,7,200,gene,28,0.0
degree_rewire,immune,7,200,gene,29,1.0
degree_rewire,immune,7,200,gene,30,0.0
degree_rewire,immune,7,200,gene,31,0.0
degree_rewire,immune,7,200,gene,32,0.0
degree_rewire,immune,7,200,gene,33,0.0
degree_rewire,immune,7,200,gene,34,0.0
degree_rewire,immune,7,200,gene,35,0.0
degree_rewire,immune,7,400,gene,0,0.0
degree_rewire,immune,7,400,gene,1,4.0
degree_rewire,immune,7,400,gene,2,1.0
degree_rewire,immune,7,400,gene,3,0.0
degree_rewire,immune,7,400,gene,4,0.0
degree_rewire,immune,7,400,gene,5,4.0
degree_rewire,immune,7,400,gene,6,3.0
degree_rewire,immune,7,400,gene,7,0.0
degree_rewire,immune,7,400,gene,8,1.0
degree_rewire,immune,7,400,gene,9,0.0
degree_rewire,immune,7,400,gene,10,1.0
degree_rewire,immune,7,400,gene,11,2.0
degree_rewire,immune,7,400,gene,12,0.0
degree_rewire,immune,7,400,gene,13,2.0
degree_rewire,immune,7,400,gene,14,5.0
degree_rewire,immune,7,400,gene,15,3.0
degree_rewire,immune,7,400,gene,16,1.0
degree_rewire,immune,7,400,gene,17,3.0
degree_rewire,immune,7,400,gene,18,3.0
degree_rewire,immune,7,400,gene,19,0.0
degree_rewire,immune,7,400,gene,20,5.0
degree_rewire,immune,7,400,gene,21,1.0
degree_rewire,immune,7,400,gene,22,0.0
degree_rewire,immune,7,400,gene,23,0.0
degree_rewire,immune,7,400,gene,24,1.0
degree_rewire,immune,7,400,gene,25,1.0
degree_rewire,immune,7,400,gene,26,4.0
degree_rewire,immune,7,400,gene,27,1.0
degree_rewire,immune,7,400,gene,28,1.0
degree_rewire,immune,7,400,gene,29,3.0
degree_rewire,immune,7,400,gene,30,0.0
degree_rewire,immune,7,400,gene,31,0.0
degree_rewire,immune,7,400,gene,32,0.0
degree_rewire,immune,7,400,gene,33,5.0
degree_rewire,immune,7,400,gene,34,2.0
degree_rewire,immune,7,400,gene,35,0.0
degree_rewire,immune,11,100,gene,0,0.0
degree_rewire,immune,11,100,gene,1,0.0
degree_rewire,immune,11,100,gene,2,0.0
degree_rewire,immune,11,100,gene,3,0.0
degree_rewire,immune,11,100,gene,4,0.0
degree_rewire,immune,11,100,gene,5,0.0
degree_rewire,immune,11,100,gene,6,0.0
degree_rewire,immune,11,100,gene,7,0.0
degree_rewire,immune,11,100,gene,8,0.0
degree_rewire,immune,11,100,gene,9,0.0
degree_rewire,immune,11,100,gene,10,0.0
degree_rewire,immune,11,100,gene,11,0.0
degree_rewire,immune,11,100,gene,12,0.0
degree_rewire,immune,11,100,gene,13,0.0
degree_rewire,immune,11,100,gene,14,0.0
degree_rewire,immune,11,100,gene,15,0.0
degree_rewire,immune,11,100,gene,16,0.0
degree_rewire,immune,11,100,gene,17,0.0
degree_rewire,immune,11,100,gene,18,0.0
degree_rewire,immune,11,100,gene,19,0.0
degree_rewire,immune,11,100,gene,20,0.0
degree_rewire,immune,11,100,gene,21,0.0
degree_rewire,immune,11,100,gene,22,0.0
degree_rewire,immune,11,100,gene,23,0.0
degree_rewire,immune,11,100,gene,24,0.0
degree_rewire,immune,11,100,gene,25,0.0
degree_rewire,immune,11,100,gene,26,0.0
degree_rewire,immune,11,100,gene,27,0.0
degree_rewire,immune,11,100,gene,28,0.0
degree_rewire,immune,11,100,gene,29,0.0
degree_rewire,immune,11,100,gene,30,0.0
degree_rewire,immune,11,100,gene,31,0.0
degree_rewire,immune,11,100,gene,32,0.0
degree_rewire,immune,11,100,gene,33,0.0
degree_rewire,immune,11,100,gene,34,0.0
degree_rewire,immune,11,100,gene,35,0.0
degree_rewire,immune,11,200,gene,0,0.0
