domain,seed_tag,split_regime,layer,perm_idx,null_auc_thinness
external_lung,seed42_main,source_disjoint,7,49,0.48134717437854957
external_lung,seed42_main,source_disjoint,7,50,0.48040064550166034
external_lung,seed42_main,source_disjoint,7,51,0.4957235515004811
external_lung,seed42_main,source_disjoint,7,52,0.4917031313037271
external_lung,seed42_main,source_disjoint,7,53,0.47446854731092697
external_lung,seed42_main,source_disjoint,7,54,0.5011932470595537
external_lung,seed42_main,source_disjoint,7,55,0.4849750178443969
external_lung,seed42_main,source_disjoint,7,56,0.48390745740620056
external_lung,seed42_main,source_disjoint,7,57,0.48134562269186604
external_lung,seed42_main,source_disjoint,7,58,0.4755205908822891
external_lung,seed42_main,source_disjoint,7,59,0.49313378642584493
external_lung,seed42_main,source_disjoint,7,60,0.47939204915743416
external_lung,seed42_main,source_disjoint,7,61,0.48242249325016284
external_lung,seed42_main,source_disjoint,7,62,0.48455295906650525
external_lung,seed42_main,source_disjoint,7,63,0.49828228284144865
external_lung,seed42_main,source_disjoint,7,64,0.4634251931849921
external_lung,seed42_main,source_disjoint,7,65,0.48933836079818765
external_lung,seed42_main,source_disjoint,7,66,0.468745926822456
external_lung,seed42_main,source_disjoint,7,67,0.4782158706513981
external_lung,seed42_main,source_disjoint,7,68,0.46678924991465726
external_lung,seed42_main,source_disjoint,7,69,0.49533718151630823
external_lung,seed42_main,source_disjoint,7,70,0.4802330633398505
external_lung,seed42_main,source_disjoint,7,71,0.49011730751326693
external_lung,seed42_main,source_disjoint,7,72,0.4735778791546411
external_lung,seed42_main,source_disjoint,7,73,0.4915805480557366
external_lung,seed42_main,source_disjoint,7,74,0.4589408186698942
external_lung,seed42_main,source_disjoint,7,75,0.4843962387114794
external_lung,seed42_main,source_disjoint,7,76,0.48029357912050397
external_lung,seed42_main,source_disjoint,7,77,0.47195791825714556
external_lung,seed42_main,source_disjoint,7,78,0.46449430530987185
external_lung,seed42_main,source_disjoint,7,79,0.46619185054153867
external_lung,seed42_main,source_disjoint,7,80,0.4731527170033827
external_lung,seed42_main,source_disjoint,7,81,0.5126555565900134
external_lung,seed42_main,source_disjoint,7,82,0.4835428110355957
external_lung,seed42_main,source_disjoint,7,83,0.4863389504391273
external_lung,seed42_main,source_disjoint,7,84,0.4689662663315023
external_lung,seed42_main,source_disjoint,7,85,0.48002513732427143
external_lung,seed42_main,source_disjoint,7,86,0.47642677590540916
external_lung,seed42_main,source_disjoint,7,87,0.4847438165285665
external_lung,seed42_main,source_disjoint,7,88,0.4811020078825683
external_lung,seed42_main,source_disjoint,7,89,0.46506532600937217
external_lung,seed42_main,source_disjoint,7,90,0.4954752816311331
external_lung,seed42_main,source_disjoint,7,91,0.47466095645967166
external_lung,seed42_main,source_disjoint,7,92,0.49572199981379755
external_lung,seed42_main,source_disjoint,7,93,0.49108400831704063
external_lung,seed42_main,source_disjoint,7,94,0.4888681997331099
external_lung,seed42_main,source_disjoint,7,95,0.4981364242932067
external_lung,seed42_main,source_disjoint,7,96,0.4893119821245694
external_lung,seed42_main,source_disjoint,7,97,0.4789374049591906
external_lung,seed42_main,source_disjoint,7,98,0.47156689321292244
external_lung,seed42_main,source_disjoint,7,99,0.475491108835304
external_lung,seed42_main,source_disjoint,7,100,0.47975359215467206
external_lung,seed42_main,source_disjoint,7,101,0.47957669987276164
external_lung,seed42_main,source_disjoint,7,102,0.48930267200446886
external_lung,seed42_main,source_disjoint,7,103,0.4917046829904106
external_lung,seed42_main,source_disjoint,7,104,0.46591720199857245
external_lung,seed42_main,source_disjoint,7,105,0.503966111162834
external_lung,seed42_main,source_disjoint,7,106,0.493627222791174
external_lung,seed42_main,source_disjoint,7,107,0.4859153399745524
external_lung,seed42_main,source_disjoint,7,108,0.49219036092232255
external_lung,seed42_main,source_disjoint,7,109,0.4978772926170747
external_lung,seed42_main,source_disjoint,7,110,0.4693464295689414
external_lung,seed42_main,source_disjoint,7,111,0.49598423486329646
external_lung,seed42_main,source_disjoint,7,112,0.5058017565093256
external_lung,seed42_main,source_disjoint,7,113,0.5079011885919995
external_lung,seed42_main,source_disjoint,7,114,0.48824597337305653
external_lung,seed42_main,source_disjoint,7,115,0.49968811097663157
external_lung,seed42_main,source_disjoint,7,116,0.47840983148682625
external_lung,seed42_main,source_disjoint,7,117,0.5012413493467399
external_lung,seed42_main,source_disjoint,7,118,0.4779691524687335
external_lung,seed42_main,source_disjoint,7,119,0.49369549700524473
external_lung,seed42_main,source_disjoint,7,120,0.46975762654004904
external_lung,seed42_main,source_disjoint,7,121,0.5111038699065884
external_lung,seed42_main,source_disjoint,7,122,0.4861263693634981
external_lung,seed42_main,source_disjoint,7,123,0.4828461037147379
external_lung,seed42_main,source_disjoint,7,124,0.4711696614219657
external_lung,seed42_main,source_disjoint,7,125,0.49819538838717686
external_lung,seed42_main,source_disjoint,7,126,0.4931198212456941
external_lung,seed42_main,source_disjoint,7,127,0.4940011792818794
