domain,seed_tag,split_regime,layer,null_type,perm_idx,delta_best_diffusion_minus_baseline
external_lung,seed42_main,source_disjoint,3,coexpression_degree_matched_label,34,0.025698256377139184
external_lung,seed42_main,source_disjoint,3,coexpression_degree_matched_label,35,0.012927833387148868
external_lung,seed42_main,source_disjoint,3,coexpression_degree_matched_label,36,0.03107442686470785
external_lung,seed42_main,source_disjoint,3,coexpression_degree_matched_label,37,0.030709826714024446
external_lung,seed42_main,source_disjoint,3,coexpression_degree_matched_label,38,0.02244645355720598
external_lung,seed42_main,source_disjoint,3,coexpression_degree_matched_label,39,0.01801609084059841
external_lung,seed42_main,source_disjoint,3,coexpression_degree_matched_label,40,0.014153481864169537
external_lung,seed42_main,source_disjoint,3,coexpression_degree_matched_label,41,0.01667204821870627
external_lung,seed42_main,source_disjoint,3,coexpression_degree_matched_label,42,0.03078247766655917
external_lung,seed42_main,source_disjoint,3,coexpression_degree_matched_label,43,0.019329189538262903
external_lung,seed42_main,source_disjoint,3,coexpression_degree_matched_label,44,0.011554192229038973
external_lung,seed42_main,source_disjoint,3,coexpression_degree_matched_label,45,0.01884484985469803
external_lung,seed42_main,source_disjoint,3,coexpression_degree_matched_label,46,0.015656280271230227
external_lung,seed42_main,source_disjoint,3,coexpression_degree_matched_label,47,0.024795501022494948
external_lung,seed42_main,source_disjoint,3,coexpression_degree_matched_label,48,0.028702507803250343
external_lung,seed42_main,source_disjoint,3,coexpression_degree_matched_label,49,0.044479872995371816
external_lung,seed42_main,source_disjoint,3,coexpression_degree_matched_label,50,0.029496286729092547
external_lung,seed42_main,source_disjoint,3,coexpression_degree_matched_label,51,0.02025212571305568
external_lung,seed42_main,source_disjoint,3,coexpression_degree_matched_label,52,0.016712409859003463
external_lung,seed42_main,source_disjoint,3,coexpression_degree_matched_label,53,0.014115810999892453
external_lung,seed42_main,source_disjoint,3,coexpression_degree_matched_label,54,0.02241954579700789
external_lung,seed42_main,source_disjoint,3,coexpression_degree_matched_label,55,0.009638359702938137
external_lung,seed42_main,source_disjoint,3,coexpression_degree_matched_label,56,0.034565708750403656
external_lung,seed42_main,source_disjoint,3,coexpression_degree_matched_label,57,0.015116779679259507
external_lung,seed42_main,source_disjoint,3,coexpression_degree_matched_label,58,0.026084382735981126
external_lung,seed42_main,source_disjoint,3,coexpression_degree_matched_label,59,0.0058551286190937635
external_lung,seed42_main,source_disjoint,3,coexpression_degree_matched_label,60,0.028503390377784932
external_lung,seed42_main,source_disjoint,3,coexpression_degree_matched_label,61,0.033798837584759434
external_lung,seed42_main,source_disjoint,3,coexpression_degree_matched_label,62,0.032240878269292894
external_lung,seed42_main,source_disjoint,3,coexpression_degree_matched_label,63,0.022449144333225757
external_lung,seed42_main,source_disjoint,3,coexpression_degree_matched_label,64,0.002159347755892882
external_lung,seed42_main,source_disjoint,3,coexpression_degree_matched_label,65,0.017312452911419696
external_lung,seed42_main,source_disjoint,3,coexpression_degree_matched_label,66,0.018725110321816785
external_lung,seed42_main,source_disjoint,3,coexpression_degree_matched_label,67,0.030682918953826244
external_lung,seed42_main,source_disjoint,3,coexpression_degree_matched_label,68,0.02799079754601219
external_lung,seed42_main,source_disjoint,3,coexpression_degree_matched_label,69,0.03733048111075232
external_lung,seed42_main,source_disjoint,3,coexpression_degree_matched_label,70,0.015587665482725277
external_lung,seed42_main,source_disjoint,3,coexpression_degree_matched_label,71,0.020440480034441988
external_lung,seed42_main,source_disjoint,3,coexpression_degree_matched_label,72,0.034580508018512646
external_lung,seed42_main,source_disjoint,3,coexpression_degree_matched_label,73,0.020297868905392202
external_lung,seed42_main,source_disjoint,3,coexpression_degree_matched_label,74,0.016992250565062927
external_lung,seed42_main,source_disjoint,3,coexpression_degree_matched_label,75,0.03441906145732421
external_lung,seed42_main,source_disjoint,3,coexpression_degree_matched_label,76,0.014508664298783724
external_lung,seed42_main,source_disjoint,3,coexpression_degree_matched_label,77,0.01686578409213202
external_lung,seed42_main,source_disjoint,3,coexpression_degree_matched_label,78,0.038706813044882105
external_lung,seed42_main,source_disjoint,3,coexpression_degree_matched_label,79,0.017089118501775857
external_lung,seed42_main,source_disjoint,3,coexpression_degree_matched_label,80,0.02150468195027444
external_lung,seed42_main,source_disjoint,3,coexpression_degree_matched_label,81,0.015540576902378533
external_lung,seed42_main,source_disjoint,3,coexpression_degree_matched_label,82,0.016599397266171656
external_lung,seed42_main,source_disjoint,3,coexpression_degree_matched_label,83,0.018273059950489667
external_lung,seed42_main,source_disjoint,3,coexpression_degree_matched_label,84,0.023903508771929705
external_lung,seed42_main,source_disjoint,3,coexpression_degree_matched_label,85,0.025343073942525107
external_lung,seed42_main,source_disjoint,3,coexpression_degree_matched_label,86,0.02393579808416746
external_lung,seed42_main,source_disjoint,3,coexpression_degree_matched_label,87,0.005171671510063591
external_lung,seed42_main,source_disjoint,3,coexpression_degree_matched_label,88,0.037833656226455736
external_lung,seed42_main,source_disjoint,3,coexpression_degree_matched_label,89,0.022096652674631234
external_lung,seed42_main,source_disjoint,3,coexpression_degree_matched_label,90,0.023115111398127164
external_lung,seed42_main,source_disjoint,3,coexpression_degree_matched_label,91,0.023646539662038668
external_lung,seed42_main,source_disjoint,3,coexpression_degree_matched_label,92,0.03829377892584218
external_lung,seed42_main,source_disjoint,3,coexpression_degree_matched_label,93,0.021191206543967334
external_lung,seed42_main,source_disjoint,3,coexpression_degree_matched_label,94,0.0014220751264665266
