null_kind,domain,split_regime,perm_idx,null_delta_auc
label_shuffle_within_geodesic_bins,external_lung,target_disjoint,18,-0.0006234982815779277
label_shuffle_within_geodesic_bins,external_lung,target_disjoint,19,0.008980982216177935
label_shuffle_within_geodesic_bins,external_lung,target_disjoint,20,0.004892397665900439
label_shuffle_within_geodesic_bins,external_lung,target_disjoint,21,-0.013438886306065934
label_shuffle_within_geodesic_bins,external_lung,target_disjoint,22,-0.0034520514614191367
label_shuffle_within_geodesic_bins,external_lung,target_disjoint,23,-0.0030849043896885586
label_shuffle_within_geodesic_bins,external_lung,target_disjoint,24,0.004049480128436311
label_shuffle_within_geodesic_bins,external_lung,target_disjoint,25,-0.01262638331892274
label_shuffle_within_geodesic_bins,external_lung,target_disjoint,26,-0.0015294173875639583
label_shuffle_within_geodesic_bins,external_lung,target_disjoint,27,0.010427845824299564
label_shuffle_within_geodesic_bins,external_lung,target_disjoint,28,-0.00477291193249707
label_shuffle_within_geodesic_bins,external_lung,target_disjoint,29,-0.01704952792272968
label_shuffle_within_geodesic_bins,external_lung,target_disjoint,30,-0.0005018400802945244
label_shuffle_within_geodesic_bins,external_lung,target_disjoint,31,0.006491334025626516
label_shuffle_within_geodesic_bins,immune,source_disjoint,0,-0.02724988312295462
label_shuffle_within_geodesic_bins,immune,source_disjoint,1,-0.012938288920056107
label_shuffle_within_geodesic_bins,immune,source_disjoint,2,-0.018758765778401187
label_shuffle_within_geodesic_bins,immune,source_disjoint,3,-0.014586255259466996
label_shuffle_within_geodesic_bins,immune,source_disjoint,4,-0.009881954184198127
label_shuffle_within_geodesic_bins,immune,source_disjoint,5,-0.025759700794763862
label_shuffle_within_geodesic_bins,immune,source_disjoint,6,-0.03557152875175318
label_shuffle_within_geodesic_bins,immune,source_disjoint,7,-0.02220079476390835
label_shuffle_within_geodesic_bins,immune,source_disjoint,8,-0.014913510986442224
label_shuffle_within_geodesic_bins,immune,source_disjoint,9,-0.016006311360448833
label_shuffle_within_geodesic_bins,immune,source_disjoint,10,-0.01072346891070608
label_shuffle_within_geodesic_bins,immune,source_disjoint,11,-0.007784011220196341
label_shuffle_within_geodesic_bins,immune,source_disjoint,12,-0.012505843852267495
label_shuffle_within_geodesic_bins,immune,source_disjoint,13,-0.011754908835904576
label_shuffle_within_geodesic_bins,immune,source_disjoint,14,-0.012266245909303364
label_shuffle_within_geodesic_bins,immune,source_disjoint,15,-0.01196236559139785
label_shuffle_within_geodesic_bins,immune,source_disjoint,16,-0.01699684431977566
label_shuffle_within_geodesic_bins,immune,source_disjoint,17,-0.0218852267414682
label_shuffle_within_geodesic_bins,immune,source_disjoint,18,-0.03134057971014492
label_shuffle_within_geodesic_bins,immune,source_disjoint,19,-0.02737844787283783
label_shuffle_within_geodesic_bins,immune,source_disjoint,20,-0.01687412342215988
label_shuffle_within_geodesic_bins,immune,source_disjoint,21,-0.018127629733520223
label_shuffle_within_geodesic_bins,immune,source_disjoint,22,-0.02152290790088829
label_shuffle_within_geodesic_bins,immune,source_disjoint,23,-0.01709911173445533
label_shuffle_within_geodesic_bins,immune,source_disjoint,24,-0.009128097241701716
label_shuffle_within_geodesic_bins,immune,source_disjoint,25,-0.00497896213183735
label_shuffle_within_geodesic_bins,immune,source_disjoint,26,-0.02481299672744275
label_shuffle_within_geodesic_bins,immune,source_disjoint,27,-0.0068226975222066555
label_shuffle_within_geodesic_bins,immune,source_disjoint,28,-0.021397265077138905
label_shuffle_within_geodesic_bins,immune,source_disjoint,29,-0.01661991584852729
label_shuffle_within_geodesic_bins,immune,source_disjoint,30,-0.024550023375409014
label_shuffle_within_geodesic_bins,immune,source_disjoint,31,-0.01240649836372143
label_shuffle_within_geodesic_bins,immune,target_disjoint,0,-0.011409789117417302
label_shuffle_within_geodesic_bins,immune,target_disjoint,1,-0.00894949231970843
label_shuffle_within_geodesic_bins,immune,target_disjoint,2,-0.017050681246203236
label_shuffle_within_geodesic_bins,immune,target_disjoint,3,-0.004569122624316635
label_shuffle_within_geodesic_bins,immune,target_disjoint,4,-0.0005098498654864114
label_shuffle_within_geodesic_bins,immune,target_disjoint,5,-0.012987069339581603
label_shuffle_within_geodesic_bins,immune,target_disjoint,6,-0.004267551852816243
label_shuffle_within_geodesic_bins,immune,target_disjoint,7,-0.0059836848043044455
label_shuffle_within_geodesic_bins,immune,target_disjoint,8,-0.014989586045300762
label_shuffle_within_geodesic_bins,immune,target_disjoint,9,-0.017143972923717832
label_shuffle_within_geodesic_bins,immune,target_disjoint,10,-0.018888310335850034
label_shuffle_within_geodesic_bins,immune,target_disjoint,11,-0.007582660765425797
label_shuffle_within_geodesic_bins,immune,target_disjoint,12,-0.007357025080274249
label_shuffle_within_geodesic_bins,immune,target_disjoint,13,-0.009381237524950126
label_shuffle_within_geodesic_bins,immune,target_disjoint,14,-0.018680031241864126
label_shuffle_within_geodesic_bins,immune,target_disjoint,15,-0.023344615117590894
label_shuffle_within_geodesic_bins,immune,target_disjoint,16,-0.009945326737828775
label_shuffle_within_geodesic_bins,immune,target_disjoint,17,-0.017213399288379838
label_shuffle_within_geodesic_bins,immune,target_disjoint,18,-0.020311550811420553
label_shuffle_within_geodesic_bins,immune,target_disjoint,19,-0.021398507333159733
label_shuffle_within_geodesic_bins,immune,target_disjoint,20,-0.030868697387833044
label_shuffle_within_geodesic_bins,immune,target_disjoint,21,-0.017469409008070813
label_shuffle_within_geodesic_bins,immune,target_disjoint,22,-0.01590731580317628
label_shuffle_within_geodesic_bins,immune,target_disjoint,23,-0.01915299835112383
label_shuffle_within_geodesic_bins,immune,target_disjoint,24,-0.006356851514362605
label_shuffle_within_geodesic_bins,immune,target_disjoint,25,-0.018736440163152013
label_shuffle_within_geodesic_bins,immune,target_disjoint,26,-0.019942723249153804
label_shuffle_within_geodesic_bins,immune,target_disjoint,27,-0.022403020046862676
label_shuffle_within_geodesic_bins,immune,target_disjoint,28,-0.01753015707715
label_shuffle_within_geodesic_bins,immune,target_disjoint,29,-0.018732101015360603
label_shuffle_within_geodesic_bins,immune,target_disjoint,30,-0.006519569556539095
label_shuffle_within_geodesic_bins,immune,target_disjoint,31,-0.015304174260175274
label_shuffle_within_geodesic_bins,lung,source_disjoint,0,-0.0015292061571553495
label_shuffle_within_geodesic_bins,lung,source_disjoint,1,-0.0009410499428648134
label_shuffle_within_geodesic_bins,lung,source_disjoint,2,0.005142165759225659
label_shuffle_within_geodesic_bins,lung,source_disjoint,3,0.0021341668347112375
label_shuffle_within_geodesic_bins,lung,source_disjoint,4,-0.010191906970491216
label_shuffle_within_geodesic_bins,lung,source_disjoint,5,0.004049875646971901
label_shuffle_within_geodesic_bins,lung,source_disjoint,6,0.004915305505142187
label_shuffle_within_geodesic_bins,lung,source_disjoint,7,0.0013611615245009423
label_shuffle_within_geodesic_bins,lung,source_disjoint,8,-0.0017980775694024231
label_shuffle_within_geodesic_bins,lung,source_disjoint,9,0.008410633864354367
label_shuffle_within_geodesic_bins,lung,source_disjoint,10,-0.008620689655172487
label_shuffle_within_geodesic_bins,lung,source_disjoint,11,-0.0029239766081871066
label_shuffle_within_geodesic_bins,lung,source_disjoint,12,0.008990387847012116
label_shuffle_within_geodesic_bins,lung,source_disjoint,13,0.002596289574510968
