hypothesis_id,domain,seed_tag,split_regime,layer,n_edges_eval,n_positive_eval,auc_h70,auc_semantic_hardening_model,delta_vs_h70,q95_null_delta_auc,null_gap_q95,p_tf_sign_upper,p_motif_decoy_upper,p_string_bin_upper,p_go_semantic_upper,p_label_upper,p_best_upper,motif_coverage,string_conf_mean,same_community_rate,go_semantic_mean,go_anchor_semantic_mean
H130,immune,seed43,dual_axis_disjoint,11,240,60,0.8257407407407408,0.9391666666666666,0.11342592592592582,0.11624305555555549,-0.0028171296296296694,0.04,0.04,0.04,0.04,0.36,0.04,0.13333333333333333,0.21124166666666663,0.17916666666666667,0.03908569914718656,0.1448313005470359
H130,immune,seed43,source_disjoint,11,240,59,0.8294784155819833,0.9541155538908137,0.12463713830883039,0.1499250866185973,-0.02528794830976691,0.04,0.04,0.6,0.88,0.2,0.04,0.175,0.22210833333333332,0.18333333333333332,0.046047723125754676,0.17135030216133854
H130,immune,seed43,target_disjoint,11,240,58,0.8671845395983326,0.9515915119363394,0.08440697233800676,0.09826165214096254,-0.01385467980295578,0.04,0.04,0.36,0.76,0.12,0.04,0.1625,0.20126666666666668,0.22916666666666666,0.04211815342638291,0.1611076109559114
H130,lung,seed43,dual_axis_disjoint,11,196,163,0.6995724112288529,0.9051868377021752,0.2056144264733223,0.21346904629113223,-0.007854619817809938,0.04,0.04,0.52,0.84,0.04,0.04,0.5357142857142857,0.500280612244898,0.5051020408163265,0.06227424611709775,0.2822049692818489
H130,lung,seed43,source_disjoint,11,240,108,0.7590488215488215,0.9356762065095398,0.17662738496071828,0.17888257575757585,-0.00225519079685757,0.04,0.04,0.44,0.44,0.04,0.04,0.2916666666666667,0.2752083333333334,0.4125,0.092864868265043,0.2972355943028246
H130,lung,seed43,target_disjoint,11,240,142,0.8268539810290313,0.9378054038516814,0.11095142282265014,0.11221256108077032,-0.0012611382581201869,0.04,0.04,0.16,0.28,0.04,0.04,0.32916666666666666,0.3655208333333333,0.325,0.08938057664214062,0.29928628876929475
H130,external_lung,seed44,dual_axis_disjoint,11,240,195,0.792022792022792,0.9194301994301993,0.1274074074074073,0.12832478632478633,-0.0009173789173790303,0.04,0.04,0.12,0.32,0.08,0.04,0.4791666666666667,0.49319999999999997,0.275,0.057202124303532643,0.2453196743199462
H130,external_lung,seed44,source_disjoint,11,240,101,0.8080347603105634,0.9335422750908184,0.12550751478025501,0.13600327658665143,-0.010495761806396414,0.04,0.04,0.68,0.88,0.04,0.04,0.24583333333333332,0.34580416666666663,0.24583333333333332,0.10440751680795118,0.30382914801029715
H130,external_lung,seed44,target_disjoint,11,240,144,0.8590133101851852,0.9742476851851851,0.11523437499999989,0.11235532407407389,0.0028790509259259967,0.04,0.04,0.04,0.04,0.04,0.04,0.37916666666666665,0.3647625,0.49166666666666664,0.07883330957042214,0.27653936948625873
H130,immune,seed44,dual_axis_disjoint,11,240,58,0.8543008715422508,0.9584122773777947,0.1041114058355439,0.10583080712391066,-0.0017194012883667564,0.04,0.04,0.12,0.2,0.24,0.04,0.15833333333333333,0.20578333333333332,0.1625,0.04946411178751709,0.18494628176562553
H130,immune,seed44,source_disjoint,11,240,59,0.8062552673471299,0.9615132503043355,0.1552579829572056,0.17296095139994375,-0.017702968442738137,0.08,0.04,0.72,0.88,0.4,0.04,0.17916666666666667,0.21202916666666663,0.16666666666666666,0.045888630273873375,0.17936090562543588
H130,immune,seed44,target_disjoint,11,240,58,0.7807881773399015,0.8962675255778705,0.11547934823796902,0.11548882152330425,-9.473285335237502e-06,0.08,0.04,0.04,0.2,0.08,0.04,0.12083333333333333,0.18834583333333335,0.19166666666666668,0.04077778045687855,0.1609564017594715
H130,lung,seed44,dual_axis_disjoint,11,215,169,0.7828659634679702,0.9452019552354,0.16233599176742974,0.1614484178029329,0.0008875739644968461,0.04,0.04,0.16,0.12,0.04,0.04,0.4883720930232558,0.4845581395348837,0.3953488372093023,0.06232981038205886,0.27063111545130675
H130,lung,seed44,source_disjoint,11,240,107,0.8039491251493218,0.943854964514089,0.1399058393647672,0.13924882299205962,0.0006570163727075695,0.04,0.04,0.08,0.24,0.04,0.04,0.29583333333333334,0.28875,0.4041666666666667,0.09078684371541117,0.3003525192164901
H130,lung,seed44,target_disjoint,11,240,133,0.8440025296887077,0.9492656875834445,0.10526315789473684,0.11398355702339957,-0.008720399128662737,0.04,0.04,0.84,0.84,0.04,0.04,0.3125,0.35093333333333326,0.5791666666666667,0.08405435128096984,0.285752729986127
