domain,seed_tag,layer,sample_size,pca_dim,bootstrap_idx,h1_observed,h1_null_mean,h1_null_std,h1_delta_observed_minus_null,h1_delta_z,p_h1_upper
immune,seed42_main,6,120,14,0,10.023460388183594,4.502079178889592,1.3571900304835398,5.521381209294002,4.068244741864629,0.04
immune,seed42_main,6,120,14,1,8.5036940574646,4.955835868914922,1.5513042707283964,3.547858188549678,2.2870163211739287,0.08
immune,seed42_main,6,120,14,2,9.092912673950195,4.078981523712476,1.5977990101078,5.0139311502377195,3.138023690953105,0.04
immune,seed42_main,6,120,14,3,9.721385478973389,4.759544566273689,1.593371612944082,4.961840912699699,3.1140512792352473,0.04
immune,seed42_main,6,180,10,0,11.614474058151245,8.111610859632492,1.5894407411327787,3.502863198518753,2.2038337798101635,0.08
immune,seed42_main,6,180,10,1,9.153287887573242,7.358022632698218,1.2762390445990044,1.7952652548750239,1.4066841639627268,0.08
immune,seed42_main,6,180,10,2,12.425209760665894,5.91839449852705,1.3520474399772757,6.5068152621388435,4.812564311675071,0.04
immune,seed42_main,6,180,10,3,12.47376799583435,7.428544628123443,1.142873049711277,5.045223367710908,4.414508999552461,0.04
immune,seed42_main,6,180,14,0,16.232295513153076,8.055666302641233,1.8815547402603667,8.176629210511843,4.345677025072731,0.04
immune,seed42_main,6,180,14,1,11.661531925201416,7.466452126701673,1.3007826941859508,4.195079798499743,3.225042748512305,0.04
immune,seed42_main,6,180,14,2,16.543643951416016,7.714832549293836,1.4994851908508604,8.82881140212218,5.887895025641773,0.04
immune,seed42_main,6,180,14,3,18.807109594345093,7.255948260426521,1.4478870736771206,11.551161333918571,7.97794353989553,0.04
immune,seed42_main,7,120,10,0,7.888215065002441,4.427925835053126,1.3143316301684411,3.460289229949315,2.632736782628534,0.04
immune,seed42_main,7,120,10,1,9.587860584259033,2.888396474222342,0.7511164877103159,6.699464110036692,8.919341021976264,0.04
immune,seed42_main,7,120,10,2,6.6331868171691895,3.6250320772329965,1.0973924683817233,3.008154739936193,2.741184055719831,0.04
immune,seed42_main,7,120,10,3,6.8081300258636475,4.425997411211331,1.0424660172765887,2.382132614652316,2.2850937804097176,0.04
immune,seed42_main,7,120,14,0,6.782154560089111,4.7152169197797775,1.3275259501222074,2.066937640309334,1.5569847343188086,0.12
