domain,seed_tag,split_regime,layer,perm_idx,null_unweighted_h1_total,null_weighted_h1_total
lung,seed42_main,paired_source_target,7,22,3621.0,997.0
lung,seed42_main,paired_source_target,7,23,3611.0,1003.5
lung,seed42_main,paired_source_target,7,24,3639.0,1006.0
lung,seed42_main,paired_source_target,7,25,3635.0,1000.0
lung,seed42_main,paired_source_target,7,26,3607.0,1007.0
lung,seed42_main,paired_source_target,7,27,3618.0,1039.5
lung,seed42_main,paired_source_target,7,28,3618.0,997.5
lung,seed42_main,paired_source_target,7,29,3591.0,995.0
lung,seed42_main,paired_source_target,7,30,3548.0,997.5
lung,seed42_main,paired_source_target,7,31,3697.0,1068.5
lung,seed42_main,paired_source_target,7,32,3633.0,1015.0
lung,seed42_main,paired_source_target,7,33,3596.0,1003.5
lung,seed42_main,paired_source_target,7,34,3648.0,1006.5
lung,seed42_main,paired_source_target,7,35,3642.0,999.0
lung,seed42_main,paired_source_target,11,0,3602.0,1016.5
lung,seed42_main,paired_source_target,11,1,3581.0,994.0
lung,seed42_main,paired_source_target,11,2,3609.0,1022.0
lung,seed42_main,paired_source_target,11,3,3674.0,1012.5
lung,seed42_main,paired_source_target,11,4,3599.0,992.0
lung,seed42_main,paired_source_target,11,5,3635.0,1010.0
lung,seed42_main,paired_source_target,11,6,3667.0,1020.0
lung,seed42_main,paired_source_target,11,7,3576.0,1002.5
lung,seed42_main,paired_source_target,11,8,3602.0,985.0
lung,seed42_main,paired_source_target,11,9,3554.0,1002.5
lung,seed42_main,paired_source_target,11,10,3625.0,1005.0
lung,seed42_main,paired_source_target,11,11,3589.0,978.0
lung,seed42_main,paired_source_target,11,12,3627.0,1036.5
lung,seed42_main,paired_source_target,11,13,3649.0,1009.0
lung,seed42_main,paired_source_target,11,14,3632.0,1004.0
lung,seed42_main,paired_source_target,11,15,3572.0,978.0
lung,seed42_main,paired_source_target,11,16,3592.0,1024.5
lung,seed42_main,paired_source_target,11,17,3651.0,1011.0
lung,seed42_main,paired_source_target,11,18,3629.0,968.0
lung,seed42_main,paired_source_target,11,19,3537.0,996.5
lung,seed42_main,paired_source_target,11,20,3533.0,1014.5
lung,seed42_main,paired_source_target,11,21,3633.0,1032.0
lung,seed42_main,paired_source_target,11,22,3548.0,1014.0
lung,seed42_main,paired_source_target,11,23,3571.0,990.0
lung,seed42_main,paired_source_target,11,24,3527.0,973.5
lung,seed42_main,paired_source_target,11,25,3624.0,1015.0
lung,seed42_main,paired_source_target,11,26,3605.0,1017.0
lung,seed42_main,paired_source_target,11,27,3565.0,967.5
lung,seed42_main,paired_source_target,11,28,3534.0,1013.0
lung,seed42_main,paired_source_target,11,29,3653.0,1014.0
lung,seed42_main,paired_source_target,11,30,3583.0,969.0
lung,seed42_main,paired_source_target,11,31,3627.0,1044.0
lung,seed42_main,paired_source_target,11,32,3600.0,1024.5
lung,seed42_main,paired_source_target,11,33,3629.0,999.0
lung,seed42_main,paired_source_target,11,34,3561.0,1029.0
lung,seed42_main,paired_source_target,11,35,3631.0,999.0
lung,seed43,paired_source_target,0,0,3645.0,1019.5
lung,seed43,paired_source_target,0,1,3664.0,1085.0
lung,seed43,paired_source_target,0,2,3698.0,1005.0
lung,seed43,paired_source_target,0,3,3686.0,1013.0
lung,seed43,paired_source_target,0,4,3759.0,1008.0
lung,seed43,paired_source_target,0,5,3737.0,1009.5
lung,seed43,paired_source_target,0,6,3613.0,1010.5
lung,seed43,paired_source_target,0,7,3675.0,1021.0
lung,seed43,paired_source_target,0,8,3779.0,1053.5
lung,seed43,paired_source_target,0,9,3693.0,1014.5
lung,seed43,paired_source_target,0,10,3752.0,1047.0
lung,seed43,paired_source_target,0,11,3716.0,1057.5
lung,seed43,paired_source_target,0,12,3713.0,1019.5
lung,seed43,paired_source_target,0,13,3801.0,1050.0
lung,seed43,paired_source_target,0,14,3640.0,1055.5
lung,seed43,paired_source_target,0,15,3738.0,1039.5
lung,seed43,paired_source_target,0,16,3720.0,1053.5
lung,seed43,paired_source_target,0,17,3759.0,1055.0
lung,seed43,paired_source_target,0,18,3624.0,961.5
lung,seed43,paired_source_target,0,19,3762.0,1010.0
lung,seed43,paired_source_target,0,20,3696.0,1012.0
lung,seed43,paired_source_target,0,21,3711.0,1044.5
lung,seed43,paired_source_target,0,22,3748.0,1065.5
lung,seed43,paired_source_target,0,23,3719.0,1066.0
lung,seed43,paired_source_target,0,24,3636.0,1035.0
lung,seed43,paired_source_target,0,25,3751.0,1051.0
lung,seed43,paired_source_target,0,26,3724.0,1075.0
lung,seed43,paired_source_target,0,27,3777.0,1080.5
lung,seed43,paired_source_target,0,28,3708.0,1026.5
lung,seed43,paired_source_target,0,29,3689.0,1024.0
lung,seed43,paired_source_target,0,30,3645.0,1005.0
lung,seed43,paired_source_target,0,31,3719.0,1074.0
lung,seed43,paired_source_target,0,32,3706.0,1023.5
lung,seed43,paired_source_target,0,33,3702.0,1039.5
lung,seed43,paired_source_target,0,34,3678.0,1031.0
lung,seed43,paired_source_target,0,35,3714.0,1061.5
lung,seed43,paired_source_target,3,0,3675.0,1016.5
lung,seed43,paired_source_target,3,1,3685.0,1028.0
lung,seed43,paired_source_target,3,2,3672.0,1041.5
lung,seed43,paired_source_target,3,3,3626.0,1031.0
lung,seed43,paired_source_target,3,4,3715.0,1020.5
lung,seed43,paired_source_target,3,5,3691.0,1002.0
lung,seed43,paired_source_target,3,6,3688.0,1043.0
lung,seed43,paired_source_target,3,7,3708.0,1046.0
lung,seed43,paired_source_target,3,8,3711.0,994.5
lung,seed43,paired_source_target,3,9,3683.0,1007.5
lung,seed43,paired_source_target,3,10,3735.0,1030.5
lung,seed43,paired_source_target,3,11,3698.0,1040.0
lung,seed43,paired_source_target,3,12,3691.0,1044.0
lung,seed43,paired_source_target,3,13,3778.0,1033.0
lung,seed43,paired_source_target,3,14,3656.0,1032.0
lung,seed43,paired_source_target,3,15,3671.0,1023.5
lung,seed43,paired_source_target,3,16,3691.0,1049.0
lung,seed43,paired_source_target,3,17,3637.0,1006.5
lung,seed43,paired_source_target,3,18,3725.0,1046.5
lung,seed43,paired_source_target,3,19,3715.0,1020.5
lung,seed43,paired_source_target,3,20,3653.0,1004.5
lung,seed43,paired_source_target,3,21,3744.0,1013.5
lung,seed43,paired_source_target,3,22,3713.0,1097.0
lung,seed43,paired_source_target,3,23,3715.0,1011.0
lung,seed43,paired_source_target,3,24,3685.0,1056.0
lung,seed43,paired_source_target,3,25,3728.0,1035.0
lung,seed43,paired_source_target,3,26,3707.0,1053.0
lung,seed43,paired_source_target,3,27,3671.0,1005.5
lung,seed43,paired_source_target,3,28,3683.0,1046.5
lung,seed43,paired_source_target,3,29,3651.0,1046.5
lung,seed43,paired_source_target,3,30,3696.0,1046.5
lung,seed43,paired_source_target,3,31,3716.0,1029.5
lung,seed43,paired_source_target,3,32,3706.0,1051.5
lung,seed43,paired_source_target,3,33,3732.0,1024.0
lung,seed43,paired_source_target,3,34,3753.0,1049.5
lung,seed43,paired_source_target,3,35,3705.0,1019.5
lung,seed43,paired_source_target,7,0,3594.0,986.5
lung,seed43,paired_source_target,7,1,3609.0,975.0
lung,seed43,paired_source_target,7,2,3576.0,958.5
lung,seed43,paired_source_target,7,3,3527.0,988.0
lung,seed43,paired_source_target,7,4,3561.0,951.0
lung,seed43,paired_source_target,7,5,3553.0,996.5
lung,seed43,paired_source_target,7,6,3587.0,980.0
lung,seed43,paired_source_target,7,7,3560.0,1000.0
lung,seed43,paired_source_target,7,8,3574.0,977.0
lung,seed43,paired_source_target,7,9,3613.0,998.0
lung,seed43,paired_source_target,7,10,3519.0,969.5
lung,seed43,paired_source_target,7,11,3568.0,1007.0
lung,seed43,paired_source_target,7,12,3604.0,1009.5
lung,seed43,paired_source_target,7,13,3564.0,991.0
lung,seed43,paired_source_target,7,14,3591.0,992.0
lung,seed43,paired_source_target,7,15,3581.0,1011.5
lung,seed43,paired_source_target,7,16,3565.0,995.0
lung,seed43,paired_source_target,7,17,3541.0,976.5
lung,seed43,paired_source_target,7,18,3579.0,997.5
lung,seed43,paired_source_target,7,19,3536.0,990.5
lung,seed43,paired_source_target,7,20,3584.0,984.0
lung,seed43,paired_source_target,7,21,3560.0,1003.5
lung,seed43,paired_source_target,7,22,3497.0,987.5
lung,seed43,paired_source_target,7,23,3598.0,1007.5
lung,seed43,paired_source_target,7,24,3503.0,968.5
lung,seed43,paired_source_target,7,25,3576.0,981.5
lung,seed43,paired_source_target,7,26,3631.0,988.0
lung,seed43,paired_source_target,7,27,3611.0,991.5
lung,seed43,paired_source_target,7,28,3544.0,979.0
lung,seed43,paired_source_target,7,29,3525.0,947.5
lung,seed43,paired_source_target,7,30,3586.0,996.5
lung,seed43,paired_source_target,7,31,3627.0,1015.5
lung,seed43,paired_source_target,7,32,3545.0,1000.5
lung,seed43,paired_source_target,7,33,3612.0,976.0
lung,seed43,paired_source_target,7,34,3597.0,996.5
lung,seed43,paired_source_target,7,35,3623.0,995.0
lung,seed43,paired_source_target,11,0,3619.0,1008.5
lung,seed43,paired_source_target,11,1,3523.0,1001.5
lung,seed43,paired_source_target,11,2,3642.0,1032.0
lung,seed43,paired_source_target,11,3,3692.0,1041.0
lung,seed43,paired_source_target,11,4,3599.0,993.5
lung,seed43,paired_source_target,11,5,3642.0,1028.0
lung,seed43,paired_source_target,11,6,3552.0,990.0
lung,seed43,paired_source_target,11,7,3605.0,1011.5
lung,seed43,paired_source_target,11,8,3588.0,992.5
lung,seed43,paired_source_target,11,9,3594.0,985.5
lung,seed43,paired_source_target,11,10,3677.0,1065.0
lung,seed43,paired_source_target,11,11,3646.0,1063.5
lung,seed43,paired_source_target,11,12,3557.0,989.5
lung,seed43,paired_source_target,11,13,3600.0,1038.5
lung,seed43,paired_source_target,11,14,3656.0,980.5
lung,seed43,paired_source_target,11,15,3682.0,1026.5
lung,seed43,paired_source_target,11,16,3590.0,990.5
lung,seed43,paired_source_target,11,17,3579.0,1019.0
lung,seed43,paired_source_target,11,18,3613.0,1032.5
lung,seed43,paired_source_target,11,19,3589.0,995.5
lung,seed43,paired_source_target,11,20,3566.0,1011.5
lung,seed43,paired_source_target,11,21,3566.0,993.5
lung,seed43,paired_source_target,11,22,3680.0,1039.0
lung,seed43,paired_source_target,11,23,3670.0,1069.0
lung,seed43,paired_source_target,11,24,3628.0,1020.0
lung,seed43,paired_source_target,11,25,3577.0,995.5
lung,seed43,paired_source_target,11,26,3634.0,1012.0
lung,seed43,paired_source_target,11,27,3544.0,1001.0
lung,seed43,paired_source_target,11,28,3623.0,1011.5
lung,seed43,paired_source_target,11,29,3643.0,1033.0
lung,seed43,paired_source_target,11,30,3656.0,1027.5
lung,seed43,paired_source_target,11,31,3616.0,1028.5
lung,seed43,paired_source_target,11,32,3590.0,1022.5
lung,seed43,paired_source_target,11,33,3608.0,1037.5
lung,seed43,paired_source_target,11,34,3648.0,1053.0
lung,seed43,paired_source_target,11,35,3728.0,1042.0
lung,seed44,paired_source_target,0,0,3600.0,977.0
lung,seed44,paired_source_target,0,1,3702.0,1039.5
lung,seed44,paired_source_target,0,2,3656.0,1036.0
lung,seed44,paired_source_target,0,3,3616.0,998.0
lung,seed44,paired_source_target,0,4,3665.0,960.0
lung,seed44,paired_source_target,0,5,3648.0,980.0
lung,seed44,paired_source_target,0,6,3650.0,1017.5
lung,seed44,paired_source_target,0,7,3678.0,1019.5
lung,seed44,paired_source_target,0,8,3657.0,1076.5
lung,seed44,paired_source_target,0,9,3649.0,1017.5
lung,seed44,paired_source_target,0,10,3634.0,999.0
lung,seed44,paired_source_target,0,11,3705.0,1004.5
lung,seed44,paired_source_target,0,12,3674.0,1051.0
lung,seed44,paired_source_target,0,13,3726.0,1016.0
lung,seed44,paired_source_target,0,14,3720.0,1052.0
lung,seed44,paired_source_target,0,15,3698.0,1030.0
lung,seed44,paired_source_target,0,16,3671.0,1008.0
lung,seed44,paired_source_target,0,17,3667.0,1008.0
lung,seed44,paired_source_target,0,18,3659.0,1045.5
lung,seed44,paired_source_target,0,19,3702.0,1014.0
lung,seed44,paired_source_target,0,20,3635.0,992.0
lung,seed44,paired_source_target,0,21,3720.0,1024.0
lung,seed44,paired_source_target,0,22,3609.0,1024.5
lung,seed44,paired_source_target,0,23,3625.0,991.5
lung,seed44,paired_source_target,0,24,3621.0,979.5
lung,seed44,paired_source_target,0,25,3615.0,995.0
lung,seed44,paired_source_target,0,26,3707.0,1057.5
lung,seed44,paired_source_target,0,27,3673.0,1002.5
lung,seed44,paired_source_target,0,28,3688.0,1021.5
lung,seed44,paired_source_target,0,29,3708.0,1047.0
lung,seed44,paired_source_target,0,30,3715.0,1042.0
lung,seed44,paired_source_target,0,31,3650.0,1017.0
lung,seed44,paired_source_target,0,32,3634.0,1027.5
lung,seed44,paired_source_target,0,33,3635.0,1005.0
lung,seed44,paired_source_target,0,34,3700.0,1036.5
lung,seed44,paired_source_target,0,35,3637.0,1011.5
lung,seed44,paired_source_target,3,0,3636.0,1041.5
lung,seed44,paired_source_target,3,1,3623.0,1017.0
lung,seed44,paired_source_target,3,2,3654.0,1039.5
lung,seed44,paired_source_target,3,3,3668.0,1057.0
lung,seed44,paired_source_target,3,4,3586.0,1018.5
lung,seed44,paired_source_target,3,5,3598.0,999.5
lung,seed44,paired_source_target,3,6,3638.0,977.5
lung,seed44,paired_source_target,3,7,3619.0,957.0
lung,seed44,paired_source_target,3,8,3633.0,1023.0
lung,seed44,paired_source_target,3,9,3725.0,1060.0
lung,seed44,paired_source_target,3,10,3673.0,1034.5
lung,seed44,paired_source_target,3,11,3641.0,996.5
lung,seed44,paired_source_target,3,12,3621.0,1012.0
lung,seed44,paired_source_target,3,13,3620.0,1026.0
lung,seed44,paired_source_target,3,14,3631.0,1017.5
lung,seed44,paired_source_target,3,15,3627.0,1062.0
lung,seed44,paired_source_target,3,16,3640.0,1019.0
lung,seed44,paired_source_target,3,17,3593.0,996.5
lung,seed44,paired_source_target,3,18,3633.0,1008.0
lung,seed44,paired_source_target,3,19,3698.0,1023.5
lung,seed44,paired_source_target,3,20,3677.0,1024.5
lung,seed44,paired_source_target,3,21,3665.0,1046.0
lung,seed44,paired_source_target,3,22,3712.0,1013.5
lung,seed44,paired_source_target,3,23,3600.0,992.5
lung,seed44,paired_source_target,3,24,3619.0,1048.0
lung,seed44,paired_source_target,3,25,3581.0,1023.0
lung,seed44,paired_source_target,3,26,3685.0,1036.5
lung,seed44,paired_source_target,3,27,3641.0,1042.5
lung,seed44,paired_source_target,3,28,3678.0,1032.5
lung,seed44,paired_source_target,3,29,3618.0,1036.5
lung,seed44,paired_source_target,3,30,3608.0,1017.5
lung,seed44,paired_source_target,3,31,3587.0,1020.0
lung,seed44,paired_source_target,3,32,3642.0,1030.0
lung,seed44,paired_source_target,3,33,3687.0,1019.0
lung,seed44,paired_source_target,3,34,3647.0,1066.5
lung,seed44,paired_source_target,3,35,3598.0,1008.0
lung,seed44,paired_source_target,7,0,3584.0,995.0
lung,seed44,paired_source_target,7,1,3473.0,981.5
lung,seed44,paired_source_target,7,2,3616.0,1035.5
lung,seed44,paired_source_target,7,3,3559.0,984.0
lung,seed44,paired_source_target,7,4,3556.0,1008.5
lung,seed44,paired_source_target,7,5,3500.0,1002.0
lung,seed44,paired_source_target,7,6,3608.0,1033.5
lung,seed44,paired_source_target,7,7,3481.0,980.0
lung,seed44,paired_source_target,7,8,3526.0,1003.5
lung,seed44,paired_source_target,7,9,3609.0,1006.5
lung,seed44,paired_source_target,7,10,3604.0,1000.5
lung,seed44,paired_source_target,7,11,3587.0,1004.5
lung,seed44,paired_source_target,7,12,3636.0,1038.5
lung,seed44,paired_source_target,7,13,3618.0,1038.5
lung,seed44,paired_source_target,7,14,3590.0,1014.0
lung,seed44,paired_source_target,7,15,3554.0,1022.0
lung,seed44,paired_source_target,7,16,3570.0,954.0
lung,seed44,paired_source_target,7,17,3604.0,1000.0
lung,seed44,paired_source_target,7,18,3598.0,1010.0
lung,seed44,paired_source_target,7,19,3608.0,1016.0
lung,seed44,paired_source_target,7,20,3614.0,1002.0
lung,seed44,paired_source_target,7,21,3538.0,976.5
lung,seed44,paired_source_target,7,22,3558.0,1018.5
lung,seed44,paired_source_target,7,23,3547.0,983.0
lung,seed44,paired_source_target,7,24,3598.0,998.5
lung,seed44,paired_source_target,7,25,3625.0,1005.5
lung,seed44,paired_source_target,7,26,3584.0,998.0
lung,seed44,paired_source_target,7,27,3569.0,1003.5
lung,seed44,paired_source_target,7,28,3598.0,1028.0
lung,seed44,paired_source_target,7,29,3550.0,1011.0
lung,seed44,paired_source_target,7,30,3575.0,994.5
lung,seed44,paired_source_target,7,31,3553.0,1034.5
lung,seed44,paired_source_target,7,32,3567.0,1023.5
lung,seed44,paired_source_target,7,33,3534.0,988.5
lung,seed44,paired_source_target,7,34,3584.0,1020.0
lung,seed44,paired_source_target,7,35,3603.0,1009.0
lung,seed44,paired_source_target,11,0,3694.0,1016.0
lung,seed44,paired_source_target,11,1,3599.0,1012.5
lung,seed44,paired_source_target,11,2,3589.0,1001.0
lung,seed44,paired_source_target,11,3,3717.0,1050.5
lung,seed44,paired_source_target,11,4,3579.0,993.5
lung,seed44,paired_source_target,11,5,3661.0,1007.5
lung,seed44,paired_source_target,11,6,3702.0,1008.0
lung,seed44,paired_source_target,11,7,3600.0,1008.0
lung,seed44,paired_source_target,11,8,3630.0,1009.5
lung,seed44,paired_source_target,11,9,3553.0,984.0
lung,seed44,paired_source_target,11,10,3670.0,1044.0
lung,seed44,paired_source_target,11,11,3630.0,982.0
lung,seed44,paired_source_target,11,12,3641.0,1043.5
lung,seed44,paired_source_target,11,13,3580.0,1005.0
lung,seed44,paired_source_target,11,14,3651.0,1030.0
lung,seed44,paired_source_target,11,15,3574.0,1030.0
lung,seed44,paired_source_target,11,16,3622.0,1002.0
lung,seed44,paired_source_target,11,17,3555.0,1023.5
lung,seed44,paired_source_target,11,18,3568.0,991.0
lung,seed44,paired_source_target,11,19,3612.0,975.5
lung,seed44,paired_source_target,11,20,3687.0,1046.5
lung,seed44,paired_source_target,11,21,3638.0,1040.0
lung,seed44,paired_source_target,11,22,3628.0,982.0
lung,seed44,paired_source_target,11,23,3627.0,1038.0
lung,seed44,paired_source_target,11,24,3589.0,992.5
lung,seed44,paired_source_target,11,25,3692.0,1038.0
lung,seed44,paired_source_target,11,26,3634.0,1026.0
lung,seed44,paired_source_target,11,27,3574.0,995.5
lung,seed44,paired_source_target,11,28,3672.0,1054.5
lung,seed44,paired_source_target,11,29,3692.0,1049.5
lung,seed44,paired_source_target,11,30,3609.0,1029.5
lung,seed44,paired_source_target,11,31,3631.0,1012.5
lung,seed44,paired_source_target,11,32,3611.0,991.0
lung,seed44,paired_source_target,11,33,3597.0,1030.5
lung,seed44,paired_source_target,11,34,3611.0,991.5
lung,seed44,paired_source_target,11,35,3623.0,1013.0
