hypothesis_id,null_kind,domain,seed_tag,split_regime,perm_idx,null_value
H116,motif_sign_permutation_within_tf_bin,external_lung,seed42_main,target_disjoint,10,0.0335573668907001
H116,label_permutation,external_lung,seed42_main,target_disjoint,10,-0.02693169359836034
H116,motif_sign_permutation_within_tf_bin,external_lung,seed42_main,target_disjoint,11,0.05252871919538582
H116,label_permutation,external_lung,seed42_main,target_disjoint,11,-0.014943514943514868
H116,motif_sign_permutation_within_tf_bin,external_lung,seed42_main,target_disjoint,12,0.03508270174936823
H116,label_permutation,external_lung,seed42_main,target_disjoint,12,-0.020639687306354015
H116,motif_sign_permutation_within_tf_bin,external_lung,seed42_main,target_disjoint,13,0.043948710615377085
H116,label_permutation,external_lung,seed42_main,target_disjoint,13,-0.007579007579007535
H116,motif_sign_permutation_within_tf_bin,external_lung,seed42_main,target_disjoint,14,0.0352257018923684
H116,label_permutation,external_lung,seed42_main,target_disjoint,14,-0.03265169931836609
H116,motif_sign_permutation_within_tf_bin,external_lung,seed42_main,target_disjoint,15,0.046379713046379556
H116,label_permutation,external_lung,seed42_main,target_disjoint,15,-0.01568234901568244
H116,motif_sign_permutation_within_tf_bin,external_lung,seed42_main,target_disjoint,16,0.04571237904571235
H116,label_permutation,external_lung,seed42_main,target_disjoint,16,-0.028838362171695553
H116,motif_sign_permutation_within_tf_bin,external_lung,seed42_main,target_disjoint,17,0.02936269602936259
H116,label_permutation,external_lung,seed42_main,target_disjoint,17,-0.016349683016349648
H116,motif_sign_permutation_within_tf_bin,external_lung,seed42_main,target_disjoint,18,0.03265169931836587
H116,label_permutation,external_lung,seed42_main,target_disjoint,18,-0.009652509652509633
H116,motif_sign_permutation_within_tf_bin,external_lung,seed42_main,target_disjoint,19,0.04499737833071171
H116,label_permutation,external_lung,seed42_main,target_disjoint,19,-0.016016016016015988
