domain,seed_tag,split_regime,layer,n_edges_eval,n_positive_eval,n_nodes_graph,auc_two_axis,auc_one_axis,auc_directed_baseline,delta_auc_two_axis_minus_baseline,delta_auc_two_axis_minus_one_axis,mean_conn_frac_two_axis,mean_conn_gain,mean_edge_margin,p_margin_upper,p_support_upper,p_label_upper,p_best_upper
immune,seed44,source_disjoint,11,949,242,170,0.8663512455141619,0.8646328918606145,0.8903322150396857,-0.023980969525523865,0.0017183536535473332,0.7116262732701089,0.0,0.0785036880927292,0.07692307692307693,0.07692307692307693,1.0,0.07692307692307693
immune,seed44,target_disjoint,7,1110,272,170,0.8363422188684544,0.8282610030885863,0.874006300014039,-0.037664081145584616,0.00808121577986809,0.663963963963964,0.0,0.07468468468468469,0.07692307692307693,0.07692307692307693,1.0,0.07692307692307693
immune,seed44,target_disjoint,11,1110,272,170,0.8434494770461886,0.8384524603397445,0.8881637828162291,-0.04471430577004054,0.004997016706444035,0.6459459459459459,0.0,0.07468468468468469,0.07692307692307693,0.07692307692307693,1.0,0.07692307692307693
lung,seed42_main,source_disjoint,7,690,342,170,0.7363421724810109,0.7339811453922161,0.7690268535322983,-0.03268468105128741,0.0023610270887947093,0.6175523349436394,-0.026892109500805155,0.10282608695652176,0.07692307692307693,0.07692307692307693,1.0,0.07692307692307693
lung,seed42_main,source_disjoint,11,690,342,170,0.7404004503596155,0.7503991060025543,0.7812016871681118,-0.04080123680849623,-0.00999865564293878,0.6144927536231884,-0.03526570048309179,0.10282608695652176,0.07692307692307693,0.07692307692307693,1.0,0.07692307692307693
lung,seed42_main,target_disjoint,7,879,561,167,0.7791595197255574,0.7698937207816232,0.799624995795917,-0.020465476070359534,0.0092657989439342,0.6799393249905196,-0.019340159271899887,0.1594994311717861,0.07692307692307693,0.07692307692307693,1.0,0.07692307692307693
lung,seed42_main,target_disjoint,11,879,561,167,0.7946417560734985,0.79141302032534,0.8179435868115112,-0.02330183073801273,0.0032287357481585177,0.6952344836303881,-0.0230059410946783,0.1594994311717861,0.07692307692307693,0.07692307692307693,1.0,0.07692307692307693
lung,seed43,source_disjoint,7,760,384,169,0.790416528147163,0.7752971243351064,0.8047879266400708,-0.014371398492907805,0.015119403812056564,0.6888888888888889,-0.01900584795321638,0.10111842105263157,0.07692307692307693,0.07692307692307693,1.0,0.07692307692307693
lung,seed43,source_disjoint,11,760,384,169,0.7979589151152482,0.7929860649379432,0.8214241190159575,-0.023465203900709275,0.004972850177304977,0.6751461988304093,-0.019152046783625736,0.10111842105263157,0.07692307692307693,0.07692307692307693,1.0,0.07692307692307693
lung,seed43,target_disjoint,7,847,559,170,0.7598855843768635,0.7446425909361956,0.7790169697873186,-0.019131385410455115,0.015242993440667929,0.6959202413747868,-0.010101010101010104,0.1586776859504132,0.07692307692307693,0.07692307692307693,1.0,0.07692307692307693
lung,seed43,target_disjoint,11,847,559,170,0.7580780411449015,0.7592768584774399,0.7779175362750943,-0.019839495130192786,-0.0011988173325383489,0.6888364161091434,-0.01482356027810574,0.1586776859504132,0.07692307692307693,0.07692307692307693,1.0,0.07692307692307693
lung,seed44,source_disjoint,7,751,368,169,0.777315813372687,0.7629625950732205,0.795046259507322,-0.017730446134635036,0.014353218299466453,0.6767273265275928,-0.01745820387631307,0.10193075898801597,0.07692307692307693,0.07692307692307693,1.0,0.07692307692307693
lung,seed44,source_disjoint,11,751,368,169,0.7829563514587353,0.7849784311499602,0.8119040186173232,-0.028947667158587875,-0.0020220796912249206,0.6764314247669774,-0.01864181091877497,0.10193075898801597,0.07692307692307693,0.07692307692307693,1.0,0.07692307692307693
lung,seed44,target_disjoint,7,859,549,170,0.7413596568541042,0.7498442916740113,0.7849286092014807,-0.043568952347376455,-0.008484634819907133,0.68891475876342,-0.01694476781787609,0.1580908032596042,0.07692307692307693,0.07692307692307693,1.0,0.07692307692307693
lung,seed44,target_disjoint,11,859,549,170,0.7452670544685353,0.7621893178212586,0.789247311827957,-0.04398025735942179,-0.0169222633527234,0.6762385202431769,-0.021860043978786707,0.1580908032596042,0.07692307692307693,0.07692307692307693,1.0,0.07692307692307693
