domain,split_regime,layer,diffusion_t,source,target,source_idx,target_idx,label,diffusion_score,geodesic_score,euclidean_score,prior_support_count,dorothea_support,go_shared,source_is_tf,trrust_support_bookkeeping,source_degree,target_degree,mean_degree
immune,target_disjoint,0,1,HIPK2,CTSS,98,1126,0,-0.1681870539810177,-9.28460335565681,-9.28460335565681,0,0,0,0,0,22.0,9.0,15.5
immune,target_disjoint,0,1,HIPK2,CXCL8,98,1298,0,-0.17534441258904082,-10.562020706380597,-10.562020706380597,1,0,1,0,0,22.0,22.0,22.0
immune,target_disjoint,0,1,HIPK2,CXCR2,98,1548,0,-0.18974522285966916,-10.003523417008287,-10.003523417008287,1,0,1,0,0,22.0,12.0,17.0
immune,target_disjoint,0,1,HIPK2,CYBB,98,1204,0,-0.21426298161298446,-11.394331234235134,-11.394331234235134,1,0,1,0,0,22.0,8.0,15.0
immune,target_disjoint,0,1,HIPK2,CYP11B2,98,1514,0,-1.0079089503385257,-19.120901493167437,-19.120901493167437,0,0,0,0,0,22.0,10.0,16.0
immune,target_disjoint,0,1,HIPK2,DRD2,98,949,0,-0.16451857151280022,-8.854645161690332,-8.854645161690332,1,0,1,0,0,22.0,9.0,15.5
immune,target_disjoint,0,1,HIPK2,ETS2,98,1045,0,-0.14756593628275663,-8.899249856793379,-8.899249856793379,1,0,1,0,0,22.0,13.0,17.5
immune,target_disjoint,0,1,HIPK2,FGG,98,1366,0,-0.21736197813897243,-11.127790711981348,-11.127790711981348,1,0,1,0,0,22.0,11.0,16.5
immune,target_disjoint,0,1,HIPK2,GYPB,98,3488,0,-0.22939991450056832,-13.524730424937765,-13.524730424937765,1,0,1,0,0,22.0,6.0,14.0
immune,target_disjoint,0,1,HIPK2,HBA1,98,2056,0,-0.22621719066798351,-12.770263625123919,-12.770263625123919,1,0,1,0,0,22.0,8.0,15.0
immune,target_disjoint,0,1,HIPK2,HSD3B1,98,1973,0,-1.0079089503385255,-19.120901493167437,-19.120901493167437,1,0,1,0,0,22.0,8.0,15.0
immune,target_disjoint,0,1,HIPK2,IGF2,98,1248,0,-1.0079089503385255,-19.120901493167437,-19.120901493167437,1,0,1,0,0,22.0,13.0,17.5
immune,target_disjoint,0,1,HIPK2,LEP,98,1446,0,-1.0079089503385257,-19.120901493167437,-19.120901493167437,1,0,1,0,0,22.0,12.0,17.0
immune,target_disjoint,0,1,HIPK2,MMP13,98,794,0,-0.2285852214456574,-13.806908361478095,-13.806908361478095,0,0,0,0,0,22.0,19.0,20.5
immune,target_disjoint,0,1,HIPK2,OLR1,98,1419,0,-0.20768416513077956,-11.668379155932023,-11.668379155932023,1,0,1,0,0,22.0,8.0,15.0
immune,target_disjoint,0,1,HIPK2,PF4,98,1159,0,-1.0079089503385255,-19.120901493167437,-19.120901493167437,1,0,1,0,0,22.0,10.0,16.0
immune,target_disjoint,0,1,HIPK2,SP7,98,1331,0,-0.2196308115930728,-14.006351744713944,-14.006351744713944,1,0,1,0,0,22.0,10.0,16.0
immune,target_disjoint,0,1,HIPK2,STAT3,98,1279,0,-0.1319689475956627,-7.236397764668808,-7.236397764668808,1,0,1,0,0,22.0,12.0,17.0
immune,target_disjoint,0,1,HIPK2,THBS1,98,796,0,-0.15647812285175489,-9.481726161691205,-9.481726161691205,1,0,1,0,0,22.0,10.0,16.0
immune,target_disjoint,0,1,HOPX,ACTA1,1359,876,0,-0.1876757351344414,-9.472568124060246,-9.472568124060246,1,0,1,0,0,20.0,8.0,14.0
immune,target_disjoint,0,1,HOPX,ADH1A,1359,1725,0,-1.017248217769868,-19.24660128687144,-19.24660128687144,1,0,1,0,0,20.0,12.0,16.0
immune,target_disjoint,0,1,HOPX,CCR3,1359,1612,0,-0.19228606845149224,-10.237635582700277,-10.237635582700277,1,0,1,0,0,20.0,11.0,15.5
immune,target_disjoint,0,1,HOPX,CD8A,1359,1004,0,-0.21356649320747204,-9.620640382719937,-9.620640382719937,1,0,1,0,0,20.0,7.0,13.5
immune,target_disjoint,0,1,HOPX,CFB,1359,3338,0,-0.23192523284284983,-12.51429406159795,-12.51429406159795,1,0,1,0,0,20.0,9.0,14.5
immune,target_disjoint,0,1,HOPX,CXCL10,1359,1295,0,-0.2410684355374743,-13.088735931488321,-13.088735931488321,1,0,1,0,0,20.0,13.0,16.5
immune,target_disjoint,0,1,HOPX,CYP11B2,1359,1514,0,-1.017248217769868,-19.24660128687144,-19.24660128687144,0,0,0,0,0,20.0,10.0,15.0
immune,target_disjoint,0,1,HOPX,DRD1,1359,1656,0,-1.017248217769868,-19.24660128687144,-19.24660128687144,1,0,1,0,0,20.0,7.0,13.5
immune,target_disjoint,0,1,HOPX,FCER1A,1359,1523,0,-0.18235623720533964,-8.37761552781636,-8.37761552781636,1,0,1,0,0,20.0,5.0,12.5
immune,target_disjoint,0,1,HOPX,FOS,1359,1330,1,-0.26345508705822923,-12.114836664157592,-12.114836664157592,1,0,1,0,1,20.0,16.0,18.0
immune,target_disjoint,0,1,HOPX,LEP,1359,1446,0,-1.017248217769868,-19.24660128687144,-19.24660128687144,1,0,1,0,0,20.0,12.0,16.0
immune,target_disjoint,0,1,HOPX,LTB,1359,2630,0,-0.22001196651078478,-10.774496352834989,-10.774496352834989,0,0,0,0,0,20.0,7.0,13.5
immune,target_disjoint,0,1,HOPX,MKI67,1359,941,0,-0.2185723753589777,-12.409971575754918,-12.409971575754918,1,0,1,0,0,20.0,9.0,14.5
immune,target_disjoint,0,1,HOPX,MNDA,1359,1143,0,-0.24808802017162748,-11.366055399295437,-11.366055399295437,1,0,1,0,0,20.0,8.0,14.0
immune,target_disjoint,0,1,HOPX,NFKBIZ,1359,886,0,-0.24669632491388443,-12.771982762425598,-12.771982762425598,1,0,1,0,0,20.0,12.0,16.0
immune,target_disjoint,0,1,HOPX,NPHS1,1359,1094,0,-0.23247484823168266,-13.135569831854385,-13.135569831854385,1,0,1,0,0,20.0,3.0,11.5
immune,target_disjoint,0,1,HOPX,PLIN2,1359,924,0,-0.23009542269368835,-10.576472066109094,-10.576472066109094,1,0,1,0,0,20.0,10.0,15.0
immune,target_disjoint,0,1,HOPX,RELN,1359,1769,0,-0.25346794913216736,-13.40601213426448,-13.40601213426448,1,0,1,0,0,20.0,10.0,15.0
immune,target_disjoint,0,1,HOPX,S100A4,1359,1789,0,-0.20544137897368778,-8.875983051373575,-8.875983051373575,1,0,1,0,0,20.0,9.0,14.5
immune,target_disjoint,0,1,HOPX,SAA1,1359,1420,0,-0.2271861846615315,-10.562737522774562,-10.562737522774562,1,0,1,0,0,20.0,11.0,15.5
immune,target_disjoint,0,1,JUN,ACTA1,1493,876,1,-0.22013299307625508,-10.781159426702343,-10.781159426702343,3,1,1,1,1,30.0,8.0,19.0
immune,target_disjoint,0,1,JUN,ADIPOQ,1493,1553,0,-1.0193451049757187,-19.835627910958596,-19.835627910958596,2,0,1,1,0,30.0,9.0,19.5
immune,target_disjoint,0,1,JUN,AKT1,1493,857,0,-0.21658901956414087,-10.651698199374037,-10.651698199374037,2,0,1,1,0,30.0,9.0,19.5
immune,target_disjoint,0,1,JUN,BCL2,1493,1370,0,-0.2358559994758579,-10.553117716078363,-10.553117716078363,2,0,1,1,0,30.0,20.0,25.0
immune,target_disjoint,0,1,JUN,BCL2L1,1493,1365,1,-0.23610483651985287,-11.738110988309916,-11.738110988309916,2,0,1,1,1,30.0,12.0,21.0
immune,target_disjoint,0,1,JUN,CAMP,1493,1166,0,-0.2409673146215739,-11.53684703689311,-11.53684703689311,2,0,1,1,0,30.0,9.0,19.5
immune,target_disjoint,0,1,JUN,CCL5,1493,4321,1,-0.25419593495582193,-10.950788966368403,-10.950788966368403,3,1,1,1,1,30.0,13.0,21.5
immune,target_disjoint,0,1,JUN,CSF2,1493,1183,1,-0.2612771357410185,-13.893129496189568,-13.893129496189568,3,1,1,1,1,30.0,12.0,21.0
immune,target_disjoint,0,1,JUN,CXCL8,1493,1298,1,-0.19695888672060116,-9.049684118979245,-9.049684118979245,3,1,1,1,1,30.0,22.0,26.0
immune,target_disjoint,0,1,JUN,CXCR2,1493,1548,0,-0.25206061312258676,-12.905714695701455,-12.905714695701455,2,0,1,1,0,30.0,12.0,21.0
immune,target_disjoint,0,1,JUN,DACH1,1493,4464,0,-0.2524544656559348,-11.56785993931407,-11.56785993931407,2,0,1,1,0,30.0,7.0,18.5
immune,target_disjoint,0,1,JUN,DACT2,1493,1185,0,-1.019345104975719,-19.835627910958596,-19.835627910958596,2,0,1,1,0,30.0,13.0,21.5
immune,target_disjoint,0,1,JUN,DEFB4A,1493,1369,0,-1.0193451049757187,-19.835627910958596,-19.835627910958596,2,0,1,1,0,30.0,12.0,21.0
immune,target_disjoint,0,1,JUN,EGFR,1493,913,1,-0.2529022324355527,-11.105949025657946,-11.105949025657946,3,1,1,1,1,30.0,12.0,21.0
immune,target_disjoint,0,1,JUN,ETS2,1493,1045,1,-0.20544546490922283,-9.920010649180247,-9.920010649180247,3,1,1,1,1,30.0,13.0,21.5
immune,target_disjoint,0,1,JUN,FOS,1493,1330,0,-0.12742511069214796,-6.044770652243112,-6.044770652243112,3,1,1,1,0,30.0,16.0,23.0
immune,target_disjoint,0,1,JUN,HEY1,1493,1189,1,-0.2749965197464382,-13.136876855751089,-13.136876855751089,3,1,1,1,1,30.0,8.0,19.0
immune,target_disjoint,0,1,JUN,IFNB1,1493,1373,1,-1.0193451049757187,-19.835627910958596,-19.835627910958596,3,1,1,1,1,30.0,14.0,22.0
immune,target_disjoint,0,1,JUN,ITGAX,1493,843,1,-0.24331135264413487,-13.294209192161965,-13.294209192161965,3,1,1,1,1,30.0,12.0,21.0
immune,target_disjoint,0,1,JUN,KRT16,1493,1704,1,-1.0193451049757187,-19.835627910958596,-19.835627910958596,3,1,1,1,1,30.0,9.0,19.5
immune,target_disjoint,0,1,JUN,MMP13,1493,794,1,-0.2724512357167705,-14.704609232753025,-14.704609232753025,2,1,0,1,1,30.0,19.0,24.5
immune,target_disjoint,0,1,JUN,OLR1,1493,1419,0,-0.26991582292542987,-13.10854415233191,-13.10854415233191,2,0,1,1,0,30.0,8.0,19.0
immune,target_disjoint,0,1,JUN,OXTR,1493,1549,1,-1.0193451049757187,-19.835627910958596,-19.835627910958596,3,1,1,1,1,30.0,11.0,20.5
immune,target_disjoint,0,1,JUN,PDK1,1493,982,1,-0.20523902496237958,-11.261221338824473,-11.261221338824473,2,0,1,1,1,30.0,3.0,16.5
immune,target_disjoint,0,1,JUN,PLIN2,1493,924,0,-0.2176487698516968,-10.309956331442555,-10.309956331442555,2,0,1,1,0,30.0,10.0,20.0
immune,target_disjoint,0,1,JUN,SPRR1B,1493,1301,1,-1.019345104975719,-19.835627910958596,-19.835627910958596,2,1,0,1,1,30.0,12.0,21.0
immune,target_disjoint,0,1,JUN,SPRR3,1493,1129,1,-1.019345104975719,-19.835627910958596,-19.835627910958596,3,1,1,1,1,30.0,5.0,17.5
immune,target_disjoint,0,1,JUN,TFF1,1493,1080,1,-1.019345104975719,-19.835627910958596,-19.835627910958596,3,1,1,1,1,30.0,13.0,21.5
immune,target_disjoint,0,1,JUN,THBS1,1493,796,0,-0.18757150719570842,-11.35112183898167,-11.35112183898167,2,0,1,1,0,30.0,10.0,20.0
immune,target_disjoint,0,1,JUN,VCAM1,1493,1106,1,-0.22521290793495236,-9.979382596284216,-9.979382596284216,3,1,1,1,1,30.0,7.0,18.5
immune,target_disjoint,0,1,KLF1,ACTA1,313,876,0,-0.23055573833030962,-13.433408336208137,-13.433408336208137,2,0,1,1,0,17.0,8.0,12.5
immune,target_disjoint,0,1,KLF1,BCL2L1,313,1365,0,-0.2516255977230322,-13.448727613309877,-13.448727613309877,2,0,1,1,0,17.0,12.0,14.5
immune,target_disjoint,0,1,KLF1,CCL3,313,4489,0,-0.2740317754584953,-14.574876548067772,-14.574876548067772,2,0,1,1,0,17.0,13.0,15.0
immune,target_disjoint,0,1,KLF1,CD28,313,1504,0,-0.25015342913010097,-13.547225852519112,-13.547225852519112,2,0,1,1,0,17.0,12.0,14.5
immune,target_disjoint,0,1,KLF1,CDH2,313,1340,0,-0.264040642829722,-14.228307507498151,-14.228307507498151,2,0,1,1,0,17.0,10.0,13.5
immune,target_disjoint,0,1,KLF1,CTLA4,313,1147,0,-0.2512264179530934,-14.138279508565418,-14.138279508565418,2,0,1,1,0,17.0,7.0,12.0
immune,target_disjoint,0,1,KLF1,CYP1B1,313,798,0,-0.24659707349778545,-14.714982787225432,-14.714982787225432,2,0,1,1,0,17.0,10.0,13.5
immune,target_disjoint,0,1,KLF1,FABP4,313,1329,0,-0.284924904364585,-14.894611402513496,-14.894611402513496,2,0,1,1,0,17.0,10.0,13.5
immune,target_disjoint,0,1,KLF1,FGG,313,1366,0,-0.27790515894339196,-13.929690835922948,-13.929690835922948,2,0,1,1,0,17.0,11.0,14.0
immune,target_disjoint,0,1,KLF1,HBB,313,3377,1,-0.21335450136826598,-11.048954544806119,-11.048954544806119,3,1,1,1,1,17.0,8.0,12.5
immune,target_disjoint,0,1,KLF1,IGFBP1,313,914,0,-1.022365296505197,-19.38629883426074,-19.38629883426074,2,0,1,1,0,17.0,14.0,15.5
immune,target_disjoint,0,1,KLF1,LCN2,313,929,0,-0.2816349791851519,-15.118511226710902,-15.118511226710902,2,0,1,1,0,17.0,12.0,14.5
immune,target_disjoint,0,1,KLF1,MKI67,313,941,0,-0.21409651612345756,-12.221781506580909,-12.221781506580909,2,0,1,1,0,17.0,9.0,13.0
immune,target_disjoint,0,1,KLF1,PLIN2,313,924,0,-0.2694101131200313,-12.661352804503547,-12.661352804503547,2,0,1,1,0,17.0,10.0,13.5
immune,target_disjoint,0,1,KLF1,PRF1,313,1542,0,-0.26780184648936484,-14.844010027614306,-14.844010027614306,2,0,1,1,0,17.0,8.0,12.5
immune,target_disjoint,0,1,KLF1,PTEN,313,1374,0,-0.26175037994147,-15.03618515344478,-15.03618515344478,2,0,1,1,0,17.0,13.0,15.0
immune,target_disjoint,0,1,KLF1,THBS1,313,796,0,-0.258672436215379,-14.031879820538316,-14.031879820538316,2,0,1,1,0,17.0,10.0,13.5
immune,target_disjoint,0,1,KLF2,CCL3,610,4489,0,-0.23763154603045097,-10.792058371564845,-10.792058371564845,2,0,1,1,0,17.0,13.0,15.0
immune,target_disjoint,0,1,KLF2,CD8A,610,1004,0,-0.2197919893572869,-11.279673191060485,-11.279673191060485,2,0,1,1,0,17.0,7.0,12.0
immune,target_disjoint,0,1,KLF2,CDA,610,1059,0,-0.23896895484475048,-11.737609206938773,-11.737609206938773,2,0,1,1,0,17.0,10.0,13.5
immune,target_disjoint,0,1,KLF2,CFI,610,2033,0,-0.268737586076425,-13.840649347566044,-13.840649347566044,2,0,1,1,0,17.0,9.0,13.0
immune,target_disjoint,0,1,KLF2,FABP4,610,1329,0,-0.23914520554684102,-10.617475174380747,-10.617475174380747,2,0,1,1,0,17.0,10.0,13.5
immune,target_disjoint,0,1,KLF2,GFI1B,610,1212,0,-0.26096016093392477,-13.862832425426257,-13.862832425426257,2,0,1,1,0,17.0,10.0,13.5
immune,target_disjoint,0,1,KLF2,HP,610,3817,0,-0.2690845729060664,-12.598305644730013,-12.598305644730013,2,0,1,1,0,17.0,13.0,15.0
immune,target_disjoint,0,1,KLF2,HSD3B1,610,1973,0,-1.017887356601448,-19.184518337439115,-19.184518337439115,2,0,1,1,0,17.0,8.0,12.5
immune,target_disjoint,0,1,KLF2,IFNB1,610,1373,0,-1.0178873566014481,-19.184518337439115,-19.184518337439115,2,0,1,1,0,17.0,14.0,15.5
immune,target_disjoint,0,1,KLF2,LEP,610,1446,0,-1.017887356601448,-19.184518337439115,-19.184518337439115,2,0,1,1,0,17.0,12.0,14.5
immune,target_disjoint,0,1,KLF2,MMP13,610,794,0,-0.2685474080046351,-13.943592213419128,-13.943592213419128,1,0,0,1,0,17.0,19.0,18.0
immune,target_disjoint,0,1,KLF2,PBX1,610,1670,0,-0.26468512803768335,-13.179765630862438,-13.179765630862438,2,0,1,1,0,17.0,11.0,14.0
immune,target_disjoint,0,1,KLF2,PLA2G2A,610,1741,0,-0.26535506530067793,-12.418817524386913,-12.418817524386913,1,0,0,1,0,17.0,10.0,13.5
immune,target_disjoint,0,1,KLF2,PTEN,610,1374,0,-0.23771764363788025,-12.148315393753249,-12.148315393753249,2,0,1,1,0,17.0,13.0,15.0
immune,target_disjoint,0,1,KLF2,SELL,610,1745,1,-0.22677420102155216,-10.073453548997433,-10.073453548997433,2,0,1,1,1,17.0,6.0,11.5
immune,target_disjoint,0,1,KLF2,TAL1,610,1101,0,-0.27259020253108307,-14.717876936024851,-14.717876936024851,2,0,1,1,0,17.0,8.0,12.5
immune,target_disjoint,0,1,KLF2,THBD,610,1507,1,-0.2653055487130661,-11.706016257556024,-11.706016257556024,3,1,1,1,1,17.0,10.0,13.5
immune,target_disjoint,0,1,LEF1,CTLA4,818,1147,1,-0.19518519354496908,-11.018947532382604,-11.018947532382604,2,0,1,1,1,17.0,7.0,12.0
immune,target_disjoint,0,1,LEF1,CTNNB1,818,1266,1,-0.24912529345675463,-11.433603123007623,-11.433603123007623,3,1,1,1,1,17.0,11.0,14.0
immune,target_disjoint,0,1,LEF1,CXCL1,818,1160,0,-0.2817047134348051,-14.338438892577093,-14.338438892577093,2,0,1,1,0,17.0,7.0,12.0
immune,target_disjoint,0,1,LEF1,CXCL10,818,1295,0,-0.25591092744953464,-12.19899808166854,-12.19899808166854,2,0,1,1,0,17.0,13.0,15.0
immune,target_disjoint,0,1,LEF1,CXCL5,818,1157,0,-0.2766108172831744,-14.849576496210698,-14.849576496210698,2,0,1,1,0,17.0,9.0,13.0
immune,target_disjoint,0,1,LEF1,DACH1,818,4464,0,-0.24859796942814136,-9.106426647822108,-9.106426647822108,2,0,1,1,0,17.0,7.0,12.0
immune,target_disjoint,0,1,LEF1,DSG4,818,1451,1,-1.019988682454867,-19.500598734208385,-19.500598734208385,2,0,1,1,1,17.0,9.0,13.0
immune,target_disjoint,0,1,LEF1,EGFR,818,913,0,-0.255041661980843,-12.86174350457683,-12.86174350457683,2,0,1,1,0,17.0,12.0,14.5
immune,target_disjoint,0,1,LEF1,ELANE,818,1840,1,-1.019988682454867,-19.500598734208385,-19.500598734208385,3,1,1,1,1,17.0,8.0,12.5
immune,target_disjoint,0,1,LEF1,IFNB1,818,1373,0,-1.019988682454867,-19.500598734208385,-19.500598734208385,2,0,1,1,0,17.0,14.0,15.5
immune,target_disjoint,0,1,LEF1,LCN2,818,929,0,-0.2670193942932542,-15.167900967918984,-15.167900967918984,2,0,1,1,0,17.0,12.0,14.5
immune,target_disjoint,0,1,LEF1,PEA15,818,1109,0,-0.2789546633038328,-14.777531630259174,-14.777531630259174,2,0,1,1,0,17.0,8.0,12.5
immune,target_disjoint,0,1,LEF1,PIP,818,1076,0,-0.23657820183732703,-12.687801332651489,-12.687801332651489,2,0,1,1,0,17.0,8.0,12.5
immune,target_disjoint,0,1,LEF1,PTPN13,818,1152,0,-0.20538186586695756,-11.385536268418377,-11.385536268418377,2,0,1,1,0,17.0,12.0,14.5
immune,target_disjoint,0,1,LEF1,REPS2,818,1317,0,-0.2316480874871823,-12.390184215178886,-12.390184215178886,2,0,1,1,0,17.0,7.0,12.0
immune,target_disjoint,0,1,LEF1,S100A4,818,1789,0,-0.24891895478321088,-13.283062103553993,-13.283062103553993,2,0,1,1,0,17.0,9.0,13.0
immune,target_disjoint,0,1,LEF1,ZEB1,818,931,0,-0.2521706540968692,-11.813375410961818,-11.813375410961818,2,0,1,1,0,17.0,10.0,13.5
immune,target_disjoint,0,1,LYL1,ABCA1,305,1199,0,-0.225657350588911,-10.933633586997516,-10.933633586997516,2,0,1,1,0,12.0,10.0,11.0
immune,target_disjoint,0,1,LYL1,ALAS2,305,1057,0,-0.21635994575470088,-10.640939641218855,-10.640939641218855,2,0,1,1,0,12.0,7.0,9.5
immune,target_disjoint,0,1,LYL1,CFI,305,2033,0,-0.2597294983804517,-14.432122926319956,-14.432122926319956,2,0,1,1,0,12.0,9.0,10.5
immune,target_disjoint,0,1,LYL1,COL1A2,305,1190,0,-0.24491517160158918,-12.594776182295055,-12.594776182295055,2,0,1,1,0,12.0,12.0,12.0
immune,target_disjoint,0,1,LYL1,CSF2,305,1183,0,-0.253228091519197,-13.448862404355848,-13.448862404355848,2,0,1,1,0,12.0,12.0,12.0
immune,target_disjoint,0,1,LYL1,CTSB,305,1192,0,-0.21780011031941007,-11.437752278791232,-11.437752278791232,2,0,1,1,0,12.0,9.0,10.5
immune,target_disjoint,0,1,LYL1,ERG,305,1044,1,-0.2325720669853021,-12.40211850931245,-12.40211850931245,3,1,1,1,1,12.0,10.0,11.0
immune,target_disjoint,0,1,LYL1,MKI67,305,941,0,-0.18334897897930671,-9.338424452051925,-9.338424452051925,2,0,1,1,0,12.0,9.0,10.5
immune,target_disjoint,0,1,LYL1,MS4A2,305,952,0,-0.1791584648631355,-9.235063474467648,-9.235063474467648,2,0,1,1,0,12.0,7.0,9.5
immune,target_disjoint,0,1,LYL1,PSG7,305,2398,0,-1.016245154600278,-19.186252405276733,-19.186252405276733,1,0,0,1,0,12.0,10.0,11.0
immune,target_disjoint,0,1,LYL1,STAT4,305,805,0,-0.25812233712422644,-14.358984952968138,-14.358984952968138,2,0,1,1,0,12.0,10.0,11.0
immune,target_disjoint,0,1,LYL1,WT1,305,1659,0,-0.22988606868440742,-11.970927991198105,-11.970927991198105,2,0,1,1,0,12.0,10.0,11.0
immune,target_disjoint,0,1,MAF,CCL11,1505,1385,0,-1.0199870111335405,-19.347045551474103,-19.347045551474103,2,0,1,1,0,6.0,8.0,7.0
immune,target_disjoint,0,1,MAF,CCL5,1505,4321,0,-0.26199539797804483,-12.389719033709591,-12.389719033709591,2,0,1,1,0,6.0,13.0,9.5
immune,target_disjoint,0,1,MAF,DACT2,1505,1185,0,-1.0199870111335405,-19.347045551474103,-19.347045551474103,2,0,1,1,0,6.0,13.0,9.5
immune,target_disjoint,0,1,MAF,GFI1B,1505,1212,0,-0.2635990574739208,-13.204308829498444,-13.204308829498444,2,0,1,1,0,6.0,10.0,8.0
immune,target_disjoint,0,1,MAF,MMP13,1505,794,1,-0.24964344689469814,-13.806202547662233,-13.806202547662233,2,1,0,1,1,6.0,19.0,12.5
immune,target_disjoint,0,1,MAF,PSG7,1505,2398,0,-1.0199870111335405,-19.347045551474103,-19.347045551474103,1,0,0,1,0,6.0,10.0,8.0
immune,target_disjoint,0,1,MAL,ABCA1,1378,1199,0,-0.22862519837436204,-13.425689292783293,-13.425689292783293,1,0,1,0,0,15.0,10.0,12.5
immune,target_disjoint,0,1,MAL,CDH2,1378,1340,0,-0.25328174457973324,-14.28296875733941,-14.28296875733941,1,0,1,0,0,15.0,10.0,12.5
immune,target_disjoint,0,1,MAL,CEBPB,1378,1388,0,-0.2611571338698846,-15.371527920582547,-15.371527920582547,1,0,1,0,0,15.0,5.0,10.0
immune,target_disjoint,0,1,MAL,CXCL5,1378,1157,0,-0.26275714128991046,-14.193977139220012,-14.193977139220012,1,0,1,0,0,15.0,9.0,12.0
immune,target_disjoint,0,1,MAL,CXCL8,1378,1298,0,-0.2506098328817723,-14.784275648316655,-14.784275648316655,1,0,1,0,0,15.0,22.0,18.5
immune,target_disjoint,0,1,MAL,CXCR1,1378,1139,0,-0.24840911555061548,-14.663427762609002,-14.663427762609002,1,0,1,0,0,15.0,11.0,13.0
immune,target_disjoint,0,1,MAL,DRD2,1378,949,0,-0.1896603943079058,-10.777744098872851,-10.777744098872851,1,0,1,0,0,15.0,9.0,12.0
immune,target_disjoint,0,1,MAL,ETS2,1378,1045,0,-0.25483217864875907,-15.692690990967007,-15.692690990967007,1,0,1,0,0,15.0,13.0,14.0
immune,target_disjoint,0,1,MAL,FABP4,1378,1329,0,-0.2747775391623354,-13.559772919496941,-13.559772919496941,1,0,1,0,0,15.0,10.0,12.5
immune,target_disjoint,0,1,MAL,FOS,1378,1330,0,-0.2918825320070083,-14.460065836203453,-14.460065836203453,1,0,1,0,0,15.0,16.0,15.5
immune,target_disjoint,0,1,MAL,PBX1,1378,1670,0,-0.26966357899595633,-15.327025613170026,-15.327025613170026,1,0,1,0,0,15.0,11.0,13.0
immune,target_disjoint,0,1,MAL,PLIN2,1378,924,0,-0.25857174015435846,-14.133211557218656,-14.133211557218656,1,0,1,0,0,15.0,10.0,12.5
immune,target_disjoint,0,1,MAL,RELN,1378,1769,0,-0.25477588105901217,-15.39535081299029,-15.39535081299029,1,0,1,0,0,15.0,10.0,12.5
immune,target_disjoint,0,1,MAL,REPS2,1378,1317,0,-0.2403125362778497,-12.953607770001748,-12.953607770001748,1,0,1,0,0,15.0,7.0,11.0
immune,target_disjoint,0,1,MAL,THBD,1378,1507,0,-0.2690946560882989,-14.703619338689329,-14.703619338689329,1,0,1,0,0,15.0,10.0,12.5
immune,target_disjoint,0,1,MEF2C,ACTA1,152,876,0,-0.18376059084472574,-9.516097460824943,-9.516097460824943,2,0,1,1,0,13.0,8.0,10.5
immune,target_disjoint,0,1,MEF2C,ANPEP,152,1235,0,-0.17543844130760017,-10.636395331837404,-10.636395331837404,2,0,1,1,0,13.0,14.0,13.5
immune,target_disjoint,0,1,MEF2C,CTLA4,152,1147,0,-0.22422253062071837,-11.99429327320531,-11.99429327320531,2,0,1,1,0,13.0,7.0,10.0
immune,target_disjoint,0,1,MEF2C,CTNNB1,152,1266,0,-0.1829343434467727,-9.237583431812777,-9.237583431812777,2,0,1,1,0,13.0,11.0,12.0
immune,target_disjoint,0,1,MEF2C,ELANE,152,1840,0,-1.012949707139209,-19.316080886561437,-19.316080886561437,2,0,1,1,0,13.0,8.0,10.5
immune,target_disjoint,0,1,MEF2C,HBA2,152,1749,0,-0.24250548338494496,-11.855510295869157,-11.855510295869157,2,0,1,1,0,13.0,5.0,9.0
immune,target_disjoint,0,1,MEF2C,HP,152,3817,0,-0.251189767355385,-12.28055776269197,-12.28055776269197,2,0,1,1,0,13.0,13.0,13.0
immune,target_disjoint,0,1,MEF2C,HSPA1A,152,1994,0,-0.15688872882852498,-8.380045838351094,-8.380045838351094,2,0,1,1,0,13.0,7.0,10.0
immune,target_disjoint,0,1,MEF2C,JUN,152,1493,1,-0.24385429954457494,-10.593244451421134,-10.593244451421134,3,1,1,1,1,13.0,10.0,11.5
immune,target_disjoint,0,1,MEF2C,KRT19,152,1357,0,-0.23285005364057795,-12.595872511291509,-12.595872511291509,2,0,1,1,0,13.0,9.0,11.0
immune,target_disjoint,0,1,MEF2C,LTB,152,2630,0,-0.20054158429518162,-9.259848782231199,-9.259848782231199,1,0,0,1,0,13.0,7.0,10.0
immune,target_disjoint,0,1,MEF2C,SAA1,152,1420,0,-0.2434216848609637,-12.100226377820423,-12.100226377820423,2,0,1,1,0,13.0,11.0,12.0
immune,target_disjoint,0,1,MEF2C,THBD,152,1507,0,-0.24404425767596494,-12.939068319684045,-12.939068319684045,2,0,1,1,0,13.0,10.0,11.5
immune,target_disjoint,0,1,MSX2,BCL2,524,1370,1,-0.2353174778083808,-12.722201877777016,-12.722201877777016,2,0,1,1,1,18.0,20.0,19.0
immune,target_disjoint,0,1,MSX2,CCL5,524,4321,0,-0.25804132640915395,-14.851270322948418,-14.851270322948418,2,0,1,1,0,18.0,13.0,15.5
immune,target_disjoint,0,1,MSX2,CDH2,524,1340,1,-0.24395931311165833,-13.329389829655097,-13.329389829655097,2,0,1,1,1,18.0,10.0,14.0
immune,target_disjoint,0,1,MSX2,COL1A2,524,1190,0,-0.2390190859416384,-13.028280132223488,-13.028280132223488,2,0,1,1,0,18.0,12.0,15.0
