domain,seed_tag,split_regime,layer,n_edges,n_positive,n_unique_genes,pca_dim,knn_k,used_component_bridging,diffusion_t,auc_diffusion,auc_euclidean,auc_geodesic,best_diffusion_t,best_diffusion_auc,best_baseline_auc,delta_best_diffusion_minus_best_baseline,p_delta_best_diffusion_upper,null_mean_delta,null_std_delta,is_best_t
external_lung,seed42_main,target_disjoint,0,2188,1204,320,24,24,True,4,0.5305376050022959,0.5275445331280555,0.5275445331280555,1,0.5469425255921995,0.5275445331280555,0.019397992464143976,0.04419889502762431,0.00286295849877103,0.008878156576642912,False
external_lung,seed42_main,target_disjoint,0,2188,1204,320,24,24,True,8,0.5325692812575966,0.5275445331280555,0.5275445331280555,1,0.5469425255921995,0.5275445331280555,0.019397992464143976,0.04419889502762431,0.00286295849877103,0.008878156576642912,False
external_lung,seed42_main,target_disjoint,3,2188,1204,320,24,24,True,1,0.5357155518191394,0.5194520129379036,0.5194520129379036,1,0.5357155518191394,0.5194520129379036,0.016263538881235884,0.08839779005524862,0.0038713594327249973,0.008715881201948912,True
external_lung,seed42_main,target_disjoint,3,2188,1204,320,24,24,True,2,0.5308781872079518,0.5194520129379036,0.5194520129379036,1,0.5357155518191394,0.5194520129379036,0.016263538881235884,0.08839779005524862,0.0038713594327249973,0.008715881201948912,False
external_lung,seed42_main,target_disjoint,3,2188,1204,320,24,24,True,4,0.5298965339113524,0.5194520129379036,0.5194520129379036,1,0.5357155518191394,0.5194520129379036,0.016263538881235884,0.08839779005524862,0.0038713594327249973,0.008715881201948912,False
external_lung,seed42_main,target_disjoint,3,2188,1204,320,24,24,True,8,0.5306726561866948,0.5194520129379036,0.5194520129379036,1,0.5357155518191394,0.5194520129379036,0.016263538881235884,0.08839779005524862,0.0038713594327249973,0.008715881201948912,False
external_lung,seed42_main,target_disjoint,7,2188,1204,320,24,24,True,1,0.5383161311887206,0.5197001694892365,0.5197001694892365,1,0.5383161311887206,0.5197001694892365,0.018615961699484096,0.03867403314917127,0.0034060401079509034,0.008290014962169067,True
external_lung,seed42_main,target_disjoint,7,2188,1204,320,24,24,True,2,0.5319172372579208,0.5197001694892365,0.5197001694892365,1,0.5383161311887206,0.5197001694892365,0.018615961699484096,0.03867403314917127,0.0034060401079509034,0.008290014962169067,False
external_lung,seed42_main,target_disjoint,7,2188,1204,320,24,24,True,4,0.5304937133673662,0.5197001694892365,0.5197001694892365,1,0.5383161311887206,0.5197001694892365,0.018615961699484096,0.03867403314917127,0.0034060401079509034,0.008290014962169067,False
external_lung,seed42_main,target_disjoint,7,2188,1204,320,24,24,True,8,0.5335741464765147,0.5197001694892365,0.5197001694892365,1,0.5383161311887206,0.5197001694892365,0.018615961699484096,0.03867403314917127,0.0034060401079509034,0.008290014962169067,False
external_lung,seed42_main,target_disjoint,11,2188,1204,320,24,24,True,1,0.5457642040083192,0.5160018772114632,0.5160018772114632,1,0.5457642040083192,0.5160018772114632,0.029762326796855976,0.0055248618784530384,0.0030545998808548494,0.009146144796080545,True
external_lung,seed42_main,target_disjoint,11,2188,1204,320,24,24,True,2,0.5448424796747968,0.5160018772114632,0.5160018772114632,1,0.5457642040083192,0.5160018772114632,0.029762326796855976,0.0055248618784530384,0.0030545998808548494,0.009146144796080545,False
external_lung,seed42_main,target_disjoint,11,2188,1204,320,24,24,True,4,0.5419093367636334,0.5160018772114632,0.5160018772114632,1,0.5457642040083192,0.5160018772114632,0.029762326796855976,0.0055248618784530384,0.0030545998808548494,0.009146144796080545,False
external_lung,seed42_main,target_disjoint,11,2188,1204,320,24,24,True,8,0.5411412331523647,0.5160018772114632,0.5160018772114632,1,0.5457642040083192,0.5160018772114632,0.029762326796855976,0.0055248618784530384,0.0030545998808548494,0.009146144796080545,False
external_lung,seed43,source_disjoint,0,1497,564,318,24,24,True,1,0.5534100324584008,0.5379903917052442,0.5379903917052442,8,0.557918671562032,0.5379903917052442,0.0199282798567878,0.09392265193370165,0.003861519269377694,0.01231522853844974,False
external_lung,seed43,source_disjoint,0,1497,564,318,24,24,True,2,0.5485051652185812,0.5379903917052442,0.5379903917052442,8,0.557918671562032,0.5379903917052442,0.0199282798567878,0.09392265193370165,0.003861519269377694,0.01231522853844974,False
external_lung,seed43,source_disjoint,0,1497,564,318,24,24,True,4,0.5525320593220984,0.5379903917052442,0.5379903917052442,8,0.557918671562032,0.5379903917052442,0.0199282798567878,0.09392265193370165,0.003861519269377694,0.01231522853844974,False
external_lung,seed43,source_disjoint,0,1497,564,318,24,24,True,8,0.557918671562032,0.5379903917052442,0.5379903917052442,8,0.557918671562032,0.5379903917052442,0.0199282798567878,0.09392265193370165,0.003861519269377694,0.01231522853844974,True
external_lung,seed43,source_disjoint,3,1497,564,318,24,24,True,1,0.5593895616215517,0.5446588067166845,0.5446588067166845,1,0.5593895616215517,0.5446588067166845,0.014730754904867194,0.17679558011049723,0.0032580394298200033,0.012064698768129841,True
external_lung,seed43,source_disjoint,3,1497,564,318,24,24,True,2,0.5498905384141752,0.5446588067166845,0.5446588067166845,1,0.5593895616215517,0.5446588067166845,0.014730754904867194,0.17679558011049723,0.0032580394298200033,0.012064698768129841,False
external_lung,seed43,source_disjoint,3,1497,564,318,24,24,True,4,0.551537213138431,0.5446588067166845,0.5446588067166845,1,0.5593895616215517,0.5446588067166845,0.014730754904867194,0.17679558011049723,0.0032580394298200033,0.012064698768129841,False
external_lung,seed43,source_disjoint,3,1497,564,318,24,24,True,8,0.5558225582084787,0.5446588067166845,0.5446588067166845,1,0.5593895616215517,0.5446588067166845,0.014730754904867194,0.17679558011049723,0.0032580394298200033,0.012064698768129841,False
external_lung,seed43,source_disjoint,7,1497,564,318,24,24,True,1,0.5590883522230584,0.5515106078918762,0.5515106078918762,1,0.5590883522230584,0.5515106078918762,0.00757774433118219,0.30386740331491713,0.0017413028293623923,0.012187422159418685,True
external_lung,seed43,source_disjoint,7,1497,564,318,24,24,True,2,0.5501366369448055,0.5515106078918762,0.5515106078918762,1,0.5590883522230584,0.5515106078918762,0.00757774433118219,0.30386740331491713,0.0017413028293623923,0.012187422159418685,False
external_lung,seed43,source_disjoint,7,1497,564,318,24,24,True,4,0.5502402073688931,0.5515106078918762,0.5515106078918762,1,0.5590883522230584,0.5515106078918762,0.00757774433118219,0.30386740331491713,0.0017413028293623923,0.012187422159418685,False
external_lung,seed43,source_disjoint,7,1497,564,318,24,24,True,8,0.5531962402985868,0.5515106078918762,0.5515106078918762,1,0.5590883522230584,0.5515106078918762,0.00757774433118219,0.30386740331491713,0.0017413028293623923,0.012187422159418685,False
external_lung,seed43,source_disjoint,11,1497,564,318,24,24,True,1,0.5531287769948234,0.5449533648035393,0.5449533648035393,1,0.5531287769948234,0.5449533648035393,0.008175412191284148,0.3314917127071823,0.003598966660669927,0.011948041079261843,True
external_lung,seed43,source_disjoint,11,1497,564,318,24,24,True,2,0.5490021132167263,0.5449533648035393,0.5449533648035393,1,0.5531287769948234,0.5449533648035393,0.008175412191284148,0.3314917127071823,0.003598966660669927,0.011948041079261843,False
external_lung,seed43,source_disjoint,11,1497,564,318,24,24,True,4,0.5451823599613843,0.5449533648035393,0.5449533648035393,1,0.5531287769948234,0.5449533648035393,0.008175412191284148,0.3314917127071823,0.003598966660669927,0.011948041079261843,False
external_lung,seed43,source_disjoint,11,1497,564,318,24,24,True,8,0.5447424232058562,0.5449533648035393,0.5449533648035393,1,0.5531287769948234,0.5449533648035393,0.008175412191284148,0.3314917127071823,0.003598966660669927,0.011948041079261843,False
external_lung,seed43,target_disjoint,0,2144,1191,320,24,24,True,1,0.5155463809984466,0.49847580181194573,0.49847580181194573,1,0.5155463809984466,0.49847580181194573,0.0170705791865009,0.1270718232044199,0.004453668927120127,0.00996689527612024,True
external_lung,seed43,target_disjoint,0,2144,1191,320,24,24,True,2,0.5035369327317596,0.49847580181194573,0.49847580181194573,1,0.5155463809984466,0.49847580181194573,0.0170705791865009,0.1270718232044199,0.004453668927120127,0.00996689527612024,False
external_lung,seed43,target_disjoint,0,2144,1191,320,24,24,True,4,0.49853571249216977,0.49847580181194573,0.49847580181194573,1,0.5155463809984466,0.49847580181194573,0.0170705791865009,0.1270718232044199,0.004453668927120127,0.00996689527612024,False
external_lung,seed43,target_disjoint,0,2144,1191,320,24,24,True,8,0.5024136074775577,0.49847580181194573,0.49847580181194573,1,0.5155463809984466,0.49847580181194573,0.0170705791865009,0.1270718232044199,0.004453668927120127,0.00996689527612024,False
external_lung,seed43,target_disjoint,3,2144,1191,320,24,24,True,1,0.5073566791157536,0.48999447588286754,0.48999447588286754,1,0.5073566791157536,0.48999447588286754,0.01736220323288601,0.09944751381215469,0.004323248173042409,0.009728542582945884,True
external_lung,seed43,target_disjoint,3,2144,1191,320,24,24,True,2,0.4941358016533585,0.48999447588286754,0.48999447588286754,1,0.5073566791157536,0.48999447588286754,0.01736220323288601,0.09944751381215469,0.004323248173042409,0.009728542582945884,False
external_lung,seed43,target_disjoint,3,2144,1191,320,24,24,True,4,0.489124008940788,0.48999447588286754,0.48999447588286754,1,0.5073566791157536,0.48999447588286754,0.01736220323288601,0.09944751381215469,0.004323248173042409,0.009728542582945884,False
external_lung,seed43,target_disjoint,3,2144,1191,320,24,24,True,8,0.48987553556183444,0.48999447588286754,0.48999447588286754,1,0.5073566791157536,0.48999447588286754,0.01736220323288601,0.09944751381215469,0.004323248173042409,0.009728542582945884,False
external_lung,seed43,target_disjoint,7,2144,1191,320,24,24,True,1,0.5037294398439502,0.4873372610070456,0.4873372610070456,1,0.5037294398439502,0.4873372610070456,0.016392178836904636,0.06629834254143646,0.003137645668854292,0.008883289367266317,True
external_lung,seed43,target_disjoint,7,2144,1191,320,24,24,True,2,0.48877599837183916,0.4873372610070456,0.4873372610070456,1,0.5037294398439502,0.4873372610070456,0.016392178836904636,0.06629834254143646,0.003137645668854292,0.008883289367266317,False
external_lung,seed43,target_disjoint,7,2144,1191,320,24,24,True,4,0.48593068158090186,0.4873372610070456,0.4873372610070456,1,0.5037294398439502,0.4873372610070456,0.016392178836904636,0.06629834254143646,0.003137645668854292,0.008883289367266317,False
external_lung,seed43,target_disjoint,7,2144,1191,320,24,24,True,8,0.4870804380175556,0.4873372610070456,0.4873372610070456,1,0.5037294398439502,0.4873372610070456,0.016392178836904636,0.06629834254143646,0.003137645668854292,0.008883289367266317,False
external_lung,seed43,target_disjoint,11,2144,1191,320,24,24,True,1,0.5054677306098643,0.4871029045226396,0.4871029045226396,1,0.5054677306098643,0.4871029045226396,0.018364826087224673,0.055248618784530384,0.004348450794976561,0.00833372492371375,True
external_lung,seed43,target_disjoint,11,2144,1191,320,24,24,True,2,0.49223804275331867,0.4871029045226396,0.4871029045226396,1,0.5054677306098643,0.4871029045226396,0.018364826087224673,0.055248618784530384,0.004348450794976561,0.00833372492371375,False
external_lung,seed43,target_disjoint,11,2144,1191,320,24,24,True,4,0.48959140035047743,0.4871029045226396,0.4871029045226396,1,0.5054677306098643,0.4871029045226396,0.018364826087224673,0.055248618784530384,0.004348450794976561,0.00833372492371375,False
external_lung,seed43,target_disjoint,11,2144,1191,320,24,24,True,8,0.49022134353224556,0.4871029045226396,0.4871029045226396,1,0.5054677306098643,0.4871029045226396,0.018364826087224673,0.055248618784530384,0.004348450794976561,0.00833372492371375,False
external_lung,seed44,source_disjoint,0,1528,590,316,24,24,True,1,0.5612500451736475,0.5515223519207835,0.5515223519207835,2,0.5689946153012179,0.5515223519207835,0.017472263380434394,0.11602209944751381,0.005119509394110956,0.01008809280610147,False
external_lung,seed44,source_disjoint,0,1528,590,316,24,24,True,2,0.5689946153012179,0.5515223519207835,0.5515223519207835,2,0.5689946153012179,0.5515223519207835,0.017472263380434394,0.11602209944751381,0.005119509394110956,0.01008809280610147,True
external_lung,seed44,source_disjoint,0,1528,590,316,24,24,True,4,0.5680143471504463,0.5515223519207835,0.5515223519207835,2,0.5689946153012179,0.5515223519207835,0.017472263380434394,0.11602209944751381,0.005119509394110956,0.01008809280610147,False
external_lung,seed44,source_disjoint,0,1528,590,316,24,24,True,8,0.5681281847421488,0.5515223519207835,0.5515223519207835,2,0.5689946153012179,0.5515223519207835,0.017472263380434394,0.11602209944751381,0.005119509394110956,0.01008809280610147,False
external_lung,seed44,source_disjoint,3,1528,590,316,24,24,True,1,0.5547332947851542,0.5487857323551733,0.5487857323551733,2,0.5591991615771024,0.5487857323551733,0.010413429221929116,0.281767955801105,0.0048514740663108975,0.011073267307319326,False
external_lung,seed44,source_disjoint,3,1528,590,316,24,24,True,2,0.5591991615771024,0.5487857323551733,0.5487857323551733,2,0.5591991615771024,0.5487857323551733,0.010413429221929116,0.281767955801105,0.0048514740663108975,0.011073267307319326,True
external_lung,seed44,source_disjoint,3,1528,590,316,24,24,True,4,0.5579306855552746,0.5487857323551733,0.5487857323551733,2,0.5591991615771024,0.5487857323551733,0.010413429221929116,0.281767955801105,0.0048514740663108975,0.011073267307319326,False
external_lung,seed44,source_disjoint,3,1528,590,316,24,24,True,8,0.5586137111054895,0.5487857323551733,0.5487857323551733,2,0.5591991615771024,0.5487857323551733,0.010413429221929116,0.281767955801105,0.0048514740663108975,0.011073267307319326,False
external_lung,seed44,source_disjoint,7,1528,590,316,24,24,True,1,0.5442882440099743,0.5517599653066387,0.5517599653066387,2,0.5534015756568249,0.5517599653066387,0.0016416103501861734,0.6022099447513812,0.0043440987154622366,0.008501456181032983,False
external_lung,seed44,source_disjoint,7,1528,590,316,24,24,True,2,0.5534015756568249,0.5517599653066387,0.5517599653066387,2,0.5534015756568249,0.5517599653066387,0.0016416103501861734,0.6022099447513812,0.0043440987154622366,0.008501456181032983,True
external_lung,seed44,source_disjoint,7,1528,590,316,24,24,True,4,0.5511835495645261,0.5517599653066387,0.5517599653066387,2,0.5534015756568249,0.5517599653066387,0.0016416103501861734,0.6022099447513812,0.0043440987154622366,0.008501456181032983,False
external_lung,seed44,source_disjoint,7,1528,590,316,24,24,True,8,0.5531720935275197,0.5517599653066387,0.5517599653066387,2,0.5534015756568249,0.5517599653066387,0.0016416103501861734,0.6022099447513812,0.0043440987154622366,0.008501456181032983,False
external_lung,seed44,source_disjoint,11,1528,590,316,24,24,True,1,0.5416040258754653,0.5309918326045319,0.5309918326045319,8,0.5421768277257779,0.5309918326045319,0.011184995121246044,0.2430939226519337,0.004888606804556718,0.009080332676638436,False
external_lung,seed44,source_disjoint,11,1528,590,316,24,24,True,2,0.5406481514943443,0.5309918326045319,0.5309918326045319,8,0.5421768277257779,0.5309918326045319,0.011184995121246044,0.2430939226519337,0.004888606804556718,0.009080332676638436,False
external_lung,seed44,source_disjoint,11,1528,590,316,24,24,True,4,0.5402153879512848,0.5309918326045319,0.5309918326045319,8,0.5421768277257779,0.5309918326045319,0.011184995121246044,0.2430939226519337,0.004888606804556718,0.009080332676638436,False
external_lung,seed44,source_disjoint,11,1528,590,316,24,24,True,8,0.5421768277257779,0.5309918326045319,0.5309918326045319,8,0.5421768277257779,0.5309918326045319,0.011184995121246044,0.2430939226519337,0.004888606804556718,0.009080332676638436,True
external_lung,seed44,target_disjoint,0,2182,1208,320,24,24,True,1,0.5244541013367421,0.515940954893455,0.515940954893455,2,0.526085507975577,0.515940954893455,0.010144553082121921,0.2596685082872928,0.004453146129763859,0.00909979196103815,False
external_lung,seed44,target_disjoint,0,2182,1208,320,24,24,True,2,0.526085507975577,0.515940954893455,0.515940954893455,2,0.526085507975577,0.515940954893455,0.010144553082121921,0.2596685082872928,0.004453146129763859,0.00909979196103815,True
external_lung,seed44,target_disjoint,0,2182,1208,320,24,24,True,4,0.5227666004868299,0.515940954893455,0.515940954893455,2,0.526085507975577,0.515940954893455,0.010144553082121921,0.2596685082872928,0.004453146129763859,0.00909979196103815,False
external_lung,seed44,target_disjoint,0,2182,1208,320,24,24,True,8,0.5210009077063247,0.515940954893455,0.515940954893455,2,0.526085507975577,0.515940954893455,0.010144553082121921,0.2596685082872928,0.004453146129763859,0.00909979196103815,False
external_lung,seed44,target_disjoint,3,2182,1208,320,24,24,True,1,0.516591562750724,0.5024366985327114,0.5024366985327114,2,0.5187613888246733,0.5024366985327114,0.01632469029196182,0.09944751381215469,0.005024719226753583,0.0091828896936784,False
external_lung,seed44,target_disjoint,3,2182,1208,320,24,24,True,2,0.5187613888246733,0.5024366985327114,0.5024366985327114,2,0.5187613888246733,0.5024366985327114,0.01632469029196182,0.09944751381215469,0.005024719226753583,0.0091828896936784,True
external_lung,seed44,target_disjoint,3,2182,1208,320,24,24,True,4,0.5168286882793696,0.5024366985327114,0.5024366985327114,2,0.5187613888246733,0.5024366985327114,0.01632469029196182,0.09944751381215469,0.005024719226753583,0.0091828896936784,False
external_lung,seed44,target_disjoint,3,2182,1208,320,24,24,True,8,0.5171648285896895,0.5024366985327114,0.5024366985327114,2,0.5187613888246733,0.5024366985327114,0.01632469029196182,0.09944751381215469,0.005024719226753583,0.0091828896936784,False
external_lung,seed44,target_disjoint,7,2182,1208,320,24,24,True,1,0.5345659327957355,0.5118214300284211,0.5118214300284211,1,0.5345659327957355,0.5118214300284211,0.022744502767314434,0.0055248618784530384,0.004413632290925358,0.007779762760704696,True
external_lung,seed44,target_disjoint,7,2182,1208,320,24,24,True,2,0.5223722411847097,0.5118214300284211,0.5118214300284211,1,0.5345659327957355,0.5118214300284211,0.022744502767314434,0.0055248618784530384,0.004413632290925358,0.007779762760704696,False
external_lung,seed44,target_disjoint,7,2182,1208,320,24,24,True,4,0.51853573711193,0.5118214300284211,0.5118214300284211,1,0.5345659327957355,0.5118214300284211,0.022744502767314434,0.0055248618784530384,0.004413632290925358,0.007779762760704696,False
external_lung,seed44,target_disjoint,7,2182,1208,320,24,24,True,8,0.51741087819737,0.5118214300284211,0.5118214300284211,1,0.5345659327957355,0.5118214300284211,0.022744502767314434,0.0055248618784530384,0.004413632290925358,0.007779762760704696,False
external_lung,seed44,target_disjoint,11,2182,1208,320,24,24,True,1,0.5220356759182453,0.5121261235840462,0.5121261235840462,2,0.5230491963229394,0.5121261235840462,0.010923072738893258,0.1712707182320442,0.003739236333032641,0.007908667164404084,False
external_lung,seed44,target_disjoint,11,2182,1208,320,24,24,True,2,0.5230491963229394,0.5121261235840462,0.5121261235840462,2,0.5230491963229394,0.5121261235840462,0.010923072738893258,0.1712707182320442,0.003739236333032641,0.007908667164404084,True
external_lung,seed44,target_disjoint,11,2182,1208,320,24,24,True,4,0.5219621585052423,0.5121261235840462,0.5121261235840462,2,0.5230491963229394,0.5121261235840462,0.010923072738893258,0.1712707182320442,0.003739236333032641,0.007908667164404084,False
external_lung,seed44,target_disjoint,11,2182,1208,320,24,24,True,8,0.520660092878415,0.5121261235840462,0.5121261235840462,2,0.5230491963229394,0.5121261235840462,0.010923072738893258,0.1712707182320442,0.003739236333032641,0.007908667164404084,False
immune,seed42_main,source_disjoint,0,1503,356,320,24,24,True,1,0.6313955310874485,0.59607745657945,0.59607745657945,1,0.6313955310874485,0.59607745657945,0.03531807450799851,0.03314917127071823,0.006364394931357597,0.013776547398061792,True
immune,seed42_main,source_disjoint,0,1503,356,320,24,24,True,2,0.6172550767512711,0.59607745657945,0.59607745657945,1,0.6313955310874485,0.59607745657945,0.03531807450799851,0.03314917127071823,0.006364394931357597,0.013776547398061792,False
immune,seed42_main,source_disjoint,0,1503,356,320,24,24,True,4,0.5952901070697374,0.59607745657945,0.59607745657945,1,0.6313955310874485,0.59607745657945,0.03531807450799851,0.03314917127071823,0.006364394931357597,0.013776547398061792,False
immune,seed42_main,source_disjoint,0,1503,356,320,24,24,True,8,0.5806488347717054,0.59607745657945,0.59607745657945,1,0.6313955310874485,0.59607745657945,0.03531807450799851,0.03314917127071823,0.006364394931357597,0.013776547398061792,False
immune,seed42_main,source_disjoint,3,1503,356,320,24,24,True,1,0.5976056248346934,0.5929072421460968,0.5929072421460968,2,0.6179114054249972,0.5929072421460968,0.025004163278900426,0.07734806629834254,0.0049553359085798415,0.013277003318746173,False
immune,seed42_main,source_disjoint,3,1503,356,320,24,24,True,2,0.6179114054249972,0.5929072421460968,0.5929072421460968,2,0.6179114054249972,0.5929072421460968,0.025004163278900426,0.07734806629834254,0.0049553359085798415,0.013277003318746173,True
immune,seed42_main,source_disjoint,3,1503,356,320,24,24,True,4,0.6070672883829825,0.5929072421460968,0.5929072421460968,2,0.6179114054249972,0.5929072421460968,0.025004163278900426,0.07734806629834254,0.0049553359085798415,0.013277003318746173,False
immune,seed42_main,source_disjoint,3,1503,356,320,24,24,True,8,0.6027227844009286,0.5929072421460968,0.5929072421460968,2,0.6179114054249972,0.5929072421460968,0.025004163278900426,0.07734806629834254,0.0049553359085798415,0.013277003318746173,False
immune,seed42_main,source_disjoint,7,1503,356,320,24,24,True,1,0.5820729210544361,0.5851659923787506,0.5851659923787506,2,0.6046195252882459,0.5851659923787506,0.019453532909495364,0.11602209944751381,0.0037243931136645924,0.013080704704624422,False
immune,seed42_main,source_disjoint,7,1503,356,320,24,24,True,2,0.6046195252882459,0.5851659923787506,0.5851659923787506,2,0.6046195252882459,0.5851659923787506,0.019453532909495364,0.11602209944751381,0.0037243931136645924,0.013080704704624422,True
immune,seed42_main,source_disjoint,7,1503,356,320,24,24,True,4,0.6025036000117551,0.5851659923787506,0.5851659923787506,2,0.6046195252882459,0.5851659923787506,0.019453532909495364,0.11602209944751381,0.0037243931136645924,0.013080704704624422,False
immune,seed42_main,source_disjoint,7,1503,356,320,24,24,True,8,0.6006705328017399,0.5851659923787506,0.5851659923787506,2,0.6046195252882459,0.5851659923787506,0.019453532909495364,0.11602209944751381,0.0037243931136645924,0.013080704704624422,False
immune,seed42_main,source_disjoint,11,1503,356,320,24,24,True,1,0.6201179432422637,0.5911758079210054,0.5911758079210054,1,0.6201179432422637,0.5911758079210054,0.028942135321258222,0.022099447513812154,0.002255490358063747,0.011486217742833517,True
immune,seed42_main,source_disjoint,11,1503,356,320,24,24,True,2,0.6146701703515767,0.5911758079210054,0.5911758079210054,1,0.6201179432422637,0.5911758079210054,0.028942135321258222,0.022099447513812154,0.002255490358063747,0.011486217742833517,False
immune,seed42_main,source_disjoint,11,1503,356,320,24,24,True,4,0.6090950501062861,0.5911758079210054,0.5911758079210054,1,0.6201179432422637,0.5911758079210054,0.028942135321258222,0.022099447513812154,0.002255490358063747,0.011486217742833517,False
immune,seed42_main,source_disjoint,11,1503,356,320,24,24,True,8,0.6034587051712822,0.5911758079210054,0.5911758079210054,1,0.6201179432422637,0.5911758079210054,0.028942135321258222,0.022099447513812154,0.002255490358063747,0.011486217742833517,False
immune,seed42_main,target_disjoint,0,1465,357,227,24,24,True,1,0.6023786771026101,0.5833194288545743,0.5833194288545743,2,0.614556472408458,0.5833194288545743,0.03123704355388368,0.016574585635359115,0.005465969982056203,0.011742590299719271,False
immune,seed42_main,target_disjoint,0,1465,357,227,24,24,True,2,0.614556472408458,0.5833194288545743,0.5833194288545743,2,0.614556472408458,0.5833194288545743,0.03123704355388368,0.016574585635359115,0.005465969982056203,0.011742590299719271,True
immune,seed42_main,target_disjoint,0,1465,357,227,24,24,True,4,0.6046349947921408,0.5833194288545743,0.5833194288545743,2,0.614556472408458,0.5833194288545743,0.03123704355388368,0.016574585635359115,0.005465969982056203,0.011742590299719271,False
