domain,split_regime,perm_idx,null_interaction_coef,null_auc_delta
external_lung,source_disjoint,59,-0.036858658957449796,0.00014026866531602344
external_lung,source_disjoint,60,-0.03041868844465515,-3.0783599427763875e-05
external_lung,source_disjoint,61,0.06621812384526549,0.0004646581045665288
external_lung,source_disjoint,62,-0.018449065505579156,-2.6137018382055288e-05
external_lung,source_disjoint,63,0.00855383370485568,-3.6591825734788586e-05
external_lung,source_disjoint,64,0.010974191417055338,8.044393435291397e-05
external_lung,source_disjoint,65,0.024622621131544987,2.613701838172222e-05
external_lung,source_disjoint,66,0.03520104929585241,6.824665910809546e-05
external_lung,source_disjoint,67,-0.06096115478319944,0.00017308514395120156
external_lung,source_disjoint,68,0.06641111929048119,-0.00015333717450682904
external_lung,source_disjoint,69,-0.025566269851097192,0.00016030704607539192
external_lung,source_disjoint,70,0.029859284292593193,6.969871568673902e-06
external_lung,source_disjoint,71,0.0037042392996351117,-4.181922941104421e-05
external_lung,source_disjoint,72,0.12135368564825057,0.0012682262141516798
external_lung,source_disjoint,73,-0.06740344672458592,0.0002877976135159388
external_lung,source_disjoint,74,0.05614453300692994,0.00028053733063226893
external_lung,source_disjoint,75,-0.04257168800785554,-5.227403676255626e-06
external_lung,source_disjoint,76,-0.008651573678104728,2.9041131535123554e-06
external_lung,source_disjoint,77,0.08345265618423832,0.0003447182313254249
external_lung,source_disjoint,78,-0.0037460361672268035,3.949593888830094e-05
external_lung,source_disjoint,79,-0.03731576923291278,0.00016553444975175857
external_lung,source_disjoint,80,-0.031142589706691644,0.00024888249725851797
external_lung,source_disjoint,81,-0.06431268204164259,0.00022245506756113365
external_lung,source_disjoint,82,0.01051024255897817,8.305763619120832e-05
external_lung,source_disjoint,83,-0.018916310700035292,1.974796944415047e-05
external_lung,source_disjoint,84,0.0109540082402197,-4.0657584149617065e-05
external_lung,source_disjoint,85,-0.020168168886723355,3.2526067319960106e-05
external_lung,source_disjoint,86,0.023230972915760203,3.71726483652246e-05
external_lung,source_disjoint,87,-0.026638267895759765,0.00017018103079757818
external_lung,source_disjoint,88,0.010717645253028155,5.7501440439922114e-05
external_lung,source_disjoint,89,0.0034615556923815326,2.0328792074808533e-05
external_lung,source_disjoint,90,0.03420224029383557,7.841105514561075e-05
external_lung,source_disjoint,91,-0.007586664740570068,1.2197275244929529e-05
external_lung,source_disjoint,92,0.013508801568388051,4.4432931249116514e-05
external_lung,source_disjoint,93,-0.06890683737209738,0.00038101964574444036
external_lung,source_disjoint,94,-0.01992393848968486,0.00011674534877237353
external_lung,source_disjoint,95,0.03381986760532159,0.0002424934483208352
external_lung,source_disjoint,96,0.08983776684370513,0.0005215787223760149
external_lung,source_disjoint,97,-0.05027079915879379,0.00017947419288899535
external_lung,source_disjoint,98,0.018621554055918577,8.247681356066128e-05
external_lung,source_disjoint,99,0.014992272756052007,3.426853521171225e-05
external_lung,source_disjoint,100,0.12536871762676224,0.000674915896883066
external_lung,source_disjoint,101,-0.026873674175176814,-6.534254595469413e-05
external_lung,source_disjoint,102,0.013755298984384367,-1.3358920506245653e-05
external_lung,source_disjoint,103,0.007554224636615214,8.421928145208035e-06
external_lung,source_disjoint,104,-0.08389430003065894,0.00022942493912980755
external_lung,source_disjoint,105,-0.05916708447924112,6.330966674727989e-05
external_lung,source_disjoint,106,-0.035255944171251816,0.00017134267605911635
external_lung,source_disjoint,107,0.04208148442213013,8.886586249834405e-05
external_lung,source_disjoint,108,0.030818793370911323,7.318365146913308e-05
external_lung,source_disjoint,109,0.019186826398652962,-3.136442205819989e-05
external_lung,source_disjoint,110,-0.00870688228341384,2.2071259967004764e-05
external_lung,source_disjoint,111,-0.04891715229863027,-0.0001399782540006944
external_lung,source_disjoint,112,-0.025388569324627748,1.277809787558759e-05
external_lung,source_disjoint,113,0.07151667304378462,0.000594762373845259
external_lung,source_disjoint,114,-0.0593321020845919,0.00030609352638322207
external_lung,source_disjoint,115,0.042230200371827196,9.932066985107735e-05
external_lung,source_disjoint,116,0.05786561382993279,5.285485939443557e-05
external_lung,source_disjoint,117,-0.0891498187419161,0.0006197377469655541
external_lung,source_disjoint,118,-0.03985721381408089,0.0001591454008140758
external_lung,source_disjoint,119,0.03728544013363883,0.00019747969444083857
external_lung,source_disjoint,120,-0.012763992522430104,7.260282883891911e-06
external_lung,source_disjoint,121,-0.1357709013412568,0.0012850700704422069
external_lung,source_disjoint,122,0.07674943437586346,0.00044955671616841997
external_lung,source_disjoint,123,0.061860092378972616,0.0004518800066910522
external_lung,source_disjoint,124,0.011250234931336804,-9.293162091417173e-06
external_lung,source_disjoint,125,0.03685261050229983,0.00019573722654875336
external_lung,source_disjoint,126,-0.054759267336737395,-0.00010454807352755502
external_lung,source_disjoint,127,0.003101352883165098,4.065758415050524e-06
external_lung,source_disjoint,128,-0.013560780430268779,1.7424678923072534e-06
external_lung,source_disjoint,129,-0.030158810676897706,-5.808226306580622e-07
external_lung,source_disjoint,130,-0.10789075680459043,0.00010948506588848161
external_lung,source_disjoint,131,-0.04497256798826146,0.0002799565080013888
external_lung,source_disjoint,132,-0.000403830841517235,6.9698715684518575e-06
external_lung,source_disjoint,133,0.01743734866342914,2.6717841012602328e-05
external_lung,source_disjoint,134,-0.054146958852932484,-2.6717841012602328e-05
external_lung,source_disjoint,135,-0.08486177178220186,0.00035226892552464584
external_lung,source_disjoint,136,0.02755293147501202,-4.2400052041813296e-05
external_lung,source_disjoint,137,-0.03517700865362429,0.00016669609501329674
external_lung,source_disjoint,138,-0.04631292373984637,0.00015740293292165752
external_lung,source_disjoint,139,-0.04603594084239652,0.00010251519432014078
external_lung,source_disjoint,140,-0.039634466855031594,0.00013533167295498583
external_lung,source_disjoint,141,-0.032324578996717875,0.00011616452614171546
external_lung,source_disjoint,142,0.007649883849539033,-3.920552757286089e-05
external_lung,source_disjoint,143,0.03804308207133618,0.00010716177536562732
external_lung,source_disjoint,144,0.038167026749927266,0.00018266871735772572
external_lung,source_disjoint,145,0.004816514916324619,2.6137018381944266e-05
external_lung,source_disjoint,146,0.0522992515858746,0.000297090775607467
external_lung,source_disjoint,147,0.01238195148892382,0.00010803300931183646
external_lung,source_disjoint,148,0.0064673956765078575,-1.045480735284432e-05
external_lung,source_disjoint,149,-0.03154157684894158,0.00019021941155683564
external_lung,source_disjoint,150,0.046376996079798415,0.00020154545285577807
external_lung,source_disjoint,151,0.007026694684145937,1.5682211028988924e-05
external_lung,source_disjoint,152,-0.056614277175481766,0.0002857647343086356
external_lung,source_disjoint,153,-0.040051320265641586,9.641655669756499e-05
external_lung,source_disjoint,154,0.009262497419536442,5.982473096288743e-05
external_lung,source_disjoint,155,-0.04531197936277593,0.00018295912867305475
external_lung,source_disjoint,156,-0.06806007143461952,0.000337167537126315
external_lung,source_disjoint,157,-0.046794758943326895,3.978635020340793e-05
external_lung,source_disjoint,158,-0.014113230727665205,7.376447409990217e-05
external_lung,source_disjoint,159,0.04109304796068099,9.351244354405264e-05
external_lung,source_disjoint,160,0.023431514234573885,4.9950746240812194e-05
external_lung,source_disjoint,161,-0.04706146995355892,5.3435682025204656e-05
external_lung,source_disjoint,162,0.0580806190237358,0.0004045429622882013
external_lung,source_disjoint,163,0.010063350358917974,-7.202200620770594e-05
external_lung,source_disjoint,164,-0.02472741226617342,0.00026078936118800744
external_lung,source_disjoint,165,-0.030833758231533875,0.00010948506588848161
external_lung,source_disjoint,166,-0.02224879090689001,6.85370704234245e-05
external_lung,source_disjoint,167,-0.09945798288663947,0.00027763321747853453
external_lung,source_disjoint,168,-0.028418111372952106,1.045480735284432e-05
external_lung,source_disjoint,169,0.014152031336093074,6.301925543172882e-05
external_lung,source_disjoint,170,0.02808192464814613,6.85370704234245e-05
external_lung,source_disjoint,171,0.012537547278411505,5.8082263069136886e-06
external_lung,source_disjoint,172,0.029909271966268122,-2.4394550489859057e-05
external_lung,source_disjoint,173,0.027412391967886477,9.118915302130937e-05
external_lung,source_disjoint,174,0.04016884365222569,3.6591825734788586e-05
external_lung,source_disjoint,175,-0.032928849588928256,0.00012081110718731303
external_lung,source_disjoint,176,-0.04481961723056535,7.46357080461113e-05
external_lung,source_disjoint,177,0.010433149429237818,8.509051539895562e-05
external_lung,source_disjoint,178,-0.08303712654653067,0.00013213714848614444
external_lung,source_disjoint,179,0.10075635955240148,0.0008485818634648146
external_lung,target_disjoint,0,-0.003249218458418492,3.2629779435966455e-05
external_lung,target_disjoint,1,0.043545512438454774,4.85037261876986e-06
external_lung,target_disjoint,2,0.062360929854830945,0.00024516428873488927
external_lung,target_disjoint,3,0.05386115954669175,0.00028837669933923227
external_lung,target_disjoint,4,0.12623484615136318,0.0006102650640447127
external_lung,target_disjoint,5,-0.03968900741818231,0.00022708562715534342
external_lung,target_disjoint,6,0.1004754082029274,0.00024648711763097797
external_lung,target_disjoint,7,0.01976552267826016,-0.00011795224323118969
external_lung,target_disjoint,8,0.06408760041806946,0.00019886527737278392
external_lung,target_disjoint,9,-0.00028976781751439246,3.4393551297307035e-05
external_lung,target_disjoint,10,0.023246958201647065,-0.00012610968809034784
external_lung,target_disjoint,11,0.004127056558943249,8.818859306924942e-06
external_lung,target_disjoint,12,-0.0015358748424651302,7.936973376199141e-06
external_lung,target_disjoint,13,0.003754760624515305,-9.700745237650743e-06
external_lung,target_disjoint,14,0.004521869914454022,-1.6755832683124083e-05
external_lung,target_disjoint,15,0.020599855905852536,-1.8078661579323807e-05
external_lung,target_disjoint,16,0.05452961620414625,0.00014683400746151598
external_lung,target_disjoint,17,0.17050562720739465,0.0010873653525537152
external_lung,target_disjoint,18,0.027444106304109404,7.363747521349495e-05
external_lung,target_disjoint,19,0.05291118352035356,-0.0002048180074052386
external_lung,target_disjoint,20,0.03332202920024559,5.5117870668808244e-05
external_lung,target_disjoint,21,0.022155680976076494,6.525955887182189e-05
external_lung,target_disjoint,22,0.01768918844285888,3.3511665366581234e-05
external_lung,target_disjoint,23,0.009531922892895749,1.3228288958666568e-06
external_lung,target_disjoint,24,0.02278990676878467,-7.363747521349495e-05
external_lung,target_disjoint,25,0.08115317342681752,0.0007778233908777299
external_lung,target_disjoint,26,-0.01215768673535985,-7.936973376299061e-05
external_lung,target_disjoint,27,-0.016258429540888006,3.1306950539988776e-05
external_lung,target_disjoint,28,0.03306397405939462,-2.711799236898571e-05
external_lung,target_disjoint,29,-0.008816746817294472,-3.6598266124010514e-05
external_lung,target_disjoint,30,-0.04148198330485705,-3.5275437227921813e-06
external_lung,target_disjoint,31,0.05553117944946868,0.00010891291244141676
external_lung,target_disjoint,32,0.12270705258252733,0.0011460107669454267
external_lung,target_disjoint,33,0.04858176827472612,4.36533535697059e-05
external_lung,target_disjoint,34,0.07132315829028965,0.00023369977163556488
external_lung,target_disjoint,35,-0.03416231694861762,-1.1023574133739444e-05
external_lung,target_disjoint,36,0.012219647394196922,-4.0125809846691673e-05
external_lung,target_disjoint,37,-0.014605843134332608,2.910223571306325e-05
external_lung,target_disjoint,38,0.034760833712283085,5.776352846098565e-05
external_lung,target_disjoint,39,-0.046988093077857326,-2.645657791955358e-06
external_lung,target_disjoint,40,0.048221740971335456,0.00016755832683290617
external_lung,target_disjoint,41,-0.007574529493174224,-4.40942965340696e-06
external_lung,target_disjoint,42,0.0005148710389152779,-3.086600757540303e-06
external_lung,target_disjoint,43,0.08687047134524516,-2.160620530222701e-05
external_lung,target_disjoint,44,0.04912963092588505,0.00013007817477850292
external_lung,target_disjoint,45,-0.06819068254493439,0.00025486503397231797
external_lung,target_disjoint,46,0.031091483894937464,-5.070844101529026e-05
external_lung,target_disjoint,47,0.009468623622348436,-8.377916341562042e-06
external_lung,target_disjoint,48,-0.031704278784175845,8.642482120857498e-05
external_lung,target_disjoint,49,0.04611349122912656,0.0001455111785655383
external_lung,target_disjoint,50,-0.019772702631229197,4.585806839629836e-05
external_lung,target_disjoint,51,0.08901881859399685,0.00025729022028186943
external_lung,target_disjoint,52,0.014734886566545315,4.409429653517982e-06
external_lung,target_disjoint,53,0.06315971143018727,0.00047401368775157326
external_lung,target_disjoint,54,0.05227278554467613,0.00017637718614005315
external_lung,target_disjoint,55,0.005313736534727062,3.0425064609151953e-05
external_lung,target_disjoint,56,0.02816337025894654,2.425186309429339e-05
external_lung,target_disjoint,57,0.06994574693371375,0.00012125931547124491
external_lung,target_disjoint,58,-0.014813559959219848,-3.792109502032126e-05
external_lung,target_disjoint,59,0.01351016114254655,4.4094296536290045e-07
external_lung,target_disjoint,60,-0.022596719577902817,0.00013757420518922814
external_lung,target_disjoint,61,0.008112961780689062,-2.248809123284179e-05
external_lung,target_disjoint,62,0.028702541546103726,8.377916341562042e-06
external_lung,target_disjoint,63,0.09777326275010478,0.000751366812956733
external_lung,target_disjoint,64,-0.043929054105325174,-7.760596190153901e-05
external_lung,target_disjoint,65,0.03969453065356026,5.291315584132761e-06
external_lung,target_disjoint,66,0.09884140443016362,0.000669351421401787
external_lung,target_disjoint,67,-0.005042234627855564,-1.4110174891279748e-05
external_lung,target_disjoint,68,-0.0184011560737252,-1.4110174891279748e-05
external_lung,target_disjoint,69,0.004801180643823398,3.968486688266104e-06
external_lung,target_disjoint,70,0.04932939035499006,0.00021297545226406367
external_lung,target_disjoint,71,0.05963138754152262,0.0003708330338594301
external_lung,target_disjoint,72,-0.08831597459543951,0.001092215725172485
external_lung,target_disjoint,73,0.045127003763377034,0.00016755832683323924
external_lung,target_disjoint,74,-0.01163029316620884,3.6157323158647614e-05
external_lung,target_disjoint,75,-0.03728996008851092,-5.22517413940049e-05
external_lung,target_disjoint,76,-0.10228403893372953,0.0003450378703865331
external_lung,target_disjoint,77,0.009838259723991475,9.656650941158862e-05
external_lung,target_disjoint,78,0.035611459270402324,0.00020812507964540483
external_lung,target_disjoint,79,0.033779092666991764,0.0001247868591940371
external_lung,target_disjoint,80,0.004598123541256802,-1.7196775648598006e-05
external_lung,target_disjoint,81,-0.015269733408566164,1.3669231925916847e-05
external_lung,target_disjoint,82,0.03172750349077415,-0.00017770001503603083
external_lung,target_disjoint,83,-0.03619509143450779,8.59838782433231e-05
external_lung,target_disjoint,84,0.05108256152676024,9.833028127304022e-05
external_lung,target_disjoint,85,-0.00895673464337387,5.5558813634171145e-05
external_lung,target_disjoint,86,-0.045316345107031114,0.00024472334576941535
external_lung,target_disjoint,87,0.08683710091702185,0.0005022340375340217
external_lung,target_disjoint,88,0.03187903458946696,0.00011905460064465245
external_lung,target_disjoint,89,0.012955362784339335,2.248809123295281e-05
external_lung,target_disjoint,90,0.0892484992854357,0.00012787345995168842
external_lung,target_disjoint,91,0.027265146985204585,0.00011199951319906809
external_lung,target_disjoint,92,-0.02632155705478947,-3.086600757451485e-05
external_lung,target_disjoint,93,-0.037819322930984556,0.0002142982811602634
external_lung,target_disjoint,94,0.08474362511407349,0.0001534481519419595
external_lung,target_disjoint,95,0.004195580394333303,3.659826612389949e-05
external_lung,target_disjoint,96,0.009299497582263208,2.910223571306325e-05
external_lung,target_disjoint,97,0.021766699495130763,3.968486688155082e-06
external_lung,target_disjoint,98,-0.018527372277049984,-1.6755832683346128e-05
external_lung,target_disjoint,99,0.05638729418981169,-0.0001252278021594
external_lung,target_disjoint,100,0.03451337475930726,2.9543178678537174e-05
external_lung,target_disjoint,101,0.08505676330827464,6.0188714770315066e-05
external_lung,target_disjoint,102,0.0071943478353765486,7.099181742131755e-05
external_lung,target_disjoint,103,-0.025669277391170427,-5.6881642530259846e-05
external_lung,target_disjoint,104,0.023106581638862065,-9.700745237872788e-06
external_lung,target_disjoint,105,0.007645523928879251,1.4551117856642648e-05
external_lung,target_disjoint,106,0.016178872188397437,8.113350562455324e-05
external_lung,target_disjoint,107,0.021468763889348135,-9.171613679270774e-05
external_lung,target_disjoint,108,-0.002910996945810943,-1.7196775648598006e-05
external_lung,target_disjoint,109,0.053964972698477755,0.000272061809621027
external_lung,target_disjoint,110,-0.013571569564066903,-6.0850129218303906e-05
external_lung,target_disjoint,111,0.10530065923323147,0.000816185428863303
external_lung,target_disjoint,112,0.028445795507327717,4.938561211920156e-05
external_lung,target_disjoint,113,0.12430026251175433,0.0004471161668652135
external_lung,target_disjoint,114,-0.039515772610195114,0.00014639306449615308
external_lung,target_disjoint,115,0.01190100945299463,2.5574691990382092e-05
external_lung,target_disjoint,116,-0.030996134235927394,-9.259802272354456e-05
external_lung,target_disjoint,117,0.05032423396108924,0.0004453523950038729
external_lung,target_disjoint,118,-0.0044148302563919275,7.716501893628713e-05
external_lung,target_disjoint,119,0.03348588900734457,0.00011464517099102345
external_lung,target_disjoint,120,0.06805727759002775,0.00021341639522975964
external_lung,target_disjoint,121,0.05370940813956131,0.0002107707374374712
external_lung,target_disjoint,122,-0.007996274877872814,-5.291315584243783e-06
external_lung,target_disjoint,123,-0.07795187248860662,0.00018850311768714434
external_lung,target_disjoint,124,-0.020242779264761868,-1.4551117856642648e-05
external_lung,target_disjoint,125,0.03879013550714745,0.00017681812910541606
external_lung,target_disjoint,126,-0.07062263211639679,0.00022201478305405864
external_lung,target_disjoint,127,0.015062456023838688,-0.00011861365767917853
external_lung,target_disjoint,128,-0.034557625308608425,0.0001547709808380482
external_lung,target_disjoint,129,0.013714630769120672,-1.1905460064465245e-05
external_lung,target_disjoint,130,-0.01121942182798882,-1.3228288958666568e-06
external_lung,target_disjoint,131,-0.10026048252570327,0.0007275558928280246
external_lung,target_disjoint,132,-0.021099521783684357,4.6739954326913136e-05
external_lung,target_disjoint,133,0.011653369202535017,-2.645657792088585e-05
external_lung,target_disjoint,134,0.03268990629916363,1.5873946752620327e-05
external_lung,target_disjoint,135,-0.0442709739366029,0.00012125931547135593
external_lung,target_disjoint,136,0.04226823690618636,-1.9842433440664387e-05
external_lung,target_disjoint,137,0.021958928103995662,0.00011332234209493475
external_lung,target_disjoint,138,0.010575017742228203,-4.40942965340696e-06
external_lung,target_disjoint,139,-0.0669792758305115,0.00010185782499572138
external_lung,target_disjoint,140,-0.030684921233167475,0.00011420422802577157
external_lung,target_disjoint,141,-0.0029604066676287883,7.055087445695385e-06
external_lung,target_disjoint,142,0.02825544373708825,0.00014551117856564932
external_lung,target_disjoint,143,-0.037766440579975934,7.407841817885785e-05
external_lung,target_disjoint,144,-0.02676195413172912,5.291315584132761e-06
external_lung,target_disjoint,145,0.007648259969063378,-2.0724319371390187e-05
external_lung,target_disjoint,146,0.02749092136821046,3.1306950539988776e-05
external_lung,target_disjoint,147,-0.04601573046699208,3.7480152054736315e-05
external_lung,target_disjoint,148,-0.09702827101536388,0.0004610058702737563
external_lung,target_disjoint,149,-0.02221823684539829,3.7039209089373415e-05
external_lung,target_disjoint,150,0.040412815286756006,0.00026765237996762004
external_lung,target_disjoint,151,0.0019223145513844865,-6.61414448011044e-06
external_lung,target_disjoint,152,0.0074144879372132514,-7.936973376310164e-06
external_lung,target_disjoint,153,-0.022100992625976413,-4.850372618836474e-05
external_lung,target_disjoint,154,-0.016359463994204047,-3.8362037985351094e-05
external_lung,target_disjoint,155,-0.04801506483599956,0.00017064492759033545
external_lung,target_disjoint,156,0.03487809626571329,0.00019048736103122188
external_lung,target_disjoint,157,0.07846395999708103,0.0003192427069137471
external_lung,target_disjoint,158,0.027550169398291705,-0.00010670819761471328
external_lung,target_disjoint,159,-0.005837516118996757,4.938561211931258e-05
external_lung,target_disjoint,160,0.047828765208687764,0.00022929034198215792
external_lung,target_disjoint,161,0.07517818368040181,0.0003571638019336243
external_lung,target_disjoint,162,-0.0240767334121681,8.2015391555057e-05
external_lung,target_disjoint,163,0.10590102958668103,0.0007279968357931654
external_lung,target_disjoint,164,-0.048099809320957795,0.00027999878299722614
external_lung,target_disjoint,165,-0.000876040375618002,-7.496030411058285e-06
external_lung,target_disjoint,166,0.002364124923797651,8.377916341673064e-06
external_lung,target_disjoint,167,0.04071248569360692,0.00011530658543912331
external_lung,target_disjoint,168,0.07969552277761596,0.00027779406817052266
external_lung,target_disjoint,169,0.11735821864266914,8.025161969382744e-05
external_lung,target_disjoint,170,-0.05953588104630324,0.000336880425527486
external_lung,target_disjoint,171,-0.010194974921720463,-4.144863874300242e-05
external_lung,target_disjoint,172,0.06544170278812873,0.00026059729252203567
external_lung,target_disjoint,173,-0.009367355413398505,2.9102235713174274e-05
external_lung,target_disjoint,174,0.06374556324661264,6.349578701048131e-05
external_lung,target_disjoint,175,0.010604009219817452,-3.086600757451485e-05
external_lung,target_disjoint,176,-0.06498196492254468,0.00045549408320677554
external_lung,target_disjoint,177,0.04401472905352888,5.9527300322326226e-05
external_lung,target_disjoint,178,-0.026544701443866586,0.0001278734599515774
external_lung,target_disjoint,179,0.023640411458438735,-0.00017858190096686766
immune,source_disjoint,0,0.027184232107562017,-0.0002964576266382135
immune,source_disjoint,1,0.06105739860522008,-0.0026527642606748447
immune,source_disjoint,2,0.08472577907147916,-0.0007346479831433772
immune,source_disjoint,3,0.05375827604961437,0.00038976500713394646
immune,source_disjoint,4,0.15614885362289635,-0.0009850424725746931
immune,source_disjoint,5,0.05278535811019287,0.0011598461727437837
immune,source_disjoint,6,0.016495680426672328,-0.00021259909480031425
immune,source_disjoint,7,0.15045881477765957,6.377972844018309e-05
immune,source_disjoint,8,0.09432142480653402,-0.0004559069477384492
immune,source_disjoint,9,0.14834560657415868,-9.448848657811482e-05
immune,source_disjoint,10,-0.054821488801143084,0.0009803180482459428
immune,source_disjoint,11,0.082816989787063,-0.0009035461529012245
immune,source_disjoint,12,0.11575646958414039,-0.00014173272986683916
immune,source_disjoint,13,0.1135273368901569,0.001979533793807331
immune,source_disjoint,14,-0.07743565338035104,0.0034039477289692366
immune,source_disjoint,15,0.08771497055887864,0.0001251972447158245
immune,source_disjoint,16,0.05839980951081946,0.00037086730981816807
immune,source_disjoint,17,0.0018526563087160235,2.244101556225786e-05
immune,source_disjoint,18,0.08568486055835736,0.0014456738446422257
immune,source_disjoint,19,0.060590833426281465,-0.0005633876012207661
immune,source_disjoint,20,0.06243132701596475,-0.0002622055502535803
immune,source_disjoint,21,-0.0883544465341974,0.0015992176353312182
immune,source_disjoint,22,0.09369142119943757,0.0013311065546663947
immune,source_disjoint,23,-0.006872393759553703,-1.653548515101466e-05
immune,source_disjoint,24,-0.07243450748391121,0.0017196904557180703
immune,source_disjoint,25,0.07129516612354857,0.0010157512307125138
immune,source_disjoint,26,0.11017355382668854,-0.00012874056296219294
immune,source_disjoint,27,0.013673598856830024,-0.0002374023225271138
immune,source_disjoint,28,0.15746273437888803,0.003329538045789171
immune,source_disjoint,29,-0.0766228294858455,0.0009401604414501774
immune,source_disjoint,30,0.07129776272584448,-0.0014905558757666304
immune,source_disjoint,31,0.13282167666195502,0.0014893747696844706
immune,source_disjoint,32,-0.04173459516191302,0.0010322867158636395
immune,source_disjoint,33,0.14944813169745086,0.0024330785293813495
immune,source_disjoint,34,0.11579105264802296,0.0010346489280280702
immune,source_disjoint,35,0.07440096497738148,-0.0009496092901081221
immune,source_disjoint,36,-0.011986854712771375,8.503963792028113e-05
immune,source_disjoint,37,0.10067910351428834,-0.0007925221811722061
immune,source_disjoint,38,-0.02211319503265026,0.0003543318246671534
immune,source_disjoint,39,0.018544570540658608,7.086636493291998e-06
immune,source_disjoint,40,0.0495121082956667,0.00016535485151136786
immune,source_disjoint,41,0.13811089089251935,0.0033626090160913114
immune,source_disjoint,42,-0.002407943002924161,6.614194060461376e-05
immune,source_disjoint,43,0.10585961020840753,-0.0006023641019341497
immune,source_disjoint,44,0.026942552029157338,-0.0007795300142677819
immune,source_disjoint,45,0.09857569015820569,0.00010393733523561544
immune,source_disjoint,46,0.06336501210520808,0.0009472470779435804
immune,source_disjoint,47,0.07008509462497045,0.0008775618190921541
